,number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_colsample_bytree,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample_freq,state,params_n_estimators
920,920,0.1894970249485661,2023-06-29 14:11:36.835848,2023-06-29 14:11:38.646944,0 days 00:00:01.811096,goss,0.39246711172879817,0.06945435156321966,43,5,10,65,7.945841082794615e-05,8.0061033222555e-08,4,COMPLETE,231
192,192,0.1894987310026482,2023-06-29 13:21:49.319985,2023-06-29 13:21:50.880432,0 days 00:00:01.560447,goss,0.5121912376058342,0.06426876517414924,48,5,16,41,8.063296332205225e-05,1.5034967711777943e-08,3,COMPLETE,223
319,319,0.189505498706616,2023-06-29 13:27:43.148329,2023-06-29 13:27:46.187542,0 days 00:00:03.039213,goss,0.517025065073219,0.025655445719444635,142,5,11,18,0.03226208931743004,5.6206332311841414e-08,3,COMPLETE,455
377,377,0.18953222612305543,2023-06-29 13:30:15.665002,2023-06-29 13:30:20.915011,0 days 00:00:05.250009,goss,0.4506265583913041,0.012096684493522079,48,7,7,45,2.6936670910079877e-05,4.644872018253736e-05,3,COMPLETE,848
821,821,0.18954658407006647,2023-06-29 14:03:09.986974,2023-06-29 14:03:13.193296,0 days 00:00:03.206322,goss,0.48165098236550613,0.026143853977370738,32,6,6,61,0.0026382623889735822,0.0001392577508967591,5,COMPLETE,368
164,164,0.18955487018169365,2023-06-29 13:20:47.933747,2023-06-29 13:20:50.103464,0 days 00:00:02.169717,goss,0.5023656127021817,0.04355588498433505,46,5,8,45,0.00022250413193283583,4.622639040676547e-08,6,COMPLETE,244
685,685,0.18956714532625243,2023-06-29 13:50:39.966344,2023-06-29 13:50:42.224558,0 days 00:00:02.258214,goss,0.40445894827418055,0.0487344866525382,53,5,8,55,0.023779107022345956,0.002953947787327801,4,COMPLETE,251
650,650,0.1895729470588339,2023-06-29 13:47:53.753875,2023-06-29 13:47:56.244679,0 days 00:00:02.490804,goss,0.6741737420003697,0.037270100080722575,39,7,10,39,0.03593854003374343,2.2888161430257722e-08,5,COMPLETE,351
833,833,0.18958379029950456,2023-06-29 14:04:07.581880,2023-06-29 14:04:11.196295,0 days 00:00:03.614415,goss,0.6140304902291533,0.018501113725012844,45,5,7,66,3.5896658693518095e-05,4.628141505047008e-06,3,COMPLETE,597
154,154,0.18958572196651094,2023-06-29 13:20:29.494886,2023-06-29 13:20:31.620219,0 days 00:00:02.125333,goss,0.5074540460910535,0.05478269039232444,51,5,11,40,0.00013384718303292143,4.733143848864973e-08,6,COMPLETE,194
618,618,0.18966785655102208,2023-06-29 13:45:03.645518,2023-06-29 13:45:08.278841,0 days 00:00:04.633323,goss,0.4866056525124165,0.009516909463142832,51,5,8,28,9.051135451218271e-08,5.065720288423396e-07,5,COMPLETE,969
398,398,0.1897081833773695,2023-06-29 13:30:55.991257,2023-06-29 13:30:58.570252,0 days 00:00:02.578995,goss,0.5790470888902837,0.023638540407600574,51,5,6,44,2.4261518209186008e-06,9.227217593567004e-08,3,COMPLETE,354
724,724,0.18971705984025883,2023-06-29 13:54:23.190721,2023-06-29 13:54:26.743630,0 days 00:00:03.552909,goss,0.5422617467495964,0.0655373193093047,46,5,8,35,8.170933778803336e-07,3.2096381621308034e-06,3,COMPLETE,164
153,153,0.1897443364602418,2023-06-29 13:20:27.690581,2023-06-29 13:20:29.493383,0 days 00:00:01.802802,goss,0.49332689860603324,0.06504270087245345,42,5,7,44,0.0003910244833299792,1.994283700262862e-08,6,COMPLETE,168
412,412,0.18976062202478788,2023-06-29 13:31:33.077229,2023-06-29 13:31:34.212953,0 days 00:00:01.135724,goss,0.5382404782050538,0.05737471777399796,55,5,10,51,0.012148824174876754,2.8007488962555076e-07,3,COMPLETE,153
986,986,0.18977724822946573,2023-06-29 14:17:50.541817,2023-06-29 14:17:52.764570,0 days 00:00:02.222753,goss,0.5183552180551654,0.04475967798382259,36,6,9,53,2.8748503008862942e-05,0.000783865119562078,4,COMPLETE,270
381,381,0.18977905149128751,2023-06-29 13:30:27.741036,2023-06-29 13:30:29.118095,0 days 00:00:01.377059,goss,0.6410319108640371,0.05287953264278811,37,5,6,56,0.029805967208934803,1.8371018732387535e-06,3,COMPLETE,146
913,913,0.1898167436551268,2023-06-29 14:11:03.664843,2023-06-29 14:11:06.793906,0 days 00:00:03.129063,goss,0.443302709036511,0.0235103524633513,46,5,11,60,0.011572057699575781,1.1391744667797396e-07,2,COMPLETE,492
948,948,0.18984763642901897,2023-06-29 14:13:24.866558,2023-06-29 14:13:29.208306,0 days 00:00:04.341748,goss,0.330149903345513,0.01874093148255202,38,5,18,61,6.215318016834018e-06,3.820512921686743e-08,4,COMPLETE,853
340,340,0.18985118031244996,2023-06-29 13:28:41.894133,2023-06-29 13:28:43.445141,0 days 00:00:01.551008,goss,0.5826511926817859,0.07971599710178973,41,5,7,59,2.1152805325256988e-05,4.2360206423247034e-08,3,COMPLETE,108
407,407,0.18985689024547747,2023-06-29 13:31:17.144728,2023-06-29 13:31:25.574638,0 days 00:00:08.429910,goss,0.5987818161444526,0.004859357266906153,39,6,9,30,2.9732103349198912e-05,4.3568539039235917e-07,4,COMPLETE,1997
687,687,0.18991213273494667,2023-06-29 13:50:47.910801,2023-06-29 13:50:50.877542,0 days 00:00:02.966741,goss,0.44147669006563656,0.032470080671980615,36,6,12,35,0.0001967608741419334,0.05067607564761557,6,COMPLETE,409
506,506,0.1899227015962313,2023-06-29 13:37:35.443482,2023-06-29 13:37:39.132075,0 days 00:00:03.688593,goss,0.5943384069834657,0.03474190943922195,40,5,17,43,0.00016039180387256844,2.332343525388193e-08,3,COMPLETE,381
249,249,0.18993996726858484,2023-06-29 13:24:22.775866,2023-06-29 13:24:24.855641,0 days 00:00:02.079775,goss,0.5291733038825933,0.054548345545070036,40,6,7,23,0.018929485621992863,8.716215558578933e-07,6,COMPLETE,179
462,462,0.1899447718517548,2023-06-29 13:34:05.044656,2023-06-29 13:34:06.877322,0 days 00:00:01.832666,goss,0.4766267348377207,0.05543242210754831,54,5,8,27,0.0008588542692622559,4.929196158415473e-06,5,COMPLETE,266
814,814,0.18996020856581985,2023-06-29 14:02:51.649800,2023-06-29 14:02:53.988751,0 days 00:00:02.338951,goss,0.46898757509490685,0.037302721765492,40,5,10,56,2.3651959770453467e-06,1.0963230191069267e-07,5,COMPLETE,295
874,874,0.18996267432068475,2023-06-29 14:07:41.242878,2023-06-29 14:07:49.834266,0 days 00:00:08.591388,goss,0.40338046081052836,0.006224346036150395,41,5,12,70,1.2561604011056102e-05,3.333975789885588e-08,3,COMPLETE,1729
242,242,0.19000611408238016,2023-06-29 13:23:52.460675,2023-06-29 13:23:55.158608,0 days 00:00:02.697933,goss,0.5811315157447243,0.04134069089967627,42,6,9,33,0.03613568443581399,4.253294774185113e-06,3,COMPLETE,236
837,837,0.1900248080458336,2023-06-29 14:04:24.970311,2023-06-29 14:04:37.390723,0 days 00:00:12.420412,goss,0.4744300608713931,0.003939992407553468,41,5,10,60,2.0736478376687756e-05,4.067654517036596e-08,4,COMPLETE,2493
335,335,0.1900248560866882,2023-06-29 13:28:14.066488,2023-06-29 13:28:16.013379,0 days 00:00:01.946891,goss,0.5895816554948845,0.0538425669409361,77,5,13,61,0.008065645571951326,6.474604969568289e-08,3,COMPLETE,281
885,885,0.19010317714373542,2023-06-29 14:08:41.489897,2023-06-29 14:08:43.529579,0 days 00:00:02.039682,goss,0.47930472742983304,0.04302716113769927,55,9,14,57,0.00014014298886163486,1.3867034062367632e-08,4,COMPLETE,244
54,54,0.19010966146728292,2023-06-29 13:17:06.881905,2023-06-29 13:17:08.611362,0 days 00:00:01.729457,goss,0.5761381057467662,0.06860284758348371,56,7,12,67,1.3487514508981682e-05,1.1022245260552963e-07,6,COMPLETE,155
773,773,0.19012902356537537,2023-06-29 13:59:52.954873,2023-06-29 13:59:55.460805,0 days 00:00:02.505932,goss,0.6477165486307604,0.034910916135996506,53,6,7,52,0.0003565930773302142,1.0666280522860155e-05,1,COMPLETE,329
131,131,0.19012936016137724,2023-06-29 13:19:33.741888,2023-06-29 13:19:35.962062,0 days 00:00:02.220174,goss,0.4966396704543873,0.04349946635754858,40,5,9,46,6.436800112979846e-06,6.343219892816016e-08,5,COMPLETE,262
90,90,0.1901344203949138,2023-06-29 13:18:13.964914,2023-06-29 13:18:16.279209,0 days 00:00:02.314295,goss,0.4919123485954899,0.0426335049997273,44,6,10,7,0.0007166905664025311,4.108152521909332e-08,5,COMPLETE,261
241,241,0.19014953995050848,2023-06-29 13:23:50.564897,2023-06-29 13:23:52.459890,0 days 00:00:01.894993,goss,0.5771283727278982,0.0527437785987121,46,6,12,28,0.014009777555815353,6.176454274724481e-08,3,COMPLETE,237
403,403,0.19016866844190383,2023-06-29 13:31:08.692723,2023-06-29 13:31:12.580602,0 days 00:00:03.887879,goss,0.5079796988709007,0.011509425743339746,53,7,9,28,4.854891734740616e-05,1.6356543738160562e-08,3,COMPLETE,819
796,796,0.19017174518936258,2023-06-29 14:01:31.900294,2023-06-29 14:01:39.887579,0 days 00:00:07.987285,goss,0.6795069381862613,0.007574185377187455,57,5,8,35,1.2932584813362764e-05,0.00019707231305005974,6,COMPLETE,1364
676,676,0.19017273188462797,2023-06-29 13:50:03.150922,2023-06-29 13:50:06.065048,0 days 00:00:02.914126,goss,0.4715075064329836,0.031599046015129875,58,5,9,37,0.00041272934570190354,0.0024937089589499475,4,COMPLETE,361
168,168,0.19028820423898213,2023-06-29 13:20:55.729229,2023-06-29 13:20:57.953823,0 days 00:00:02.224594,goss,0.49480040853267726,0.04652293752616968,40,5,9,67,6.64959783380536e-05,7.595808363074283e-08,6,COMPLETE,248
225,225,0.19030317397571425,2023-06-29 13:23:10.165265,2023-06-29 13:23:11.738632,0 days 00:00:01.573367,goss,0.5396796901747332,0.07460533833347335,40,5,7,30,0.049260673052123054,2.53948609576844e-07,3,COMPLETE,95
424,424,0.19033577465892312,2023-06-29 13:31:53.715690,2023-06-29 13:31:56.138590,0 days 00:00:02.422900,goss,0.47925255370582015,0.021794234928393833,41,6,13,29,7.940862033320692e-06,2.956459149719958e-08,6,COMPLETE,633
180,180,0.19034332436450507,2023-06-29 13:21:22.011447,2023-06-29 13:21:29.069435,0 days 00:00:07.057988,goss,0.5033202439528903,0.010335173351581841,39,6,7,60,1.3670278313969535e-05,2.026024101537695e-08,6,COMPLETE,916
696,696,0.1903520720032204,2023-06-29 13:52:12.380725,2023-06-29 13:52:14.684897,0 days 00:00:02.304172,goss,0.4836661334560297,0.043547263768444415,40,7,10,66,7.975836807666074e-06,2.922457932621078e-07,5,COMPLETE,226
792,792,0.19037679253827794,2023-06-29 14:01:21.895709,2023-06-29 14:01:24.921239,0 days 00:00:03.025530,goss,0.4382223642708382,0.024132908116883504,49,5,7,43,2.9140538059793317e-06,2.8371663076958187e-08,3,COMPLETE,339
586,586,0.19038478626968774,2023-06-29 13:42:53.889224,2023-06-29 13:43:06.725769,0 days 00:00:12.836545,goss,0.4898087947565945,0.004084851741744823,38,5,8,45,3.343060590423251e-05,1.4082520668036518e-07,3,COMPLETE,2346
668,668,0.1903854081989436,2023-06-29 13:49:45.134357,2023-06-29 13:49:47.222002,0 days 00:00:02.087645,goss,0.3618869238298067,0.04242949389670016,32,5,12,52,5.09700508462265e-06,2.9094823592894522e-05,3,COMPLETE,313
330,330,0.1903972908756042,2023-06-29 13:28:05.949617,2023-06-29 13:28:07.598732,0 days 00:00:01.649115,goss,0.6155726186289661,0.05964885790598144,63,5,11,55,1.654876648131047e-05,3.712706308532763e-07,3,COMPLETE,148
227,227,0.19040182042005166,2023-06-29 13:23:14.537210,2023-06-29 13:23:17.403892,0 days 00:00:02.866682,goss,0.5224445640752017,0.03662145670970762,94,5,9,32,0.017614902406805126,1.7595600428316598e-07,3,COMPLETE,379
88,88,0.19040553310564773,2023-06-29 13:18:10.307037,2023-06-29 13:18:11.819364,0 days 00:00:01.512327,goss,0.5282224598790175,0.08249681144267258,45,6,9,32,7.839175709460652e-05,2.9693952882641106e-08,5,COMPLETE,121
244,244,0.19041363747360174,2023-06-29 13:23:57.746217,2023-06-29 13:23:59.544331,0 days 00:00:01.798114,goss,0.5776524914333697,0.05895281474010738,44,5,10,29,0.02289405717187812,3.694895677242402e-08,3,COMPLETE,209
662,662,0.19041633685762532,2023-06-29 13:49:09.012818,2023-06-29 13:49:10.673158,0 days 00:00:01.660340,goss,0.4883924451334166,0.06252397345823962,61,5,10,103,8.495027369838972e-06,4.6185365618101247e-07,3,COMPLETE,167
781,781,0.19041902364553775,2023-06-29 14:00:31.485587,2023-06-29 14:00:37.638174,0 days 00:00:06.152587,goss,0.5455854295445445,0.011191374594649414,51,5,11,55,0.5382330919522216,2.4835762602594324e-07,5,COMPLETE,1029
591,591,0.19043610615581608,2023-06-29 13:43:18.673151,2023-06-29 13:43:20.708485,0 days 00:00:02.035334,goss,0.4572945854420347,0.054123201595332106,36,5,7,37,0.003286025156654283,0.0019143216659330208,5,COMPLETE,197
567,567,0.19043626555847518,2023-06-29 13:41:28.005812,2023-06-29 13:41:29.602165,0 days 00:00:01.596353,goss,0.5063093247290484,0.08895151642690771,66,5,7,54,1.0697851079035751e-06,4.0445168421514816e-06,3,COMPLETE,106
58,58,0.19044063485998014,2023-06-29 13:17:13.027318,2023-06-29 13:17:14.729785,0 days 00:00:01.702467,goss,0.579904021765565,0.07283551817666489,79,5,12,41,5.099046785891822e-05,1.7705052618109775e-07,7,COMPLETE,179
657,657,0.19045909758816149,2023-06-29 13:48:28.388295,2023-06-29 13:48:30.467692,0 days 00:00:02.079397,goss,0.4697186117309887,0.056706339406319216,42,6,8,25,3.684602696165843e-05,3.382260188328462e-06,2,COMPLETE,200
230,230,0.19046269746943645,2023-06-29 13:23:22.810159,2023-06-29 13:23:25.313192,0 days 00:00:02.503033,goss,0.5189518381783423,0.033055843456194146,32,5,8,24,0.009312614756384924,1.0714076610321547e-07,3,COMPLETE,310
806,806,0.1904725116746721,2023-06-29 14:02:35.425084,2023-06-29 14:02:37.013029,0 days 00:00:01.587945,goss,0.4240280414656885,0.08135210714563296,54,5,12,53,5.3139149892894165e-05,0.009186592036221112,3,COMPLETE,130
69,69,0.19047950661965685,2023-06-29 13:17:32.503247,2023-06-29 13:17:34.777927,0 days 00:00:02.274680,goss,0.5026191226653132,0.044250009502147206,41,6,8,56,0.0003118378534033095,1.0184713724555202e-08,6,COMPLETE,217
596,596,0.19049493299062317,2023-06-29 13:43:32.839509,2023-06-29 13:43:42.836589,0 days 00:00:09.997080,goss,0.48473949037916375,0.0053323540990419084,53,5,11,47,2.435939015599187e-07,2.9254044166358797e-05,4,COMPLETE,1718
392,392,0.19054611075535866,2023-06-29 13:30:46.459857,2023-06-29 13:30:48.382291,0 days 00:00:01.922434,goss,0.6069646292153431,0.03576359458558589,46,5,7,36,1.2144754162934028e-05,0.015475197581865137,6,COMPLETE,301
68,68,0.1905551736965192,2023-06-29 13:17:30.479709,2023-06-29 13:17:32.502508,0 days 00:00:02.022799,goss,0.5159759855527782,0.05898559750849149,41,6,5,57,0.0003211341350555328,1.315640533464159e-08,6,COMPLETE,176
813,813,0.19060922182194978,2023-06-29 14:02:49.225276,2023-06-29 14:02:51.648857,0 days 00:00:02.423581,goss,0.604240913560545,0.034635515348262515,36,5,11,57,7.3860261258651365e-06,1.3991809298662388e-07,5,COMPLETE,353
239,239,0.1906426001268148,2023-06-29 13:23:46.240370,2023-06-29 13:23:48.497966,0 days 00:00:02.257596,goss,0.52490481497174,0.04440370603243627,32,6,6,18,0.06169735603486402,2.483668181655795e-07,3,COMPLETE,227
428,428,0.19065280142452665,2023-06-29 13:31:59.908802,2023-06-29 13:32:01.408429,0 days 00:00:01.499627,goss,0.5107179333569545,0.048092039241569275,244,7,13,24,3.645659343648328e-07,4.4183237695204646e-08,5,COMPLETE,235
182,182,0.19068113618534743,2023-06-29 13:21:30.604982,2023-06-29 13:21:32.161915,0 days 00:00:01.556933,goss,0.5694554292104773,0.0739833366431274,53,5,10,40,3.559069697077409e-05,1.5322889740276607e-07,7,COMPLETE,208
235,235,0.19068275586304562,2023-06-29 13:23:36.147507,2023-06-29 13:23:38.698319,0 days 00:00:02.550812,goss,0.5807502170191459,0.033467121965461706,37,6,11,30,0.017565173524281243,1.5943496138283482e-07,3,COMPLETE,288
851,851,0.1906879880729007,2023-06-29 14:05:19.737837,2023-06-29 14:05:22.360432,0 days 00:00:02.622595,goss,0.5641870216258424,0.030144154566804096,35,5,10,60,5.889605713445251e-06,3.6594559978942724e-08,3,COMPLETE,342
374,374,0.19069545920063874,2023-06-29 13:30:11.247138,2023-06-29 13:30:12.941158,0 days 00:00:01.694020,goss,0.5652813524834016,0.04406659617257037,40,6,10,37,0.02260436562852315,8.133112371532901e-08,3,COMPLETE,271
998,998,0.19072650100618382,2023-06-29 14:18:18.708727,2023-06-29 14:18:20.979931,0 days 00:00:02.271204,goss,0.5028987713235127,0.04107925905241445,40,6,14,55,0.005156228268959003,0.0013040762474023804,3,COMPLETE,312
714,714,0.19073251874559186,2023-06-29 13:53:10.068635,2023-06-29 13:53:11.806737,0 days 00:00:01.738102,goss,0.5357658288410211,0.0579199424999841,57,5,11,56,2.9105940687141803e-06,0.026395606921719175,5,COMPLETE,182
576,576,0.19074582764593606,2023-06-29 13:42:07.298275,2023-06-29 13:42:11.460782,0 days 00:00:04.162507,goss,0.531115946770517,0.015842289101644078,61,5,10,43,4.832984579860744e-05,1.3380354333704382e-05,7,COMPLETE,632
446,446,0.19075486245956047,2023-06-29 13:32:32.769515,2023-06-29 13:32:35.788574,0 days 00:00:03.019059,goss,0.4557104949639854,0.01953832217561713,37,7,9,26,4.7387374713966526e-05,0.0003837881695292255,3,COMPLETE,542
209,209,0.19076669227449827,2023-06-29 13:22:26.862371,2023-06-29 13:22:28.930332,0 days 00:00:02.067961,goss,0.48058621038442556,0.06784240350271056,38,6,8,56,0.0001681280139971877,1.488784940002949e-07,4,COMPLETE,200
458,458,0.19077773360420075,2023-06-29 13:33:43.821455,2023-06-29 13:33:52.892353,0 days 00:00:09.070898,goss,0.48794558535154287,0.006034061618957589,60,5,10,35,1.0754405941690706e-05,0.010308905578513232,3,COMPLETE,1689
476,476,0.1907990864622516,2023-06-29 13:35:24.907271,2023-06-29 13:35:29.909738,0 days 00:00:05.002467,goss,0.6655383285339609,0.01377058363449837,45,5,7,56,0.018927170873825103,2.977526506483794e-08,3,COMPLETE,788
464,464,0.1908003349005848,2023-06-29 13:34:10.398707,2023-06-29 13:34:13.222009,0 days 00:00:02.823302,goss,0.5417508984541882,0.07376216981675789,38,5,15,15,0.001958233414053346,0.00191408481237385,3,COMPLETE,142
597,597,0.19080673534559822,2023-06-29 13:43:42.837593,2023-06-29 13:43:45.046216,0 days 00:00:02.208623,goss,0.4767101548780703,0.03992451129794426,40,5,6,55,2.4817571967644234e-05,2.3725067838119392e-08,5,COMPLETE,232
170,170,0.19080856275141522,2023-06-29 13:20:59.600770,2023-06-29 13:21:01.922706,0 days 00:00:02.321936,goss,0.48427714913516834,0.05301163365851026,136,5,5,42,0.00016434079048444652,3.350320145688964e-06,3,COMPLETE,172
767,767,0.19083802890709542,2023-06-29 13:59:04.449235,2023-06-29 13:59:08.506031,0 days 00:00:04.056796,goss,0.411007665151758,0.015405362241448024,49,5,11,115,0.0006448507991276758,4.987467284721674e-08,4,COMPLETE,731
425,425,0.1908472465447455,2023-06-29 13:31:56.139429,2023-06-29 13:31:57.495748,0 days 00:00:01.356319,goss,0.47167686087586913,0.04552295693384541,50,7,15,26,3.830125117322328e-06,2.993750199186414e-06,6,COMPLETE,267
738,738,0.19085138654259698,2023-06-29 13:56:19.331780,2023-06-29 13:56:20.774899,0 days 00:00:01.443119,goss,0.5791673623832846,0.06576761172018014,39,5,10,35,2.570338368402382e-05,3.897352708745126e-07,5,COMPLETE,172
298,298,0.19088910257210281,2023-06-29 13:26:45.410743,2023-06-29 13:26:48.036610,0 days 00:00:02.625867,goss,0.49903801909329787,0.036145834865129595,134,5,5,29,0.02898072669089081,0.00023190218882838254,5,COMPLETE,258
903,903,0.19089741270710897,2023-06-29 14:10:12.855555,2023-06-29 14:10:15.198133,0 days 00:00:02.342578,goss,0.4174435223990187,0.04043182851091928,124,7,13,63,0.005195349154638945,7.515506790018404e-08,5,COMPLETE,349
690,690,0.19092313972176705,2023-06-29 13:51:10.830260,2023-06-29 13:51:14.289333,0 days 00:00:03.459073,goss,0.5854228790656306,0.02078955781347302,65,5,10,41,0.04402527274406695,0.0861656635694779,3,COMPLETE,481
905,905,0.19093161467210956,2023-06-29 14:10:24.513987,2023-06-29 14:10:37.917009,0 days 00:00:13.403022,goss,0.407552130843381,0.00414949937268707,51,6,8,58,4.8648490169286886e-05,7.1709993783077335e-06,5,COMPLETE,2149
876,876,0.19093167261176947,2023-06-29 14:08:09.716015,2023-06-29 14:08:12.191457,0 days 00:00:02.475442,goss,0.35909890229519525,0.034817162847307744,37,5,15,36,0.0066760451917496745,0.13216182356805914,3,COMPLETE,367
108,108,0.19093475276001745,2023-06-29 13:18:46.360123,2023-06-29 13:18:48.729503,0 days 00:00:02.369380,goss,0.5336093498995722,0.051066294385955995,62,5,16,47,7.597714680106499e-06,2.638259601284405e-08,5,COMPLETE,265
329,329,0.19094119230012707,2023-06-29 13:28:02.478750,2023-06-29 13:28:05.948763,0 days 00:00:03.470013,goss,0.6283466279020231,0.02262550230216185,68,5,9,37,0.007833051754103404,7.715939733503618e-07,3,COMPLETE,416
908,908,0.19094269155547364,2023-06-29 14:10:41.092411,2023-06-29 14:10:42.920966,0 days 00:00:01.828555,goss,0.5332430289199892,0.0511157073325717,52,5,17,54,0.0001250748126274497,3.249469769070274e-07,4,COMPLETE,230
572,572,0.1909566495189158,2023-06-29 13:41:44.129098,2023-06-29 13:41:48.057803,0 days 00:00:03.928705,goss,0.4615303769901975,0.01799380527761551,47,5,9,65,2.2209717830007715e-05,0.0006401053697758872,3,COMPLETE,655
709,709,0.19095873940251193,2023-06-29 13:52:59.301970,2023-06-29 13:53:01.570293,0 days 00:00:02.268323,goss,0.49693675264725645,0.06036675681255437,47,5,7,49,1.320752537396141e-05,2.6968346284119254e-08,5,COMPLETE,236
71,71,0.190969852721258,2023-06-29 13:17:37.043447,2023-06-29 13:17:38.658131,0 days 00:00:01.614684,goss,0.5820925039340608,0.0826205173242002,39,5,10,52,3.666217274110624e-05,2.0029736706977955e-08,7,COMPLETE,156
929,929,0.1909724526166418,2023-06-29 14:11:59.182512,2023-06-29 14:12:00.522812,0 days 00:00:01.340300,goss,0.4681040147652768,0.09914145664538038,55,5,7,65,4.263953148613716e-05,2.3756039532302178e-07,5,COMPLETE,118
914,914,0.1909787426023024,2023-06-29 14:11:06.794879,2023-06-29 14:11:15.272546,0 days 00:00:08.477667,goss,0.37264283864777326,0.007160790387940135,54,5,14,53,5.5892356507986685e-05,4.935859256712711e-07,5,COMPLETE,1751
472,472,0.19102592735000795,2023-06-29 13:34:44.078893,2023-06-29 13:34:50.170633,0 days 00:00:06.091740,goss,0.47253139375691916,0.010790172098778219,49,7,11,47,4.901832690790413e-06,7.956515529116003e-05,3,COMPLETE,1041
978,978,0.19106161067044325,2023-06-29 14:16:46.009316,2023-06-29 14:16:49.537516,0 days 00:00:03.528200,goss,0.5011076386952378,0.030127483936452582,90,7,8,34,6.165567016159526e-05,9.147279156891973e-06,2,COMPLETE,384
663,663,0.19107740780135685,2023-06-29 13:49:10.674046,2023-06-29 13:49:13.786885,0 days 00:00:03.112839,goss,0.5807623582746182,0.06913790053701054,49,5,13,33,0.000607129214956018,1.9500124605261963e-08,3,COMPLETE,252
793,793,0.19108319345844246,2023-06-29 14:01:24.922166,2023-06-29 14:01:26.299437,0 days 00:00:01.377271,goss,0.6436396385300738,0.07434521291276791,42,5,15,55,7.372963001352739e-05,7.640431512848074e-08,5,COMPLETE,152
883,883,0.19113405705415354,2023-06-29 14:08:35.183113,2023-06-29 14:08:39.143641,0 days 00:00:03.960528,goss,0.37099253430094886,0.0177414931189541,62,9,14,54,8.426278899876057e-05,2.3599221167299446e-08,4,COMPLETE,770
979,979,0.19113595143723994,2023-06-29 14:16:49.538566,2023-06-29 14:16:54.012723,0 days 00:00:04.474157,goss,0.45890816881661983,0.019489645652258372,53,5,6,52,1.005004343501664e-08,3.076382162216885e-06,4,COMPLETE,503
304,304,0.19114913683131546,2023-06-29 13:27:05.900621,2023-06-29 13:27:07.441592,0 days 00:00:01.540971,goss,0.5120333408221579,0.07641421472182963,41,6,7,44,0.017568486822105964,1.5306080624589066e-08,3,COMPLETE,147
264,264,0.19117911984759434,2023-06-29 13:24:58.146181,2023-06-29 13:25:00.309462,0 days 00:00:02.163281,goss,0.5077237570248501,0.04959215755231125,49,5,5,43,0.0005501483409646185,8.097947548741707e-08,2,COMPLETE,217
294,294,0.1912033968672182,2023-06-29 13:26:14.466868,2023-06-29 13:26:16.680974,0 days 00:00:02.214106,goss,0.5196020939224824,0.03870382882821424,80,5,14,53,0.006464222129146653,1.0044398705402696e-08,5,COMPLETE,344
455,455,0.19121332463222251,2023-06-29 13:33:16.781091,2023-06-29 13:33:20.383106,0 days 00:00:03.602015,goss,0.5236228209394542,0.029196586381155337,51,5,9,68,2.2134894602914268e-05,2.5454770411788053e-08,4,COMPLETE,385
918,918,0.19122430013429176,2023-06-29 14:11:29.489590,2023-06-29 14:11:31.259065,0 days 00:00:01.769475,goss,0.525599321212063,0.05539877385508645,50,6,12,87,0.006796371374964612,4.504797097458832e-06,4,COMPLETE,243
582,582,0.19129884380879503,2023-06-29 13:42:39.754353,2023-06-29 13:42:41.564511,0 days 00:00:01.810158,goss,0.3989234876971248,0.05111972471380398,40,5,9,39,0.00024429496443171465,1.563020649941354e-08,2,COMPLETE,236
206,206,0.1913172364888414,2023-06-29 13:22:21.436007,2023-06-29 13:22:23.103163,0 days 00:00:01.667156,goss,0.4876154309975083,0.07330550868072103,60,5,7,49,0.0001207754076315781,8.933092749172549e-08,6,COMPLETE,106
134,134,0.19134377121285084,2023-06-29 13:19:41.777217,2023-06-29 13:19:44.092075,0 days 00:00:02.314858,goss,0.4718003803261504,0.03816380212570314,38,5,13,65,3.094878983849251e-06,2.829212503663496e-07,6,COMPLETE,286
521,521,0.1913469717586565,2023-06-29 13:38:51.579548,2023-06-29 13:38:53.306545,0 days 00:00:01.726997,goss,0.44492334049044435,0.0564156736875248,71,7,12,43,2.1300122103528974e-05,0.0004945068589078689,2,COMPLETE,201
387,387,0.19137289019508386,2023-06-29 13:30:36.494059,2023-06-29 13:30:39.720015,0 days 00:00:03.225956,goss,0.5549522934136263,0.017877751604811098,37,5,16,30,0.16786170393622735,4.0566542941230525e-07,3,COMPLETE,592
988,988,0.191374922982239,2023-06-29 14:17:55.129351,2023-06-29 14:17:57.204205,0 days 00:00:02.074854,goss,0.5251736849567901,0.05265074941433665,36,6,7,54,3.581088231051436e-05,0.001466353496739651,4,COMPLETE,300
666,666,0.19142959610397695,2023-06-29 13:49:31.942318,2023-06-29 13:49:34.412700,0 days 00:00:02.470382,goss,0.49354698227933086,0.034177756846914153,45,6,11,110,0.3209748854995498,5.145226680597454e-08,3,COMPLETE,334
989,989,0.19143791062717586,2023-06-29 14:17:57.205268,2023-06-29 14:17:59.148462,0 days 00:00:01.943194,goss,0.5358828657312891,0.0451944745892853,35,6,12,54,2.273801900221606e-05,0.0010813885841253793,4,COMPLETE,283
516,516,0.19146933986533676,2023-06-29 13:38:43.337112,2023-06-29 13:38:44.843050,0 days 00:00:01.505938,goss,0.4300936709831093,0.07336298332888826,50,7,18,39,5.732757115351491e-05,0.00029212409411345867,6,COMPLETE,180
