,number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_colsample_bytree,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample_freq,state,params_n_estimators
616,616,0.19363445292347434,2023-06-29 13:45:00.876347,2023-06-29 13:45:02.607460,0 days 00:00:01.731113,goss,0.5257801400364196,0.03632188800044305,44,5,5,34,5.550530290798545e-05,0.0023779232855757216,3,COMPLETE,253
124,124,0.1936488062991536,2023-06-29 13:19:18.627499,2023-06-29 13:19:20.497727,0 days 00:00:01.870228,goss,0.5035704270053506,0.06440019696177811,85,5,11,72,7.245757954568328e-05,5.5214419604187376e-08,5,COMPLETE,158
156,156,0.1936672657034707,2023-06-29 13:20:33.970612,2023-06-29 13:20:35.725400,0 days 00:00:01.754788,goss,0.47488632350143056,0.05952094262965896,60,5,12,50,0.00024263972439783537,1.4845676508578462e-08,6,COMPLETE,231
536,536,0.19367584352858425,2023-06-29 13:39:36.130354,2023-06-29 13:39:37.870472,0 days 00:00:01.740118,goss,0.5039078643758392,0.058053468833688684,66,5,10,51,3.436126903771114e-07,1.6821623257121498e-05,3,COMPLETE,169
147,147,0.19368885867479496,2023-06-29 13:20:14.493458,2023-06-29 13:20:17.303115,0 days 00:00:02.809657,goss,0.5019927523416147,0.032928499731964336,44,6,16,37,8.188172195892982e-05,3.686125162463839e-08,4,COMPLETE,374
423,423,0.19369112512905629,2023-06-29 13:31:52.052741,2023-06-29 13:31:53.714856,0 days 00:00:01.662115,goss,0.4682407694840287,0.03751887938667255,45,7,14,32,1.7011546687236232e-05,5.4392205689972774e-08,6,COMPLETE,396
394,394,0.19370479405068997,2023-06-29 13:30:49.529408,2023-06-29 13:30:51.633220,0 days 00:00:02.103812,goss,0.5165639204010727,0.03240242321615739,56,5,11,62,0.0008022027688949115,2.3525981708596238e-07,3,COMPLETE,335
817,817,0.19370747208341266,2023-06-29 14:03:00.118601,2023-06-29 14:03:02.563751,0 days 00:00:02.445150,goss,0.6347194914499167,0.036338116346562865,43,6,12,58,0.04735561559390352,3.458465019602573e-05,5,COMPLETE,489
102,102,0.19374465631962962,2023-06-29 13:18:35.219716,2023-06-29 13:18:37.233277,0 days 00:00:02.013561,goss,0.5513627795094262,0.06347521389808354,36,7,13,62,0.0001175410821072235,9.115542245078614e-08,6,COMPLETE,234
288,288,0.19378972144503792,2023-06-29 13:25:55.110779,2023-06-29 13:26:00.044215,0 days 00:00:04.933436,goss,0.490385188778466,0.01337067717284662,63,5,17,43,0.0005658457698824646,0.005583889980103765,3,COMPLETE,917
283,283,0.1938126771919552,2023-06-29 13:25:44.066591,2023-06-29 13:25:46.833814,0 days 00:00:02.767223,goss,0.496824884933207,0.03772820934331577,236,5,8,33,0.0007641106254556952,4.6152415342387445e-07,3,COMPLETE,334
710,710,0.19385221897581184,2023-06-29 13:53:01.571291,2023-06-29 13:53:03.807156,0 days 00:00:02.235865,goss,0.5622084790475005,0.04333970244305136,40,8,13,76,0.00018743443489987934,0.22316372988198688,3,COMPLETE,313
732,732,0.19386766672307731,2023-06-29 13:55:38.554316,2023-06-29 13:55:41.908451,0 days 00:00:03.354135,goss,0.5044107041772724,0.02421523308187414,194,5,11,33,1.2625921804822802e-06,0.02001305305905587,3,COMPLETE,495
72,72,0.19386991311887364,2023-06-29 13:17:38.658875,2023-06-29 13:17:40.427230,0 days 00:00:01.768355,goss,0.5698444322238305,0.060980698120819514,50,5,7,31,6.50787126049511e-05,5.267878548751635e-08,6,COMPLETE,177
50,50,0.1938834077288857,2023-06-29 13:17:00.736599,2023-06-29 13:17:02.401882,0 days 00:00:01.665283,goss,0.5943041965111492,0.09128072446735948,32,7,8,83,5.518361200350188e-05,3.2812513566632673e-08,6,COMPLETE,118
460,460,0.1939607395283811,2023-06-29 13:33:57.623930,2023-06-29 13:34:03.696235,0 days 00:00:06.072305,goss,0.5953809855423526,0.009613865842317496,47,6,11,49,3.777099630871955e-05,9.3564236226907e-07,3,COMPLETE,1002
928,928,0.1939764997236281,2023-06-29 14:11:56.149864,2023-06-29 14:11:59.181601,0 days 00:00:03.031737,goss,0.37868533358025624,0.029863672505700507,47,7,12,49,0.00030510156446667805,5.1983072101465e-08,5,COMPLETE,397
260,260,0.19398697493333306,2023-06-29 13:24:47.133967,2023-06-29 13:24:51.585597,0 days 00:00:04.451630,goss,0.472127743791038,0.016573579652860448,43,5,10,60,0.026927978924393442,2.0604591962733048e-07,4,COMPLETE,694
393,393,0.19398944379715383,2023-06-29 13:30:48.383120,2023-06-29 13:30:49.528610,0 days 00:00:01.145490,goss,0.4684154735811817,0.07697482262358875,155,5,9,45,0.03782847187950226,1.887516418168031e-08,3,COMPLETE,129
554,554,0.1939939975158647,2023-06-29 13:40:52.528828,2023-06-29 13:41:01.268707,0 days 00:00:08.739879,goss,0.6996203919993851,0.005732976286579754,70,5,16,45,1.0050682782508907e-05,0.0027550363609926613,4,COMPLETE,1871
899,899,0.19400641970106747,2023-06-29 14:10:02.926662,2023-06-29 14:10:05.370440,0 days 00:00:02.443778,goss,0.34051122447381466,0.04710928072087761,115,6,8,49,0.016832265342051126,2.6934957519463332e-08,5,COMPLETE,198
621,621,0.1940145679334537,2023-06-29 13:45:14.110008,2023-06-29 13:45:15.440892,0 days 00:00:01.330884,goss,0.35988022833211075,0.04572617870959057,55,5,12,54,0.005712571605036073,2.241185215277787e-05,3,COMPLETE,193
611,611,0.19402315718481739,2023-06-29 13:44:40.594241,2023-06-29 13:44:42.991969,0 days 00:00:02.397728,goss,0.5721879678883055,0.0389216006413711,52,5,9,32,1.2028400318004549e-05,0.6066054842705498,7,COMPLETE,444
371,371,0.19402639860461962,2023-06-29 13:30:05.683493,2023-06-29 13:30:08.160530,0 days 00:00:02.477037,goss,0.5231450283299256,0.024571219766148927,36,5,8,39,0.007190127247253042,0.0005918414651732986,3,COMPLETE,493
906,906,0.19405027658984186,2023-06-29 14:10:37.917982,2023-06-29 14:10:39.378615,0 days 00:00:01.460633,goss,0.5584824830306684,0.07135543653185199,65,6,11,67,0.02380986022955765,2.1212306058155793e-08,7,COMPLETE,201
607,607,0.19406738782347996,2023-06-29 13:44:33.188245,2023-06-29 13:44:34.470867,0 days 00:00:01.282622,goss,0.5216080552534186,0.0855922779252895,32,5,11,35,8.474656637582552e-06,1.6924163866146082e-07,5,COMPLETE,133
907,907,0.1940768104155672,2023-06-29 14:10:39.379589,2023-06-29 14:10:41.091451,0 days 00:00:01.711862,goss,0.5432507750664247,0.06064063156770467,47,7,13,61,8.068282951997651e-07,3.9090944104690544e-08,4,COMPLETE,193
848,848,0.19409193547914722,2023-06-29 14:05:14.753245,2023-06-29 14:05:16.283905,0 days 00:00:01.530660,goss,0.581413255343299,0.07220144652290014,41,5,8,68,0.2695398138840585,1.8275697889455637e-05,3,COMPLETE,172
727,727,0.19411100512733132,2023-06-29 13:54:31.275663,2023-06-29 13:54:34.557624,0 days 00:00:03.281961,goss,0.43548738522980396,0.03283707504968919,61,6,10,30,0.01866129113279213,1.9579827096199333e-07,2,COMPLETE,366
759,759,0.19412975346540354,2023-06-29 13:58:28.893878,2023-06-29 13:58:31.654460,0 days 00:00:02.760582,goss,0.4697510236395203,0.030388682372507147,127,5,14,65,0.661233798590367,9.754451177270317e-05,1,COMPLETE,375
317,317,0.19415154844480806,2023-06-29 13:27:40.173286,2023-06-29 13:27:41.778723,0 days 00:00:01.605437,goss,0.5283785991010451,0.0670540840857581,36,7,20,23,0.011509130639677137,3.3197214776610004e-08,5,COMPLETE,265
51,51,0.19416335141018423,2023-06-29 13:17:02.402642,2023-06-29 13:17:03.980875,0 days 00:00:01.578233,goss,0.5980155574792371,0.09379409478296706,32,7,7,84,0.0001359445144212052,3.4102858852845286e-08,7,COMPLETE,78
985,985,0.19421053737078686,2023-06-29 14:17:48.326697,2023-06-29 14:17:50.540826,0 days 00:00:02.214129,goss,0.5096969227958514,0.05060687448698304,33,6,5,52,3.15705522666803e-05,0.0006949367545482871,4,COMPLETE,166
542,542,0.1942224623127489,2023-06-29 13:39:56.614767,2023-06-29 13:39:57.995177,0 days 00:00:01.380410,goss,0.4827788114083487,0.07422868857101213,93,5,8,32,1.966046342665915e-05,0.1354844716598579,3,COMPLETE,140
142,142,0.19425779065694973,2023-06-29 13:20:01.473386,2023-06-29 13:20:04.064465,0 days 00:00:02.591079,goss,0.49319748948548664,0.040901347721845255,38,6,11,51,2.3356860892082847e-06,1.0461903266974394e-07,4,COMPLETE,340
292,292,0.19426484770341684,2023-06-29 13:26:08.440220,2023-06-29 13:26:11.211835,0 days 00:00:02.771615,goss,0.653161950317228,0.029747816873316457,35,5,6,55,0.0039108437169665415,0.0012048349677503509,5,COMPLETE,257
843,843,0.19428156091715737,2023-06-29 14:05:01.299845,2023-06-29 14:05:06.260120,0 days 00:00:04.960275,goss,0.47659220339477837,0.013401234829903746,48,5,15,64,3.7028241663518374e-07,0.00659916855045221,3,COMPLETE,1120
169,169,0.19428883624174081,2023-06-29 13:20:57.954681,2023-06-29 13:20:59.599969,0 days 00:00:01.645288,goss,0.5079911066409241,0.060084773161005085,60,5,15,44,2.8852429399848707e-05,1.048138537546565e-08,6,COMPLETE,226
642,642,0.19429215721621218,2023-06-29 13:47:18.542318,2023-06-29 13:47:20.669085,0 days 00:00:02.126767,goss,0.5260996251788836,0.06156633120149583,86,5,7,35,0.0001229061357514929,2.8295809583739614e-08,3,COMPLETE,178
492,492,0.19430410962271763,2023-06-29 13:36:52.491522,2023-06-29 13:36:54.167509,0 days 00:00:01.675987,goss,0.48650374639895044,0.06606838643223989,148,5,10,46,0.014003328494489216,0.002227149054067309,6,COMPLETE,108
95,95,0.19431229257118907,2023-06-29 13:18:22.147811,2023-06-29 13:18:24.167805,0 days 00:00:02.019994,goss,0.508231849939972,0.05319575006368796,42,6,15,64,8.246536602157446e-05,1.003899312879916e-08,5,COMPLETE,256
450,450,0.19433499578846514,2023-06-29 13:32:43.766480,2023-06-29 13:32:45.229320,0 days 00:00:01.462840,goss,0.5761817399383125,0.03891455529709726,89,5,12,52,0.04141477609242857,1.802357182671218e-08,3,COMPLETE,312
489,489,0.19433978469287633,2023-06-29 13:36:32.371615,2023-06-29 13:36:33.736539,0 days 00:00:01.364924,goss,0.5068501646424116,0.09962956569991693,74,5,10,49,0.0002413022286631133,5.338122550246749e-08,5,COMPLETE,120
139,139,0.1943411548358142,2023-06-29 13:19:53.889935,2023-06-29 13:19:56.366770,0 days 00:00:02.476835,goss,0.46319735118888933,0.047550137437973455,42,5,7,41,9.853123166698428e-05,2.6404875768443183e-08,4,COMPLETE,272
391,391,0.19435385295015556,2023-06-29 13:30:45.108518,2023-06-29 13:30:46.459050,0 days 00:00:01.350532,goss,0.695360245501135,0.0560333982204727,32,6,13,65,0.02253230446129093,1.1508214920668163e-07,5,COMPLETE,222
128,128,0.19435771187484385,2023-06-29 13:19:26.084133,2023-06-29 13:19:28.102060,0 days 00:00:02.017927,goss,0.5362301449457334,0.05886386343210078,116,5,20,58,2.4874584214505348e-05,1.0181592894709143e-08,5,COMPLETE,285
629,629,0.19435801132919625,2023-06-29 13:45:38.703191,2023-06-29 13:45:41.225228,0 days 00:00:02.522037,goss,0.5768348541948165,0.03448434833691309,44,5,6,70,2.3702361074792818e-05,6.099252917707905e-08,3,COMPLETE,245
345,345,0.19440162411715173,2023-06-29 13:28:54.462260,2023-06-29 13:28:56.087462,0 days 00:00:01.625202,goss,0.42300456513768236,0.06074014323474408,49,5,17,29,0.011046017237956186,7.20017188470138e-06,2,COMPLETE,220
158,158,0.19444923230007233,2023-06-29 13:20:37.842993,2023-06-29 13:20:39.692181,0 days 00:00:01.849188,goss,0.4795259108884272,0.06674620390247102,36,5,10,30,0.0011084037914608623,5.5745232774152845e-08,6,COMPLETE,187
285,285,0.19446571704560217,2023-06-29 13:25:48.983818,2023-06-29 13:25:51.295697,0 days 00:00:02.311879,goss,0.4652139669344689,0.046506926586142625,84,5,14,27,0.04174312687801333,4.700828111822358e-06,3,COMPLETE,233
842,842,0.19446823011109488,2023-06-29 14:04:59.889234,2023-06-29 14:05:01.298893,0 days 00:00:01.409659,goss,0.6617047118072109,0.08369397803114179,38,5,12,57,0.02310436415428168,0.0002581489174373103,3,COMPLETE,120
750,750,0.1945157719456963,2023-06-29 13:57:55.963538,2023-06-29 13:57:57.627680,0 days 00:00:01.664142,goss,0.6246937003786699,0.06903451809983588,49,5,17,44,0.00011292939567130693,0.028569654045005537,4,COMPLETE,216
303,303,0.19451784025237362,2023-06-29 13:26:56.131724,2023-06-29 13:27:05.899802,0 days 00:00:09.768078,goss,0.4700382466127796,0.00533470910220012,32,5,13,56,1.169816986564445e-06,0.07619092663757321,4,COMPLETE,1943
674,674,0.1945473838711121,2023-06-29 13:49:57.954001,2023-06-29 13:50:00.582126,0 days 00:00:02.628125,goss,0.4628559484609485,0.037966690750534264,42,5,13,34,0.0011673066739706253,2.50618928769733,3,COMPLETE,526
526,526,0.19456052852024333,2023-06-29 13:39:20.244944,2023-06-29 13:39:21.705920,0 days 00:00:01.460976,goss,0.47816517630839117,0.08467306304243563,42,5,12,37,3.173591504892051e-08,0.0002046240982723354,3,COMPLETE,156
593,593,0.19457229363837442,2023-06-29 13:43:22.255463,2023-06-29 13:43:23.945943,0 days 00:00:01.690480,goss,0.5934729293347918,0.06006201156145408,64,5,9,57,0.00038952130217964913,0.032215942016597686,3,COMPLETE,191
338,338,0.19459397243245513,2023-06-29 13:28:25.839414,2023-06-29 13:28:39.400811,0 days 00:00:13.561397,goss,0.5445225040912484,0.0032915109100399493,54,5,11,51,0.04164711602306654,2.5042627669927973e-06,3,COMPLETE,2654
240,240,0.19465951451716743,2023-06-29 13:23:48.498773,2023-06-29 13:23:50.563398,0 days 00:00:02.064625,goss,0.6045754585830856,0.04791755010864883,39,6,10,23,0.11558048238086295,9.597543631655825e-08,3,COMPLETE,250
995,995,0.19467415391239656,2023-06-29 14:18:12.216524,2023-06-29 14:18:14.308987,0 days 00:00:02.092463,goss,0.5067930551139279,0.04178671910886081,36,6,17,52,0.0026032139469843647,0.0007062602440218421,3,COMPLETE,294
736,736,0.194690289720838,2023-06-29 13:56:04.043459,2023-06-29 13:56:17.197590,0 days 00:00:13.154131,goss,0.592324756590451,0.0034063969324326627,52,5,12,60,0.011743295752977636,1.0779903234118164e-07,3,COMPLETE,2597
279,279,0.1947291689241393,2023-06-29 13:25:35.052412,2023-06-29 13:25:37.434951,0 days 00:00:02.382539,goss,0.4894270350712766,0.042593252037528395,170,5,12,54,0.00043360344477160834,1.0698746957097045e-07,3,COMPLETE,235
681,681,0.19474607730148336,2023-06-29 13:50:19.829850,2023-06-29 13:50:21.479294,0 days 00:00:01.649444,goss,0.6144690663895637,0.05845838473059148,80,5,9,40,0.09973430536113466,1.4281015219168603e-08,6,COMPLETE,185
702,702,0.19479266815415353,2023-06-29 13:52:42.119825,2023-06-29 13:52:45.204058,0 days 00:00:03.084233,goss,0.603405207600707,0.0292262326951197,60,5,10,29,0.002194746758573056,0.262568248600684,5,COMPLETE,408
544,544,0.19479406239970792,2023-06-29 13:40:08.218905,2023-06-29 13:40:10.911363,0 days 00:00:02.692458,goss,0.4732488322812443,0.03194851349416613,39,5,13,37,0.9081923280721467,1.0670185568407221e-05,3,COMPLETE,529
559,559,0.19479730282415053,2023-06-29 13:41:09.187770,2023-06-29 13:41:10.624083,0 days 00:00:01.436313,goss,0.38579330884081436,0.07421918073164722,57,5,13,60,2.7822555876943523e-06,3.526434838287153e-05,3,COMPLETE,184
211,211,0.19482584233629827,2023-06-29 13:22:30.683886,2023-06-29 13:22:32.454036,0 days 00:00:01.770150,goss,0.5045633819704678,0.06293783105761333,49,5,13,44,5.649586389554521e-05,0.0001062982930208858,3,COMPLETE,151
272,272,0.19485069302233693,2023-06-29 13:25:17.789386,2023-06-29 13:25:20.044139,0 days 00:00:02.254753,goss,0.5172948440455227,0.03978559184585387,58,5,8,59,0.013384094306423424,5.290890613746426e-07,3,COMPLETE,291
467,467,0.19486597657662408,2023-06-29 13:34:15.769229,2023-06-29 13:34:31.355076,0 days 00:00:15.585847,goss,0.4861693724999389,0.0031415400508627736,53,5,10,65,6.158758834220264e-07,1.0092659759485705e-08,5,COMPLETE,2656
949,949,0.19487897836336882,2023-06-29 14:13:29.209198,2023-06-29 14:13:31.875792,0 days 00:00:02.666594,goss,0.5397170905982897,0.035509536239106326,44,5,5,66,1.2064660935884027e-05,1.929013589811949e-08,3,COMPLETE,269
447,447,0.19488264841286002,2023-06-29 13:32:35.789431,2023-06-29 13:32:37.852662,0 days 00:00:02.063231,goss,0.5162766197058481,0.03556937493825394,43,8,5,71,0.001606288211017329,1.0174890116003246e-08,3,COMPLETE,275
753,753,0.19488560624852763,2023-06-29 13:58:03.734807,2023-06-29 13:58:05.223866,0 days 00:00:01.489059,goss,0.5022937775960423,0.08111137542086178,67,5,10,49,0.12228176801123311,1.2990384162604073e-07,3,COMPLETE,165
479,479,0.19488792100105976,2023-06-29 13:35:46.092453,2023-06-29 13:35:47.946669,0 days 00:00:01.854216,goss,0.589528515729415,0.047685125737654904,67,6,16,80,2.865839890039891e-05,4.293196833043791e-08,3,COMPLETE,206
117,117,0.1949051410852385,2023-06-29 13:19:04.785950,2023-06-29 13:19:06.171193,0 days 00:00:01.385243,goss,0.556651646010335,0.08799283553112765,71,5,12,29,3.276416652215246e-05,7.258920367065995e-08,5,COMPLETE,134
760,760,0.19493090190404502,2023-06-29 13:58:31.655407,2023-06-29 13:58:34.764002,0 days 00:00:03.108595,goss,0.4771627365225949,0.026695476523048958,81,7,18,68,3.4732114207333944e-05,4.6685005688393756e-06,2,COMPLETE,451
624,624,0.194932581150782,2023-06-29 13:45:21.795096,2023-06-29 13:45:23.029189,0 days 00:00:01.234093,goss,0.44603248737067275,0.05732051410702665,39,5,19,37,0.020072309965786968,9.015942068299834e-06,6,COMPLETE,318
900,900,0.19498965406825622,2023-06-29 14:10:05.371782,2023-06-29 14:10:06.859174,0 days 00:00:01.487392,goss,0.41805859359210557,0.09675837273089326,64,6,15,60,8.852886377621859e-05,4.492972579144077e-08,4,COMPLETE,153
62,62,0.19502119546729876,2023-06-29 13:17:18.472918,2023-06-29 13:17:19.935978,0 days 00:00:01.463060,goss,0.5512482387643479,0.07769465976880295,68,5,18,37,9.719558487725372e-06,1.1500542783829513e-07,7,COMPLETE,167
161,161,0.1950242088061915,2023-06-29 13:20:42.049587,2023-06-29 13:20:43.986438,0 days 00:00:01.936851,goss,0.4915416924749972,0.05530985653546012,43,5,14,40,2.615252345388439e-05,7.953982255067928e-08,3,COMPLETE,160
422,422,0.1950253535305555,2023-06-29 13:31:50.479447,2023-06-29 13:31:52.051872,0 days 00:00:01.572425,goss,0.4490832925082446,0.04069688956361552,52,7,15,30,2.2683665981396714e-08,9.010985104382624e-06,6,COMPLETE,237
13,13,0.19503047898622417,2023-06-29 13:15:19.106475,2023-06-29 13:15:23.255621,0 days 00:00:04.149146,goss,0.6106340783718567,0.021327278152905034,68,7,6,103,3.072120803554554e-05,8.360003344213001e-07,1,COMPLETE,396
228,228,0.19503958779557135,2023-06-29 13:23:17.406730,2023-06-29 13:23:19.801250,0 days 00:00:02.394520,goss,0.5321080554117817,0.03889829733636278,35,5,6,32,0.003334173986111401,1.640101575445703e-05,3,COMPLETE,244
712,712,0.1950552741995864,2023-06-29 13:53:06.079604,2023-06-29 13:53:07.639036,0 days 00:00:01.559432,goss,0.6355896199687918,0.0785458609530465,64,5,9,19,4.147014933561204e-05,5.400995141926715e-08,3,COMPLETE,137
293,293,0.19506447229968954,2023-06-29 13:26:11.212703,2023-06-29 13:26:14.465963,0 days 00:00:03.253260,goss,0.5328324586929527,0.03356745774365544,127,6,9,46,0.003043534143450319,3.7789980700025836e-08,5,COMPLETE,338
816,816,0.19506825560111857,2023-06-29 14:02:57.635803,2023-06-29 14:03:00.117675,0 days 00:00:02.481872,goss,0.5990147851579505,0.03304205077851683,35,5,9,60,5.6631679235137425e-06,1.924156046160265e-07,5,COMPLETE,333
641,641,0.19507342148785925,2023-06-29 13:47:16.522427,2023-06-29 13:47:18.541435,0 days 00:00:02.019008,goss,0.49412015718404506,0.045642423137319615,77,5,13,47,4.5655009374664174e-05,2.3176077014862256e-06,3,COMPLETE,313
580,580,0.1950775231186621,2023-06-29 13:42:23.230937,2023-06-29 13:42:24.688658,0 days 00:00:01.457721,goss,0.49769265572191806,0.08091254033175063,55,5,7,56,1.6682269360246802e-05,2.6974655171587956e-06,5,COMPLETE,140
321,321,0.1950801487949499,2023-06-29 13:27:48.436104,2023-06-29 13:27:52.104042,0 days 00:00:03.667938,goss,0.496271480880541,0.01871684524549595,55,6,14,27,0.0011951605985374536,8.54576130035502e-05,4,COMPLETE,576
136,136,0.1951057469047857,2023-06-29 13:19:47.578773,2023-06-29 13:19:50.159280,0 days 00:00:02.580507,goss,0.47589757706464036,0.03166734589516689,46,5,18,34,3.3430610938439666e-05,4.6290474992811604e-07,6,COMPLETE,373
190,190,0.19515336528354882,2023-06-29 13:21:45.384604,2023-06-29 13:21:47.500548,0 days 00:00:02.115944,goss,0.5947213485606778,0.056051407906772634,52,5,10,23,1.0828266696139625e-05,4.257014540032085e-08,1,COMPLETE,192
177,177,0.19516193174670415,2023-06-29 13:21:13.149353,2023-06-29 13:21:15.246917,0 days 00:00:02.097564,goss,0.490471544568838,0.058473311148601666,48,5,11,50,7.644794089160144e-05,9.044579637461278e-06,5,COMPLETE,190
612,612,0.19516837431546155,2023-06-29 13:44:42.992863,2023-06-29 13:44:48.931612,0 days 00:00:05.938749,goss,0.45617569983087963,0.011943610369547624,66,5,7,30,0.0004764821831969413,4.487837134433161e-08,3,COMPLETE,910
503,503,0.19517653921784484,2023-06-29 13:37:27.206134,2023-06-29 13:37:29.803628,0 days 00:00:02.597494,goss,0.5070792633494484,0.03866421878366206,60,5,10,23,7.523168955881958e-06,3.210684112807963e-08,6,COMPLETE,301
595,595,0.19518033563165993,2023-06-29 13:43:28.195129,2023-06-29 13:43:32.838525,0 days 00:00:04.643396,goss,0.49263223724435673,0.012883596351357503,46,5,14,34,0.05688448905402681,1.4442620672912138e-08,3,COMPLETE,805
261,261,0.19518846305136112,2023-06-29 13:24:51.586405,2023-06-29 13:24:53.524516,0 days 00:00:01.938111,goss,0.5383306972542652,0.05360623338692492,39,5,7,34,3.717119771874153e-06,4.569036137446444e-08,6,COMPLETE,169
963,963,0.19520817101625984,2023-06-29 14:14:52.882708,2023-06-29 14:15:03.871404,0 days 00:00:10.988696,goss,0.32762014264052763,0.0050906390339536,46,5,11,32,2.2312390688836882e-08,4.752030664551243e-08,5,COMPLETE,2015
434,434,0.19522822658574077,2023-06-29 13:32:10.662874,2023-06-29 13:32:11.957678,0 days 00:00:01.294804,goss,0.49039577801367845,0.04913300062134829,47,6,11,35,3.941428686334807e-06,5.5830959381701455e-05,5,COMPLETE,222
961,961,0.19523086370909976,2023-06-29 14:14:34.588670,2023-06-29 14:14:45.935977,0 days 00:00:11.347307,goss,0.3528244010280146,0.03152129652265773,146,5,13,29,0.0052002307245499115,1.1662808308289858,4,COMPLETE,471
438,438,0.19523955147850441,2023-06-29 13:32:17.146587,2023-06-29 13:32:18.519383,0 days 00:00:01.372796,goss,0.5229856907091719,0.05233112376666998,37,5,5,26,1.3958751582958198e-05,3.8059764166887026e-08,3,COMPLETE,168
844,844,0.19524219590763353,2023-06-29 14:05:06.261102,2023-06-29 14:05:08.764982,0 days 00:00:02.503880,goss,0.49769892285421446,0.04419796237348589,53,6,5,55,0.0017392922384927207,0.01072402304115494,5,COMPLETE,236
89,89,0.1952736071891053,2023-06-29 13:18:11.821018,2023-06-29 13:18:13.964148,0 days 00:00:02.143130,goss,0.4871629124408882,0.05570783216012361,35,6,5,28,0.00010163596414462805,1.476269110455491e-08,5,COMPLETE,136
867,867,0.19536508663506835,2023-06-29 14:06:59.613387,2023-06-29 14:07:01.745183,0 days 00:00:02.131796,goss,0.4711813153554019,0.03871229865704605,50,5,5,54,4.410042442437165e-06,0.0005863866515388178,3,COMPLETE,219
302,302,0.19537729416840593,2023-06-29 13:26:54.367117,2023-06-29 13:26:56.130921,0 days 00:00:01.763804,goss,0.6879024577829236,0.057221176835862926,47,5,9,33,5.844563673653911e-06,6.041951035303209e-05,5,COMPLETE,228
474,474,0.19540725279858173,2023-06-29 13:35:12.260558,2023-06-29 13:35:13.722371,0 days 00:00:01.461813,goss,0.4960804116582348,0.07941390958694619,36,5,9,18,0.0012115424571389507,1.1954257244771015e-07,3,COMPLETE,141
637,637,0.19540749277129138,2023-06-29 13:46:49.005572,2023-06-29 13:46:50.699405,0 days 00:00:01.693833,goss,0.41833820960634793,0.05523752140665609,43,5,15,63,3.312750036979999e-06,1.6918096290856424e-08,3,COMPLETE,246
758,758,0.19542810334212585,2023-06-29 13:58:26.260300,2023-06-29 13:58:28.892872,0 days 00:00:02.632572,goss,0.48469766516211327,0.0290004111244994,39,5,21,63,1.567768649483358e-05,7.174226740394494e-08,2,COMPLETE,484
590,590,0.1954751063364106,2023-06-29 13:43:17.028900,2023-06-29 13:43:18.671513,0 days 00:00:01.642613,goss,0.5818832213141985,0.0663939581798248,57,5,10,49,0.00015449373175673337,2.56765179823364e-07,3,COMPLETE,139
129,129,0.19548407228538064,2023-06-29 13:19:28.102835,2023-06-29 13:19:31.038184,0 days 00:00:02.935349,goss,0.5974535604600523,0.029668382913276746,32,5,5,51,4.513621642541744e-06,1.5924268088679023e-07,6,COMPLETE,326
517,517,0.19549459081648943,2023-06-29 13:38:44.844253,2023-06-29 13:38:46.332331,0 days 00:00:01.488078,goss,0.4664856472460278,0.0759848526435507,62,7,12,35,3.599498431296476e-05,7.090610551340699e-05,5,COMPLETE,128
940,940,0.19549617252830992,2023-06-29 14:12:32.618267,2023-06-29 14:12:37.537608,0 days 00:00:04.919341,goss,0.3815369492648917,0.015024011538891761,112,5,12,33,3.82740128775411e-06,5.866449242310264e-06,3,COMPLETE,706
366,366,0.19552184012134816,2023-06-29 13:29:58.068563,2023-06-29 13:29:59.606014,0 days 00:00:01.537451,goss,0.5147073151841053,0.05748060626602115,55,6,7,62,9.254672049856229e-06,8.9701924698026e-08,3,COMPLETE,163
373,373,0.1955310557820313,2023-06-29 13:30:09.829585,2023-06-29 13:30:11.246327,0 days 00:00:01.416742,goss,0.5406373718111621,0.05590269986455143,46,5,15,47,1.4362471076856465e-05,1.2291819048240635e-07,3,COMPLETE,265
497,497,0.1955572984782874,2023-06-29 13:37:03.300584,2023-06-29 13:37:12.594400,0 days 00:00:09.293816,goss,0.5323206902769214,0.007353610502262417,205,5,12,27,2.6138486101329065e-06,0.0005900592428428943,3,COMPLETE,1565
96,96,0.19557661313435054,2023-06-29 13:18:24.168462,2023-06-29 13:18:26.108048,0 days 00:00:01.939586,goss,0.4965668098397658,0.06014557894260169,32,6,11,59,4.947785316723488e-05,4.619944521093617e-08,6,COMPLETE,207
291,291,0.19560967596600476,2023-06-29 13:26:05.451783,2023-06-29 13:26:08.439412,0 days 00:00:02.987629,goss,0.46165557805361385,0.027916267692952166,193,5,11,49,0.01267426834535421,2.008123081391711e-08,5,COMPLETE,391
21,21,0.19561963019056114,2023-06-29 13:15:38.253350,2023-06-29 13:15:39.895695,0 days 00:00:01.642345,goss,0.5898410523818907,0.06689070096442852,43,7,15,128,2.2233477605233858e-07,8.344243822644825e-06,5,COMPLETE,151
713,713,0.1956225246804969,2023-06-29 13:53:07.639972,2023-06-29 13:53:10.067720,0 days 00:00:02.427748,goss,0.3733708876292251,0.03154997828158344,47,6,15,36,0.060201549739351934,1.3763247159498295e-07,1,COMPLETE,444
