,number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_colsample_bytree,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state,params_n_estimators
845,845,0.18027965616510522,2023-07-10 13:12:39.592671,2023-07-10 13:12:41.605716,0 days 00:00:02.013045,goss,0.6518523221157796,0.044729071079458074,32,10,13,73,1.3956775359651258e-07,2.4043526679382577e-06,,6,COMPLETE,286
855,855,0.18059746428261375,2023-07-10 13:13:22.603369,2023-07-10 13:13:24.536923,0 days 00:00:01.933554,goss,0.6411937825620171,0.046235189973621665,32,10,13,75,2.9800535890361588e-08,2.030612181986374e-06,,4,COMPLETE,290
597,597,0.18062500769260398,2023-07-10 12:41:53.517373,2023-07-10 12:41:55.869122,0 days 00:00:02.351749,goss,0.4138846671623212,0.03253643094552904,32,10,9,55,2.3538064890474377e-07,1.1469007269477023e-08,,6,COMPLETE,335
847,847,0.18075205680145984,2023-07-10 13:12:42.943382,2023-07-10 13:12:44.775649,0 days 00:00:01.832267,goss,0.6388353272231352,0.04978903196902654,32,10,14,74,1.482723349186378e-07,9.103586502265795e-07,,6,COMPLETE,341
469,469,0.1808879440369689,2023-07-10 12:35:02.342796,2023-07-10 12:35:07.706713,0 days 00:00:05.363917,goss,0.6253738459309713,0.011439704027254275,32,10,9,117,0.00013472362144446504,1.4954271708118787e-05,,5,COMPLETE,977
736,736,0.18109601895778832,2023-07-10 12:54:34.701011,2023-07-10 12:54:37.465643,0 days 00:00:02.764632,goss,0.4425380631524233,0.03709774889459823,37,10,7,71,0.00014192854151815753,1.796953241715572e-08,,6,COMPLETE,249
538,538,0.18120615154437966,2023-07-10 12:38:05.851475,2023-07-10 12:38:08.474674,0 days 00:00:02.623199,goss,0.4476098338670027,0.03302603517289199,39,10,8,62,1.0047284836801037e-07,9.719404453631693e-08,,6,COMPLETE,379
905,905,0.18135269292504835,2023-07-10 13:19:36.061978,2023-07-10 13:19:38.226873,0 days 00:00:02.164895,goss,0.6407336844525809,0.03763972161768782,37,10,8,66,1.3990636586481657e-07,2.795645519820339e-08,,6,COMPLETE,280
864,864,0.18138130537929148,2023-07-10 13:14:23.922950,2023-07-10 13:14:25.817948,0 days 00:00:01.894998,goss,0.5402370527238587,0.044094889904063135,32,10,13,80,3.0202967517918754e-08,0.0760851786629293,,4,COMPLETE,261
719,719,0.18139823099625588,2023-07-10 12:53:05.423978,2023-07-10 12:53:08.606896,0 days 00:00:03.182918,goss,0.46104245245541653,0.03743381513621644,32,10,7,67,7.628759375260155e-08,1.3219968084619847e-07,,6,COMPLETE,437
537,537,0.18142151744809737,2023-07-10 12:38:03.444606,2023-07-10 12:38:05.850527,0 days 00:00:02.405921,goss,0.4519580388020523,0.0350901293213534,38,10,9,60,1.462142525754211e-07,1.0849113206733724e-07,,6,COMPLETE,323
372,372,0.18143363256053627,2023-07-10 12:28:22.482953,2023-07-10 12:28:25.298366,0 days 00:00:02.815413,goss,0.6593528741946506,0.032278660606418715,43,10,7,103,2.022552322323338e-06,3.312017851243438e-07,,2,COMPLETE,398
772,772,0.18154260234502473,2023-07-10 12:59:31.741693,2023-07-10 12:59:34.476789,0 days 00:00:02.735096,goss,0.5023693366305383,0.029529011490047715,43,8,9,56,0.015081305692785346,0.0003931036300115389,,6,COMPLETE,374
740,740,0.18155308475840254,2023-07-10 12:55:01.894147,2023-07-10 12:55:04.928132,0 days 00:00:03.033985,goss,0.42538371136994535,0.03337183160795742,36,10,11,61,0.00018776522391666413,1.6499103147841545e-08,,6,COMPLETE,490
483,483,0.18166443194514048,2023-07-10 12:35:47.211188,2023-07-10 12:35:52.764581,0 days 00:00:05.553393,goss,0.48073686469059373,0.008211475360907456,32,10,9,8,4.3186751765108595e-05,1.0390816227424485e-05,,5,COMPLETE,1578
573,573,0.18167657783505858,2023-07-10 12:40:38.914166,2023-07-10 12:40:41.404759,0 days 00:00:02.490593,goss,0.41124378520065746,0.025944441650086043,32,10,11,56,9.946587618621884e-08,1.8421991676170733e-08,,6,COMPLETE,469
824,824,0.18168300353307976,2023-07-10 13:10:31.110148,2023-07-10 13:10:33.720381,0 days 00:00:02.610233,goss,0.5029918652955174,0.03276530062743176,39,10,11,80,0.00023353282564261626,2.1466965993829242e-07,,6,COMPLETE,266
588,588,0.18169440499325112,2023-07-10 12:41:36.808077,2023-07-10 12:41:38.656513,0 days 00:00:01.848436,goss,0.41233355113839626,0.04529726784510908,32,10,11,58,2.2814839636798785e-07,1.896468525133409e-08,,6,COMPLETE,296
171,171,0.1817371376753587,2023-07-10 11:55:27.060148,2023-07-10 11:55:30.509708,0 days 00:00:03.449560,goss,0.5818995839821046,0.043986656801501586,43,10,8,102,7.446026720440839e-07,7.123277009750216e-07,,2,COMPLETE,261
394,394,0.1817529816662452,2023-07-10 12:29:14.560944,2023-07-10 12:29:16.871930,0 days 00:00:02.310986,goss,0.510328952204735,0.033236700745043576,44,10,8,114,3.1967559518363895e-08,0.00012991873839638174,,2,COMPLETE,315
461,461,0.18191451922299107,2023-07-10 12:33:45.837776,2023-07-10 12:33:52.993371,0 days 00:00:07.155595,goss,0.6063177675357383,0.007731763268153577,37,10,10,113,7.773004877017479e-05,1.2490781378222224e-05,,5,COMPLETE,1332
659,659,0.18195626245133098,2023-07-10 12:47:07.342365,2023-07-10 12:47:09.188142,0 days 00:00:01.845777,goss,0.4326985847267091,0.034476047849635115,36,10,11,58,0.0018119043858626086,1.751867370361077e-07,,6,COMPLETE,318
262,262,0.18195945705226993,2023-07-10 12:12:36.078359,2023-07-10 12:12:55.097647,0 days 00:00:19.019288,goss,0.5608522793904182,0.005062010390136152,37,10,8,106,2.5902639569569506e-05,3.705810323181713e-06,,2,COMPLETE,1681
553,553,0.18199549894509598,2023-07-10 12:38:48.982783,2023-07-10 12:38:51.198533,0 days 00:00:02.215750,goss,0.43461528079940986,0.03304238744173269,39,10,10,64,3.3555242429788647e-07,4.830094668168171e-08,,6,COMPLETE,312
698,698,0.1820165944077331,2023-07-10 12:50:08.128577,2023-07-10 12:50:10.617323,0 days 00:00:02.488746,goss,0.4125587986090649,0.03931096477449646,44,10,9,61,0.029730041376322427,2.5647900643125584e-07,,6,COMPLETE,309
924,924,0.1821646666235048,2023-07-10 13:22:40.065851,2023-07-10 13:22:42.231626,0 days 00:00:02.165775,goss,0.4337410798215768,0.049099381744352376,39,5,8,81,0.011501468311907785,0.8086214675644824,,6,COMPLETE,301
715,715,0.182203566285768,2023-07-10 12:52:42.368173,2023-07-10 12:52:43.997007,0 days 00:00:01.628834,goss,0.4351064839045848,0.0742222353500883,42,7,8,36,4.0242086685254774e-08,0.013104294535523562,,6,COMPLETE,132
681,681,0.18222398273964424,2023-07-10 12:49:22.427594,2023-07-10 12:49:24.117691,0 days 00:00:01.690097,goss,0.6408199914857728,0.0688575420291064,32,10,8,64,1.4047608858219877e-07,4.127485242025395e-08,,6,COMPLETE,167
302,302,0.1822670371946742,2023-07-10 12:20:02.512063,2023-07-10 12:20:09.068856,0 days 00:00:06.556793,goss,0.5952199448485427,0.0110514513038054,43,10,7,111,9.170359872826064e-07,4.379682869780649e-06,,2,COMPLETE,933
71,71,0.18233597721002973,2023-07-10 11:50:04.465014,2023-07-10 11:50:06.682333,0 days 00:00:02.217319,goss,0.6866616127322431,0.045078396609508777,81,10,11,60,1.009257067956738e-08,1.9788959428810715e-06,,1,COMPLETE,230
695,695,0.18243431953685674,2023-07-10 12:49:58.683475,2023-07-10 12:50:01.829535,0 days 00:00:03.146060,goss,0.6510010943308103,0.035975836090763734,32,10,7,59,1.6671830798865908e-07,0.003995880045895003,,6,COMPLETE,431
397,397,0.18243954234718043,2023-07-10 12:29:21.878007,2023-07-10 12:29:23.719990,0 days 00:00:01.841983,goss,0.5260762659936008,0.03762243231274771,47,5,10,97,3.1505304436962884e-08,0.0001129001468352519,,2,COMPLETE,313
211,211,0.1824746676354805,2023-07-10 11:57:36.609490,2023-07-10 11:57:52.088664,0 days 00:00:15.479174,goss,0.6054801224193314,0.004238292489237718,37,10,10,107,1.7098187611964277e-06,1.7133161629690209e-06,,2,COMPLETE,2223
972,972,0.1825343480840699,2023-07-10 13:26:53.184267,2023-07-10 13:26:54.298206,0 days 00:00:01.113939,goss,0.569693232264722,0.12254203098704307,32,10,10,57,2.1658603837170302e-08,3.912588112676499e-07,,7,COMPLETE,139
514,514,0.18253950383330375,2023-07-10 12:37:13.042517,2023-07-10 12:37:14.867193,0 days 00:00:01.824676,goss,0.4667155035931158,0.039815444407553136,32,10,14,59,2.275109041149134e-08,3.9943500016504697e-07,,6,COMPLETE,418
686,686,0.182608209733975,2023-07-10 12:49:36.502354,2023-07-10 12:49:39.815759,0 days 00:00:03.313405,goss,0.6570863503209018,0.031751524407051056,43,9,7,59,0.013624316840362817,1.200625023236119e-07,,7,COMPLETE,339
170,170,0.18267580715137854,2023-07-10 11:55:23.394380,2023-07-10 11:55:27.059330,0 days 00:00:03.664950,goss,0.5785534106547333,0.041837953637770625,44,10,8,102,7.574163167286379e-07,7.148943988844118e-07,,2,COMPLETE,203
173,173,0.1826877398475945,2023-07-10 11:55:34.409550,2023-07-10 11:55:38.257881,0 days 00:00:03.848331,goss,0.5798652428877483,0.04074343560791431,43,10,8,102,1.4832381460505386e-06,5.581114071655664e-07,,2,COMPLETE,229
441,441,0.18272838214626683,2023-07-10 12:32:27.408800,2023-07-10 12:32:29.194160,0 days 00:00:01.785360,goss,0.6095479955073577,0.03438230334303199,37,10,12,12,0.0006194843830816913,7.456735036702163e-06,,5,COMPLETE,289
555,555,0.18274211162600543,2023-07-10 12:38:54.126370,2023-07-10 12:38:56.991765,0 days 00:00:02.865395,goss,0.41912675848389264,0.030093878008566593,144,10,8,67,3.575580446290433e-07,2.116236595434118e-08,,6,COMPLETE,446
511,511,0.18292784052714922,2023-07-10 12:37:08.620372,2023-07-10 12:37:10.182488,0 days 00:00:01.562116,goss,0.46588268094487184,0.05179719455941211,32,10,10,55,2.1943357718699513e-08,4.476113513838813e-07,,6,COMPLETE,183
146,146,0.18294291779094252,2023-07-10 11:54:09.990369,2023-07-10 11:54:12.796432,0 days 00:00:02.806063,goss,0.6282421692010511,0.02907127947886316,56,10,12,100,5.547164649779921e-08,6.044910393216819e-07,,1,COMPLETE,368
355,355,0.18302280993167988,2023-07-10 12:27:56.270872,2023-07-10 12:27:57.623794,0 days 00:00:01.352922,goss,0.6906055076615509,0.06707941423651768,44,10,14,111,2.5643336233071863e-05,2.8991859246468457e-07,,2,COMPLETE,228
238,238,0.18302847782542586,2023-07-10 12:05:51.607144,2023-07-10 12:06:14.395044,0 days 00:00:22.787900,goss,0.6143724950903401,0.005718722677724947,37,10,12,115,6.865687032812369e-06,2.5064267963273857e-05,,2,COMPLETE,1888
