,number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_bin,params_max_depth,params_min_data_in_leaf,params_num_leaves,state
665,665,0.2610962077965288,2023-06-13 23:04:16.614843,2023-06-13 23:04:17.595963,0 days 00:00:00.981120,0.6530123001618655,7,0.49557040574404454,0.17815320442351107,2.3146880644083337e-05,0.07508612517325221,32,4,34,124,COMPLETE
385,385,0.26109801624608214,2023-06-13 22:50:59.250690,2023-06-13 22:51:00.402808,0 days 00:00:01.152118,0.6644871480705062,7,0.5407734113518085,0.0015139712310326494,6.373689480958601,0.1267339986821466,47,4,20,108,COMPLETE
915,915,0.26110480821160903,2023-06-13 23:19:06.591627,2023-06-13 23:19:08.344283,0 days 00:00:01.752656,0.39768927287033423,7,0.5694477512611203,1.9729082512587867e-07,9.890559305722771,0.047771738258395965,32,4,32,106,COMPLETE
633,633,0.2611645987719349,2023-06-13 23:02:34.990801,2023-06-13 23:02:36.453813,0 days 00:00:01.463012,0.65286543253354,7,0.3015559732742244,0.001252487480862395,2.593088307334476e-07,0.034684589141528666,36,4,60,127,COMPLETE
728,728,0.261169285452117,2023-06-13 23:08:28.134931,2023-06-13 23:08:29.311933,0 days 00:00:01.177002,0.5251827502687769,7,0.49954487294023386,0.0007035331387437572,1.4823329121497643e-06,0.05304266763264043,39,4,33,122,COMPLETE
173,173,0.2611908791014052,2023-06-13 22:45:17.681512,2023-06-13 22:45:18.355753,0 days 00:00:00.674241,0.6918103305216994,3,0.6092854164313727,0.00020792597180555302,2.366970790821338,0.23229425603548887,53,4,48,91,COMPLETE
799,799,0.2612031637472174,2023-06-13 23:12:22.950590,2023-06-13 23:12:25.297448,0 days 00:00:02.346858,0.6348624951309392,7,0.4709800543792509,0.001134849832568265,0.9754680879180475,0.019067418492521096,39,4,26,108,COMPLETE
867,867,0.2612175126247391,2023-06-13 23:16:20.152567,2023-06-13 23:16:21.315318,0 days 00:00:01.162751,0.6279728977178667,7,0.3205741107470287,1.073845212717538e-07,3.3582527771508546,0.09057619420088689,39,5,28,87,COMPLETE
388,388,0.261222461219823,2023-06-13 22:51:08.720507,2023-06-13 22:51:09.804634,0 days 00:00:01.084127,0.47992226195400856,7,0.4990499474733509,0.0008771668619068771,0.27332144502261657,0.07075327822424317,32,7,26,116,COMPLETE
19,19,0.26123996221677614,2023-06-13 22:41:43.119924,2023-06-13 22:41:43.990298,0 days 00:00:00.870374,0.5415856835688995,4,0.520723393656612,0.011147671405619765,0.7273997813414547,0.0925472669666166,158,4,62,4,COMPLETE
482,482,0.2612659197260326,2023-06-13 22:54:30.890363,2023-06-13 22:54:32.075476,0 days 00:00:01.185113,0.5644370558201288,7,0.4348708270467376,0.00141601715059852,4.132989602046462e-05,0.04993368206396501,55,10,34,104,COMPLETE
170,170,0.2612741883716883,2023-06-13 22:45:15.191254,2023-06-13 22:45:16.058596,0 days 00:00:00.867342,0.6998178582104326,2,0.5880582423706749,8.356767305682079e-05,1.7479315005190645,0.1325595051346654,37,5,31,87,COMPLETE
267,267,0.26154064092910484,2023-06-13 22:47:25.886007,2023-06-13 22:47:27.061498,0 days 00:00:01.175491,0.6429267923106343,7,0.45247772606652764,0.00271797224320935,4.579327071356316,0.10037783934222334,38,4,15,112,COMPLETE
530,530,0.2615605015207177,2023-06-13 22:56:50.256061,2023-06-13 22:56:51.164378,0 days 00:00:00.908317,0.5662440080014083,7,0.40139462900818085,4.4407746323278875e-06,3.899588112675513,0.1028923508697563,36,4,65,106,COMPLETE
691,691,0.2615743374634568,2023-06-13 23:06:04.907962,2023-06-13 23:06:10.050531,0 days 00:00:05.142569,0.6224355603201442,7,0.564794806895042,0.0009554690178553674,2.244398317698696,0.007106382471267768,46,4,34,121,COMPLETE
535,535,0.2616082474309681,2023-06-13 22:57:09.604910,2023-06-13 22:57:10.787816,0 days 00:00:01.182906,0.48478360107525087,7,0.5338053659233682,0.0007541649976697289,3.25635596374119,0.07734827930885022,36,4,32,104,COMPLETE
540,540,0.26165896992978566,2023-06-13 22:57:24.191053,2023-06-13 22:57:25.056637,0 days 00:00:00.865584,0.6275705799396704,7,0.48399679329116363,1.5318700760833097e-06,6.97936588522913,0.2014020062365058,32,4,27,98,COMPLETE
611,611,0.26169566012965706,2023-06-13 23:01:39.401702,2023-06-13 23:01:40.480820,0 days 00:00:01.079118,0.6285430979523254,7,0.6539059855437107,0.003696224001107111,2.453603568438342,0.09810736476220883,44,4,29,113,COMPLETE
51,51,0.26169652538419197,2023-06-13 22:42:36.490294,2023-06-13 22:42:38.876924,0 days 00:00:02.386630,0.6614612394383675,7,0.6588922539135555,0.0002746219150350036,3.5133856633589833,0.021013068675243697,43,10,50,98,COMPLETE
521,521,0.26169752711648525,2023-06-13 22:56:18.949810,2023-06-13 22:56:21.705291,0 days 00:00:02.755481,0.6135881761808656,7,0.6288439328951146,1.9838428580505996e-08,2.8803960763725263,0.01796946323502528,59,4,15,102,COMPLETE
930,930,0.26172588598853275,2023-06-13 23:19:37.355548,2023-06-13 23:19:38.557262,0 days 00:00:01.201714,0.5080014948011577,5,0.4900872358812941,2.362984608507651e-06,0.0003427523984307957,0.04841180425086951,50,4,32,119,COMPLETE
307,307,0.2617877634017092,2023-06-13 22:48:30.013388,2023-06-13 22:48:39.374908,0 days 00:00:09.361520,0.6371478225915075,7,0.5478966109330655,0.0007884588686070497,7.092281667762898,0.006054510890896758,40,4,26,115,COMPLETE
481,481,0.26183659649091734,2023-06-13 22:54:24.632351,2023-06-13 22:54:30.889221,0 days 00:00:06.256870,0.5815722320199417,7,0.42873750923177545,0.000989044962525586,4.974791453215009,0.006733131692968763,54,7,31,106,COMPLETE
159,159,0.26184801047501005,2023-06-13 22:45:03.415897,2023-06-13 22:45:04.310694,0 days 00:00:00.894797,0.6999640537612152,7,0.5730237729771047,0.0003757639367531959,6.539284798137926,0.14920490721690058,56,4,42,100,COMPLETE
80,80,0.261852650589458,2023-06-13 22:43:20.512451,2023-06-13 22:43:22.599016,0 days 00:00:02.086565,0.6733038449275198,5,0.5354347106531799,4.034906021603978e-05,0.9825113455216776,0.023247785638639162,114,10,43,84,COMPLETE
416,416,0.2618890255858969,2023-06-13 22:52:11.194863,2023-06-13 22:52:15.822831,0 days 00:00:04.627968,0.5487730698173278,7,0.5141756224376035,0.0009362193753352016,3.7295269419095316,0.0090522594547128,39,4,32,124,COMPLETE
438,438,0.26189744757034183,2023-06-13 22:52:59.937468,2023-06-13 22:53:03.486124,0 days 00:00:03.548656,0.5079428692411869,7,0.5294520285356639,0.0020206489728420134,3.3992638634244527,0.012962298010804948,40,4,30,109,COMPLETE
609,609,0.2619077047194915,2023-06-13 23:01:29.536876,2023-06-13 23:01:38.377216,0 days 00:00:08.840340,0.6720755529430182,7,0.5424630260361513,0.0023555830727557446,9.680998967875958,0.00579984298123889,40,4,20,105,COMPLETE
522,522,0.26198273972391306,2023-06-13 22:56:21.706339,2023-06-13 22:56:22.486681,0 days 00:00:00.780342,0.6742144591821466,7,0.5157034272182502,0.0021863462419560616,4.64630265442851,0.24218089822972147,32,4,24,115,COMPLETE
697,697,0.26205953774848834,2023-06-13 23:06:33.196961,2023-06-13 23:06:34.225832,0 days 00:00:01.028871,0.6737842171972276,7,0.5209598481586428,0.003941974909449561,2.543688862377541,0.09971085155750589,43,4,27,119,COMPLETE
462,462,0.26207721515820037,2023-06-13 22:53:54.806562,2023-06-13 22:54:00.211819,0 days 00:00:05.405257,0.6327449240265861,7,0.5322335236209023,0.005891896694069909,1.8951441479129296,0.006477750233775746,36,4,28,119,COMPLETE
55,55,0.2620816703717919,2023-06-13 22:42:43.403280,2023-06-13 22:42:44.378536,0 days 00:00:00.975256,0.6883675924555926,7,0.546439448586764,0.0006345808354356986,1.6219643894233804,0.08056847692406807,172,10,54,13,COMPLETE
717,717,0.26215895245535525,2023-06-13 23:07:43.594190,2023-06-13 23:07:50.668594,0 days 00:00:07.074404,0.6523760957596508,7,0.5362389385040006,0.0028868797319760125,5.600597506727643,0.005771731463287504,40,4,38,67,COMPLETE
48,48,0.26225427431885384,2023-06-13 22:42:32.894673,2023-06-13 22:42:33.825599,0 days 00:00:00.930926,0.5758742148016598,6,0.60369116769932,6.559610401224917e-05,3.7058618570134243,0.15801273785847647,208,9,39,107,COMPLETE
536,536,0.26225630166663083,2023-06-13 22:57:10.788805,2023-06-13 22:57:20.251708,0 days 00:00:09.462903,0.6324716710134518,7,0.5486882893125642,0.003111587344359162,9.896013660161405,0.0049271726702034314,32,10,26,121,COMPLETE
20,20,0.26227948189367234,2023-06-13 22:41:43.991152,2023-06-13 22:41:44.962581,0 days 00:00:00.971429,0.6160083816774815,6,0.509302671620398,0.01846732867971286,7.198232461435254,0.09805716581401716,159,9,62,5,COMPLETE
897,897,0.26231661055781597,2023-06-13 23:17:56.714183,2023-06-13 23:17:58.285550,0 days 00:00:01.571367,0.3371531706341664,7,0.5447998584520802,3.993117177123618e-06,4.953249266197097,0.042200585146765016,36,4,24,109,COMPLETE
165,165,0.26233144070064773,2023-06-13 22:45:10.007713,2023-06-13 22:45:11.069782,0 days 00:00:01.062069,0.6920655445528521,7,0.5835286679752565,0.0005574312080322617,1.3200018155399118,0.07756897026297868,59,4,39,110,COMPLETE
183,183,0.26234919734031464,2023-06-13 22:45:28.248449,2023-06-13 22:45:29.400405,0 days 00:00:01.151956,0.6910164301875866,6,0.5671271400158563,0.0004358641639168315,0.004098271083541108,0.057006756889109736,48,4,35,105,COMPLETE
970,970,0.262401864756537,2023-06-13 23:22:31.211129,2023-06-13 23:22:32.299018,0 days 00:00:01.087889,0.6570445344602801,1,0.6309480015704868,0.000351400451009628,1.8054103698246358e-06,0.0671674232068906,40,4,29,121,COMPLETE
680,680,0.2624238682086583,2023-06-13 23:05:21.485192,2023-06-13 23:05:22.410918,0 days 00:00:00.925726,0.6395424421093858,7,0.4828935090088603,0.003692346732192476,0.0004266463287420599,0.09257330678804099,41,4,31,113,COMPLETE
136,136,0.2624877802859384,2023-06-13 22:44:34.802173,2023-06-13 22:44:36.444819,0 days 00:00:01.642646,0.6379363569601811,7,0.5371653269802087,0.002466270879306425,0.04385172520725013,0.024614881880126786,36,5,56,16,COMPLETE
657,657,0.2624911029927227,2023-06-13 23:03:52.303137,2023-06-13 23:03:53.207752,0 days 00:00:00.904615,0.6455501536437241,7,0.5909666578053384,0.004278611978481233,4.0160023496483453e-07,0.09054456790782779,32,4,42,124,COMPLETE
412,412,0.26252369096989964,2023-06-13 22:52:06.172414,2023-06-13 22:52:06.948614,0 days 00:00:00.776200,0.6071862339445634,4,0.559497467029986,0.00010707142766885024,0.06305462214319268,0.18429136635843563,32,5,33,63,COMPLETE
573,573,0.2625670848194875,2023-06-13 22:59:12.554978,2023-06-13 22:59:21.122565,0 days 00:00:08.567587,0.6558762689601968,7,0.5234792194993169,1.2399195124918217e-08,3.257706033606808,0.004139911301562756,40,4,28,105,COMPLETE
923,923,0.2626529831000562,2023-06-13 23:19:16.569686,2023-06-13 23:19:17.721074,0 days 00:00:01.151388,0.6491356871361036,7,0.6460735155727317,1.9617551180685834e-06,0.8405043954501974,0.0720962346017032,32,4,41,118,COMPLETE
450,450,0.262707856096439,2023-06-13 22:53:36.555433,2023-06-13 22:53:37.716530,0 days 00:00:01.161097,0.6562460856609423,7,0.5231592991761054,0.02043843191358849,4.358360534488012,0.07967612248992219,44,4,25,107,COMPLETE
435,435,0.2627093451429402,2023-06-13 22:52:56.656233,2023-06-13 22:52:57.606592,0 days 00:00:00.950359,0.652077779158045,7,0.5225063039313789,0.0013889026187421513,1.4667667115019682,0.11151928993650051,36,4,32,103,COMPLETE
434,434,0.26275462552099604,2023-06-13 22:52:54.261283,2023-06-13 22:52:56.655241,0 days 00:00:02.393958,0.4246729927857163,7,0.6405491700117137,0.0001915431230492309,6.923769771533338,0.025194326378179064,39,4,29,113,COMPLETE
545,545,0.2627735641678864,2023-06-13 22:57:29.441231,2023-06-13 22:57:34.796333,0 days 00:00:05.355102,0.6814538679766496,7,0.6965255300356412,0.0010889316655005531,2.4147035962183777e-05,0.006183128056248233,32,4,21,115,COMPLETE
514,514,0.26283563058154197,2023-06-13 22:55:52.028916,2023-06-13 22:55:53.103383,0 days 00:00:01.074467,0.6368302993309417,7,0.48693884001516213,0.0018535201407074147,1.2383343326830542e-06,0.06724602710766568,32,4,21,117,COMPLETE
376,376,0.26287491607976804,2023-06-13 22:50:46.473248,2023-06-13 22:50:47.580559,0 days 00:00:01.107311,0.4917301830672064,7,0.5132371988869193,0.00117375075769781,0.0011921462842914125,0.06365137841442585,32,4,28,111,COMPLETE
375,375,0.26289878696170277,2023-06-13 22:50:45.449206,2023-06-13 22:50:46.472294,0 days 00:00:01.023088,0.6455850748514903,7,0.4864794539471332,0.01294109221696764,0.9501035733933575,0.08375443154707753,41,4,25,123,COMPLETE
764,764,0.2630084741488558,2023-06-13 23:10:34.542160,2023-06-13 23:10:35.757737,0 days 00:00:01.215577,0.4364071891839917,7,0.35722497548963983,0.0003074188063085384,4.9726689906242685,0.08345005435978012,50,4,32,116,COMPLETE
22,22,0.26302830781001635,2023-06-13 22:41:45.985947,2023-06-13 22:41:46.774826,0 days 00:00:00.788879,0.548220338455584,5,0.4463264807184247,0.01212515796891274,0.6893721809918892,0.11582203091008635,162,9,67,12,COMPLETE
273,273,0.26306009278376746,2023-06-13 22:47:43.055257,2023-06-13 22:47:44.049958,0 days 00:00:00.994701,0.6101739812111129,7,0.6137569904754027,5.158284813392147,0.00014500369168456316,0.08219749020907476,32,4,25,117,COMPLETE
471,471,0.2630604204146503,2023-06-13 22:54:11.526407,2023-06-13 22:54:12.819490,0 days 00:00:01.293083,0.6224109742077458,7,0.4906764271480893,0.0051312031023422145,0.00013457594727094756,0.04867681087399683,129,4,30,112,COMPLETE
647,647,0.2630785661838823,2023-06-13 23:03:28.207913,2023-06-13 23:03:29.714863,0 days 00:00:01.506950,0.43502337802656404,7,0.5387126079679814,0.004293376876560044,9.914259226313035,0.07165579655740821,42,4,35,120,COMPLETE
526,526,0.26312671093411794,2023-06-13 22:56:28.023041,2023-06-13 22:56:28.992012,0 days 00:00:00.968971,0.6351677170889377,6,0.3856852624443611,0.000854399450280925,0.001443488665029127,0.08868568945318551,32,4,22,116,COMPLETE
651,651,0.2631583610057687,2023-06-13 23:03:36.439041,2023-06-13 23:03:38.836912,0 days 00:00:02.397871,0.48773966665143353,7,0.5371724807779579,0.0002880976912182232,6.57592056826561,0.023884420941416296,36,4,33,122,COMPLETE
264,264,0.2631668391736971,2023-06-13 22:47:22.505696,2023-06-13 22:47:23.597499,0 days 00:00:01.091803,0.5719151488258316,7,0.47358032028735886,0.0033441829535814293,2.0188418110905157,0.08513935400661322,32,4,19,119,COMPLETE
860,860,0.2631806527928396,2023-06-13 23:15:48.508932,2023-06-13 23:15:51.704904,0 days 00:00:03.195972,0.649967598245017,7,0.453633148675274,0.0004897233300713554,2.2778495238377542e-07,0.01098890043682117,61,4,40,102,COMPLETE
280,280,0.26319348658155906,2023-06-13 22:47:54.251540,2023-06-13 22:47:55.354679,0 days 00:00:01.103139,0.6528682576932974,7,0.5096448296429328,0.001633457101127956,0.004386333603852236,0.05021633660833262,32,4,26,60,COMPLETE
328,328,0.2632705694698187,2023-06-13 22:49:11.268156,2023-06-13 22:49:12.288010,0 days 00:00:01.019854,0.5589529553724909,7,0.5137468274764802,0.0028002980629861576,0.0008500456172848798,0.07595959747498912,41,4,37,116,COMPLETE
446,446,0.26327338102447845,2023-06-13 22:53:26.690314,2023-06-13 22:53:29.617385,0 days 00:00:02.927071,0.6481270118451324,7,0.5290385768633269,0.0005370176209835079,0.002908163806671051,0.011596516160405934,37,4,33,123,COMPLETE
773,773,0.26327502619559795,2023-06-13 23:10:57.567610,2023-06-13 23:10:59.308778,0 days 00:00:01.741168,0.666121722162869,7,0.5264221312857242,0.009324059270735163,6.9834678131277e-08,0.027908541974079548,62,4,33,120,COMPLETE
504,504,0.263298167356198,2023-06-13 22:55:20.659257,2023-06-13 22:55:21.653655,0 days 00:00:00.994398,0.5043574067726424,7,0.4473003584199366,9.248548907082777e-08,3.285738363255615e-05,0.06800026060078881,50,4,30,116,COMPLETE
349,349,0.2633203460588251,2023-06-13 22:50:06.656286,2023-06-13 22:50:07.654513,0 days 00:00:00.998227,0.6544795910842226,7,0.529681818864428,0.02329118773065904,4.969540510958358,0.1328654969059972,36,4,24,123,COMPLETE
560,560,0.26336867958069127,2023-06-13 22:58:26.309949,2023-06-13 22:58:33.264984,0 days 00:00:06.955035,0.6452699518384855,7,0.4311831318144324,0.008359154725529427,5.7558349083813825e-06,0.003987948248371078,32,4,32,104,COMPLETE
66,66,0.2633922117098354,2023-06-13 22:42:59.727417,2023-06-13 22:43:02.063456,0 days 00:00:02.336039,0.6461776889546316,5,0.6190451423339615,2.2992254264654656e-05,0.9252694965167512,0.019584432890384525,116,8,61,17,COMPLETE
60,60,0.263448123997359,2023-06-13 22:42:51.041857,2023-06-13 22:42:51.998734,0 days 00:00:00.956877,0.6249953769180054,7,0.5519025907094829,0.00019871554513088298,1.2728431666084732,0.0979810411816407,66,10,32,22,COMPLETE
581,581,0.26345878792202726,2023-06-13 22:59:44.980828,2023-06-13 22:59:45.871377,0 days 00:00:00.890549,0.4246721331454927,7,0.4408892271766586,1.9116968655672877e-07,5.066914922585685,0.15658992286166198,43,4,33,115,COMPLETE
364,364,0.26347577064677435,2023-06-13 22:50:28.136676,2023-06-13 22:50:29.061991,0 days 00:00:00.925315,0.6643857704524385,7,0.5697191916479388,0.0017379751145149703,6.798434559394971,0.23383891259162098,39,4,32,109,COMPLETE
116,116,0.263476672793025,2023-06-13 22:44:05.187650,2023-06-13 22:44:06.879728,0 days 00:00:01.692078,0.6520603409003319,7,0.5454247832657323,0.00047561766721505416,1.0015379665704225,0.026081073389493836,52,4,66,118,COMPLETE
11,11,0.2634805158715714,2023-06-13 22:41:33.037099,2023-06-13 22:41:34.553214,0 days 00:00:01.516115,0.518247927308898,4,0.5906268961940258,1.9142918313267547e-07,0.027574427988146497,0.030902573458930438,252,5,53,37,COMPLETE
966,966,0.26354313195738077,2023-06-13 23:22:12.981790,2023-06-13 23:22:14.381360,0 days 00:00:01.399570,0.6466055764322396,7,0.5299539215643093,0.0009837153647495043,0.10192387495077232,0.03717148139107103,43,5,35,113,COMPLETE
854,854,0.2635440148939073,2023-06-13 23:15:27.197093,2023-06-13 23:15:28.344676,0 days 00:00:01.147583,0.6400468980598905,7,0.507857614833397,0.00422023519679518,2.838437759268162e-08,0.05292818838640921,52,4,29,110,COMPLETE
40,40,0.26356159369374804,2023-06-13 22:42:19.109980,2023-06-13 22:42:21.642223,0 days 00:00:02.532243,0.6987165343735953,6,0.5785095204059558,5.994113108690555e-05,0.060924909860398,0.01501877249728418,48,10,73,11,COMPLETE
654,654,0.2636033792316677,2023-06-13 23:03:49.063174,2023-06-13 23:03:49.996722,0 days 00:00:00.933548,0.45690354243787024,7,0.4772900718782514,0.00167478575112327,3.036815623093645,0.12863085579626682,39,4,32,119,COMPLETE
29,29,0.2636381646614178,2023-06-13 22:41:56.381310,2023-06-13 22:41:59.358283,0 days 00:00:02.976973,0.694886451000489,5,0.534514274474457,2.7106724747654974e-05,0.112339714727251,0.012128463148197908,35,10,34,31,COMPLETE
362,362,0.26369219501893454,2023-06-13 22:50:25.611343,2023-06-13 22:50:26.404408,0 days 00:00:00.793065,0.5718884043833918,7,0.49951042189801664,2.9517633002511904e-05,0.0016140051997025168,0.14296249300703237,32,4,36,112,COMPLETE
401,401,0.26375428250679417,2023-06-13 22:51:49.284740,2023-06-13 22:51:50.623723,0 days 00:00:01.338983,0.6214097223188956,7,0.6065177519124478,5.161517066144682e-05,0.5880480684413375,0.0682697919069288,47,4,22,110,COMPLETE
759,759,0.26379217906898283,2023-06-13 23:10:13.005399,2023-06-13 23:10:15.018718,0 days 00:00:02.013319,0.6158481427852245,7,0.33836140262442227,3.5086373749786797e-06,1.4799297499013705e-05,0.0234178230762644,44,4,26,114,COMPLETE
785,785,0.26382795934283754,2023-06-13 23:11:31.653499,2023-06-13 23:11:33.026053,0 days 00:00:01.372554,0.5532370451220687,7,0.5039354037868121,0.15504820019312707,0.04806893455894037,0.03899731828392283,36,4,27,115,COMPLETE
421,421,0.2638471962003479,2023-06-13 22:52:21.680772,2023-06-13 22:52:22.609013,0 days 00:00:00.928241,0.6712460386513871,6,0.5248774853300125,0.004179950467559957,5.093454968128123,0.1660804396708932,36,4,24,119,COMPLETE
984,984,0.2638724363729079,2023-06-13 23:23:28.833910,2023-06-13 23:23:30.109169,0 days 00:00:01.275259,0.6427155922464246,7,0.3117850032375553,0.0013791848488869953,0.8155509412162547,0.05665927218990026,36,4,26,114,COMPLETE
542,542,0.26392419481688906,2023-06-13 22:57:26.016461,2023-06-13 22:57:26.872677,0 days 00:00:00.856216,0.4695975688687466,7,0.41652746953665476,0.005949606592836427,0.657583384525642,0.10234813030075697,36,4,32,43,COMPLETE
919,919,0.263933837806256,2023-06-13 23:19:10.880422,2023-06-13 23:19:12.062131,0 days 00:00:01.181709,0.6183881553296325,7,0.4963639161986972,0.00010717980278857564,4.92728301743643e-06,0.0599304539338055,66,4,29,114,COMPLETE
69,69,0.2639686435229175,2023-06-13 22:43:04.172338,2023-06-13 22:43:05.909283,0 days 00:00:01.736945,0.631105087173048,2,0.5935561157893146,0.0005218262443165138,1.7187726094978648,0.029633708303352865,195,10,48,4,COMPLETE
564,564,0.264058146476288,2023-06-13 22:58:43.803060,2023-06-13 22:58:45.080230,0 days 00:00:01.277170,0.6300162753952121,7,0.5193788222191451,0.0020910404113907853,0.020091694663637097,0.04639537407408126,36,4,17,114,COMPLETE
639,639,0.2640592845434821,2023-06-13 23:02:59.954692,2023-06-13 23:03:03.081473,0 days 00:00:03.126781,0.6284173312438308,3,0.5085315299001252,7.477031394446693e-07,2.8120424448807597,0.016699551012582244,255,4,32,124,COMPLETE
515,515,0.26408342680783464,2023-06-13 22:55:53.104348,2023-06-13 22:55:53.961256,0 days 00:00:00.856908,0.577057319191399,7,0.41499639542897365,0.0034874085066796414,0.00019582906706261955,0.09371382826839056,36,4,33,109,COMPLETE
656,656,0.2641469907273428,2023-06-13 23:03:51.351004,2023-06-13 23:03:52.302202,0 days 00:00:00.951198,0.388099934952645,7,0.6991979434071106,0.015515849409838028,6.576577660714731,0.11129546532775175,48,4,35,117,COMPLETE
2,2,0.2642193611834024,2023-06-13 22:40:59.675024,2023-06-13 22:41:00.854686,0 days 00:00:01.179662,0.5620566685986534,4,0.5837038077756791,1.0933368691223284e-07,0.01580879345425296,0.04241538613890194,232,7,69,106,COMPLETE
780,780,0.26432441768825216,2023-06-13 23:11:17.164553,2023-06-13 23:11:18.123108,0 days 00:00:00.958555,0.6113120385743187,7,0.5193919258122605,0.00578905646085549,0.2164811121391086,0.10822703231208977,36,4,40,117,COMPLETE
411,411,0.2643336136404346,2023-06-13 22:52:05.171745,2023-06-13 22:52:06.171472,0 days 00:00:00.999727,0.6534289892340917,7,0.5005150736099939,3.756178848062425e-05,0.00048155937655781743,0.09298281404673583,39,4,30,113,COMPLETE
574,574,0.26433811446936395,2023-06-13 22:59:21.123593,2023-06-13 22:59:22.326243,0 days 00:00:01.202650,0.5325462189096105,7,0.531352730219395,0.018484212977101816,0.00043916885545861067,0.05261845598238058,51,4,21,51,COMPLETE
326,326,0.26435263183384067,2023-06-13 22:49:08.937741,2023-06-13 22:49:10.357984,0 days 00:00:01.420243,0.5211486153821764,7,0.522627610970828,0.0015472921392906262,3.4864723963164534,0.0870868685940161,37,4,5,66,COMPLETE
960,960,0.2644450956931438,2023-06-13 23:21:52.273417,2023-06-13 23:21:53.327007,0 days 00:00:01.053590,0.6141071974816668,7,0.5210665612311067,5.324991546903278e-07,8.433164433811817e-08,0.06703349617791592,32,4,29,118,COMPLETE
33,33,0.2644657972288698,2023-06-13 22:42:04.128893,2023-06-13 22:42:06.953061,0 days 00:00:02.824168,0.6702734714820061,6,0.47840195739456653,0.0003726232929332322,0.44885641853416636,0.012822961756516966,53,9,56,22,COMPLETE
281,281,0.26448735923059496,2023-06-13 22:47:55.355520,2023-06-13 22:47:56.159584,0 days 00:00:00.804064,0.6441469400496309,7,0.5276478310622326,0.004023840107323133,2.2368854993652745,0.1458829659843364,37,4,32,115,COMPLETE
79,79,0.2645570691119922,2023-06-13 22:43:18.247567,2023-06-13 22:43:20.511489,0 days 00:00:02.263922,0.6353666302703112,7,0.5830802772168857,0.00014771593691177592,0.4391805583988226,0.017280381413456024,73,9,51,9,COMPLETE
875,875,0.2645843100592333,2023-06-13 23:16:31.497052,2023-06-13 23:16:38.196562,0 days 00:00:06.699510,0.6395538985633576,7,0.504357019188515,1.0703566566000455e-08,4.139978792723951,0.006047806027229477,56,4,30,112,COMPLETE
475,475,0.26460922314721663,2023-06-13 22:54:16.284773,2023-06-13 22:54:17.100802,0 days 00:00:00.816029,0.6673094515766423,7,0.4242849926292827,0.011795615611583361,3.686799642567078,0.19131852256781032,40,4,32,115,COMPLETE
813,813,0.2646505113560708,2023-06-13 23:13:12.035562,2023-06-13 23:13:12.790780,0 days 00:00:00.755218,0.451572676528907,7,0.4099232201887809,0.012013883313002434,2.004875980122084,0.16149090401039126,36,4,35,123,COMPLETE
924,924,0.26466278411247113,2023-06-13 23:19:17.722005,2023-06-13 23:19:20.812217,0 days 00:00:03.090212,0.6261215753578504,7,0.48681430259380043,0.3081615743208035,0.0008272274860659993,0.0127171119520185,36,5,27,105,COMPLETE
512,512,0.2647648176111498,2023-06-13 22:55:42.001966,2023-06-13 22:55:48.969244,0 days 00:00:06.967278,0.6466278865429521,7,0.43291098512787396,0.0011217349111096017,9.886678326684022,0.007581712994792628,215,4,30,112,COMPLETE
172,172,0.2648510434334028,2023-06-13 22:45:16.824985,2023-06-13 22:45:17.680536,0 days 00:00:00.855551,0.6679699139072082,2,0.6024342820642934,0.0005590191513717493,2.8478532092805717,0.17216941684390188,44,4,37,103,COMPLETE
444,444,0.26485142031741377,2023-06-13 22:53:21.452916,2023-06-13 22:53:25.615863,0 days 00:00:04.162947,0.6419267430456848,7,0.5183141952002419,0.0008379426334873941,0.0588438875811317,0.0077877483414602175,32,4,27,125,COMPLETE
466,466,0.2648873167283844,2023-06-13 22:54:04.332739,2023-06-13 22:54:05.387323,0 days 00:00:01.054584,0.6092300796706757,7,0.4679421310215574,3.997615701002571e-08,6.57145649082173e-05,0.07067112485102776,37,4,35,108,COMPLETE
843,843,0.26497328210831816,2023-06-13 23:15:03.439671,2023-06-13 23:15:04.271286,0 days 00:00:00.831615,0.6280609576047315,7,0.4742487492198184,0.0002769611174942017,0.012553548426261177,0.10726927683546891,32,4,37,102,COMPLETE
58,58,0.26502722451117167,2023-06-13 22:42:47.256170,2023-06-13 22:42:48.464395,0 days 00:00:01.208225,0.5995465023266537,1,0.51248046937919,0.0036584144514122353,0.1959974123592534,0.052412160746990163,140,8,48,6,COMPLETE
390,390,0.2650769442407781,2023-06-13 22:51:10.745628,2023-06-13 22:51:16.080866,0 days 00:00:05.335238,0.6348750776927701,7,0.5334880515537905,0.0032557182674081684,0.002513461343317403,0.00613871988836558,36,4,35,119,COMPLETE
538,538,0.2651223964222512,2023-06-13 22:57:21.425727,2023-06-13 22:57:22.360490,0 days 00:00:00.934763,0.6629809878572355,7,0.5029904129580899,0.010596464921135904,7.153579435647521e-05,0.08462477648178585,47,4,38,116,COMPLETE
