,number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_colsample_bytree,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state
595,595,0.20651750403649205,2023-06-22 20:17:22.199651,2023-06-22 20:17:26.101675,0 days 00:00:03.902024,goss,0.4959602133806062,0.033445795363723746,63,7,17,74,1.6509676043577117,0.0003580291638940163,,1,COMPLETE
995,995,0.2065609464659405,2023-06-22 21:05:16.686031,2023-06-22 21:05:18.530836,0 days 00:00:01.844805,goss,0.5966191046839755,0.10336786570754058,36,4,8,83,0.0019615018391641943,3.352636541594311e-08,,2,COMPLETE
324,324,0.20658774032003321,2023-06-22 19:55:12.622572,2023-06-22 19:55:15.502688,0 days 00:00:02.880116,goss,0.5399241037727831,0.043914500573416546,94,9,13,85,2.764491614595087e-06,2.1068627160979126e-08,,2,COMPLETE
727,727,0.2066696678826438,2023-06-22 20:32:07.029083,2023-06-22 20:32:09.890565,0 days 00:00:02.861482,goss,0.6187024637686926,0.05217978764101217,82,9,10,65,0.0018259306012638134,1.7454013026250867e-06,,2,COMPLETE
684,684,0.20670443629706978,2023-06-22 20:27:49.343931,2023-06-22 20:27:51.177589,0 days 00:00:01.833658,goss,0.5968562173907478,0.10198106878078761,48,9,16,74,5.504822908813758e-07,1.0014202126846909e-08,,2,COMPLETE
357,357,0.206723630486761,2023-06-22 19:57:54.633831,2023-06-22 19:57:58.724503,0 days 00:00:04.090672,goss,0.6322090054880649,0.06746119385810652,61,10,33,80,6.542413408088584e-07,1.5682069879484323e-05,,2,COMPLETE
480,480,0.2067732957759951,2023-06-22 20:06:42.911795,2023-06-22 20:06:45.104506,0 days 00:00:02.192711,goss,0.6171613786854672,0.06614559949898594,40,5,14,73,1.1636018018769456e-08,8.453228521320646e-05,,1,COMPLETE
457,457,0.206780394317173,2023-06-22 20:05:25.304673,2023-06-22 20:05:39.917544,0 days 00:00:14.612871,goss,0.4856069245004321,0.0047257962054646835,41,4,11,78,3.7173617473769767e-08,0.00023066953208601581,,1,COMPLETE
618,618,0.20684708974707633,2023-06-22 20:19:55.356815,2023-06-22 20:20:00.538995,0 days 00:00:05.182180,goss,0.6762941390028142,0.018983150460583225,39,9,13,79,3.876612909831362e-08,4.0899527012710054e-07,,1,COMPLETE
141,141,0.2068619776244286,2023-06-22 19:45:30.075782,2023-06-22 19:45:32.500318,0 days 00:00:02.424536,goss,0.5411750199012186,0.0606640853597832,80,9,21,73,8.740760752977916e-06,1.5290426572617756e-07,,2,COMPLETE
465,465,0.2069416207807223,2023-06-22 20:05:51.953129,2023-06-22 20:05:53.542807,0 days 00:00:01.589678,goss,0.6093407125782304,0.19939255707361558,54,4,14,80,1.528634345224062e-08,0.001439669384641481,,1,COMPLETE
944,944,0.20696003319539397,2023-06-22 21:00:10.654112,2023-06-22 21:00:12.605342,0 days 00:00:01.951230,goss,0.5596106290752108,0.29989547709390457,39,4,14,94,4.186504437781712e-06,8.846252775827468,,2,COMPLETE
15,15,0.20700008363001532,2023-06-22 19:38:41.095480,2023-06-22 19:38:49.269403,0 days 00:00:08.173923,goss,0.5668615969284067,0.010699710050326652,116,5,17,30,6.5105641683848134e-06,1.244313123052663e-06,,5,COMPLETE
403,403,0.20703707730862103,2023-06-22 20:01:59.416605,2023-06-22 20:02:03.790308,0 days 00:00:04.373703,goss,0.6574449329253932,0.044650011704312466,37,6,10,88,1.6954594325073343e-06,9.768442789922378e-05,,2,COMPLETE
588,588,0.20707479043517943,2023-06-22 20:16:30.479610,2023-06-22 20:16:31.574447,0 days 00:00:01.094837,goss,0.5743222945371884,0.29415431968359385,43,4,21,76,0.006943949145398,2.5058696403594228e-08,,1,COMPLETE
63,63,0.20720247649576276,2023-06-22 19:41:40.799724,2023-06-22 19:41:43.368047,0 days 00:00:02.568323,goss,0.645895464608529,0.0700274545143771,56,6,28,80,0.0003013385985934608,2.283190776103331e-05,,7,COMPLETE
130,130,0.20722461644634288,2023-06-22 19:45:01.148505,2023-06-22 19:45:03.895318,0 days 00:00:02.746813,goss,0.5430188109733618,0.049658572325536936,146,10,25,82,3.4395825424763112e-06,4.520319610419255e-08,,3,COMPLETE
245,245,0.20727163410737973,2023-06-22 19:51:13.978818,2023-06-22 19:51:16.610200,0 days 00:00:02.631382,goss,0.497569383496837,0.057918032973247005,68,9,16,77,1.6630010186712754e-06,1.836785839253236e-08,,2,COMPLETE
451,451,0.20731388078651886,2023-06-22 20:04:57.589984,2023-06-22 20:04:59.368955,0 days 00:00:01.778971,goss,0.44036065515178474,0.08661318065490964,37,4,7,74,2.4697387355463683e-08,0.0070717647863742855,,1,COMPLETE
831,831,0.20731568282800295,2023-06-22 20:44:38.795119,2023-06-22 20:44:41.131743,0 days 00:00:02.336624,goss,0.5479823979223678,0.06880525666961954,39,10,12,84,0.09216849972988647,1.768015697373075e-06,,1,COMPLETE
776,776,0.20733019684799964,2023-06-22 20:36:11.912654,2023-06-22 20:36:20.793028,0 days 00:00:08.880374,goss,0.6411928445596393,0.009776059629822049,46,4,12,96,0.659411080559256,0.0003737376141080045,,1,COMPLETE
526,526,0.20737298860594205,2023-06-22 20:10:09.688037,2023-06-22 20:10:11.097514,0 days 00:00:01.409477,goss,0.5677237588514943,0.1445443578726699,49,4,19,85,0.07696802450154236,3.1978089826298964e-05,,1,COMPLETE
417,417,0.2073829224873262,2023-06-22 20:03:44.327113,2023-06-22 20:03:46.101762,0 days 00:00:01.774649,goss,0.47216511546140866,0.08852787653613192,39,4,6,75,5.892090228058332e-07,2.1346368652614527e-08,,1,COMPLETE
88,88,0.20746881723968175,2023-06-22 19:43:10.444408,2023-06-22 19:43:12.216325,0 days 00:00:01.771917,goss,0.5650387798629491,0.1019546411403766,55,8,16,117,8.309059981695192e-05,1.672280706410679e-08,,2,COMPLETE
219,219,0.2075379171268667,2023-06-22 19:49:52.016734,2023-06-22 19:49:55.716735,0 days 00:00:03.700001,goss,0.5280169159927132,0.030070882186465413,99,9,20,82,4.413644840715477e-07,2.8173839992796382e-05,,2,COMPLETE
321,321,0.2075794528937127,2023-06-22 19:55:06.562408,2023-06-22 19:55:08.523417,0 days 00:00:01.961009,goss,0.5268206825730327,0.09245865722078637,76,9,21,68,1.7705978044430435e-05,4.6852323941821083e-07,,1,COMPLETE
745,745,0.20763950472850728,2023-06-22 20:33:35.822809,2023-06-22 20:33:37.546667,0 days 00:00:01.723858,goss,0.5612790746854045,0.10360750609605643,47,4,9,92,1.1008016084057068e-07,1.6650593855803074e-07,,1,COMPLETE
162,162,0.20766593844323336,2023-06-22 19:46:51.031376,2023-06-22 19:46:54.641891,0 days 00:00:03.610515,goss,0.5295456720248469,0.037202705363188475,73,9,10,82,1.650229079257492e-06,3.831450361205949e-08,,2,COMPLETE
322,322,0.20767756169969717,2023-06-22 19:55:08.524231,2023-06-22 19:55:10.089642,0 days 00:00:01.565411,goss,0.48730852019963633,0.1401808849573363,83,9,15,79,4.9495510252504114e-06,4.5298005331787905e-08,,2,COMPLETE
937,937,0.20772825478496187,2023-06-22 20:58:28.877753,2023-06-22 20:58:38.246816,0 days 00:00:09.369063,goss,0.31303289496114506,0.00857283083520787,76,4,15,103,2.9432052945428456e-06,4.45372518473418e-08,,2,COMPLETE
31,31,0.20783211717916206,2023-06-22 19:39:48.076318,2023-06-22 19:39:51.727396,0 days 00:00:03.651078,goss,0.5715028151738888,0.05010758738873217,58,6,12,97,0.001849515472617578,3.143840849280223e-05,,4,COMPLETE
923,923,0.20787548642173231,2023-06-22 20:57:09.550161,2023-06-22 20:57:12.166962,0 days 00:00:02.616801,goss,0.4933819265790882,0.06151551329130418,52,9,14,93,0.0693470937780787,1.288420449595977e-05,,1,COMPLETE
367,367,0.2079207381789612,2023-06-22 19:59:10.078367,2023-06-22 19:59:11.923503,0 days 00:00:01.845136,goss,0.6486611377738081,0.15742245814441128,32,9,21,79,7.192475650105014e-07,5.0728941018784876e-08,,2,COMPLETE
731,731,0.2079743889847585,2023-06-22 20:32:34.345006,2023-06-22 20:32:47.242157,0 days 00:00:12.897151,goss,0.4791651669966882,0.004856757522459976,64,4,12,67,1.9975110007959463e-06,0.0001082965781071806,,2,COMPLETE
982,982,0.2079806653418786,2023-06-22 21:04:09.639731,2023-06-22 21:04:11.291400,0 days 00:00:01.651669,goss,0.6482092667403423,0.11061230409107883,39,4,15,83,5.343204045904225e-08,4.397512884086117e-05,,1,COMPLETE
470,470,0.2079840065429533,2023-06-22 20:06:01.099715,2023-06-22 20:06:08.461244,0 days 00:00:07.361529,goss,0.5779164602458087,0.009391088468015805,36,4,9,84,8.367753002588861e-08,0.00016063965313323537,,1,COMPLETE
260,260,0.20799511668432671,2023-06-22 19:52:13.301539,2023-06-22 19:52:16.527394,0 days 00:00:03.225855,goss,0.6516321870731834,0.038131522792543206,68,8,12,72,6.242559767390375e-06,2.391865847359816e-08,,2,COMPLETE
596,596,0.20801008355154293,2023-06-22 20:17:26.102598,2023-06-22 20:17:28.867056,0 days 00:00:02.764458,goss,0.45990811155399725,0.04883191887613537,98,4,13,69,0.4635910446828509,1.0593571885649659e-05,,2,COMPLETE
359,359,0.20801636838894078,2023-06-22 19:58:04.043335,2023-06-22 19:58:16.630228,0 days 00:00:12.586893,goss,0.5665918874369463,0.12057031839769648,47,9,17,74,3.594598453985966e-06,2.025150452877554,,2,COMPLETE
877,877,0.20802990237886687,2023-06-22 20:50:03.379783,2023-06-22 20:50:10.393244,0 days 00:00:07.013461,goss,0.6203887772266884,0.011952848921817912,47,4,7,90,0.0031924655651838305,0.03641923919829231,,1,COMPLETE
785,785,0.20804577817424064,2023-06-22 20:38:35.167551,2023-06-22 20:38:38.314498,0 days 00:00:03.146947,goss,0.4115007013288857,0.08773286379630621,45,4,20,103,1.1405143251876942e-07,0.012491962422200412,,1,COMPLETE
34,34,0.2080702713559413,2023-06-22 19:39:58.206642,2023-06-22 19:40:06.099099,0 days 00:00:07.892457,goss,0.5861365350481066,0.027221426084243716,101,6,20,89,2.7161822929100084e-05,9.356296026374006e-05,,3,COMPLETE
697,697,0.20807205508035043,2023-06-22 20:29:21.585799,2023-06-22 20:29:25.034983,0 days 00:00:03.449184,goss,0.5888381439192153,0.032118457930756406,38,5,11,79,3.1833961789858207e-07,0.0015800152491993028,,1,COMPLETE
847,847,0.2080839859493509,2023-06-22 20:47:06.236456,2023-06-22 20:47:10.382167,0 days 00:00:04.145711,goss,0.36922042676208255,0.026800724332882882,36,4,14,93,1.46097108234899e-08,3.948998985487107e-08,,1,COMPLETE
456,456,0.20808694035317998,2023-06-22 20:05:23.618814,2023-06-22 20:05:25.303853,0 days 00:00:01.685039,goss,0.4785482384542771,0.10892328002510639,32,4,9,83,5.426032436948211e-08,0.00016164410500736634,,1,COMPLETE
558,558,0.208123667007138,2023-06-22 20:13:26.085487,2023-06-22 20:13:28.175651,0 days 00:00:02.090164,goss,0.5881722745606353,0.09666867477599252,39,6,13,76,2.0581948896155545e-07,0.002937147474144767,,1,COMPLETE
854,854,0.20815274187554111,2023-06-22 20:47:42.297351,2023-06-22 20:47:44.149109,0 days 00:00:01.851758,goss,0.5466327525828368,0.13018270800389928,58,4,14,86,2.8740154106494533e-06,8.991593594566928e-06,,1,COMPLETE
960,960,0.20816920184812374,2023-06-22 21:02:02.701846,2023-06-22 21:02:06.207884,0 days 00:00:03.506038,goss,0.48289638972464766,0.0558492893139664,36,4,13,89,2.7534161035272384e-07,5.421246732504875,,1,COMPLETE
335,335,0.20819199072952344,2023-06-22 19:56:16.757825,2023-06-22 19:56:23.673167,0 days 00:00:06.915342,goss,0.5681413990720416,0.016580836398198025,32,9,7,86,1.3949702345424765e-06,0.00029833747968795556,,2,COMPLETE
524,524,0.20822178293416999,2023-06-22 20:09:56.761816,2023-06-22 20:10:08.559509,0 days 00:00:11.797693,goss,0.49850710227376904,0.005200786489665073,32,4,15,90,2.4968008339171473e-06,1.00481443512545e-08,,1,COMPLETE
837,837,0.20837822091096098,2023-06-22 20:45:07.468650,2023-06-22 20:45:16.888891,0 days 00:00:09.420241,goss,0.4938619882007526,0.007560578708637344,36,4,18,91,1.085010614438916e-07,7.971353404294902e-05,,1,COMPLETE
512,512,0.20842182451288715,2023-06-22 20:08:47.498540,2023-06-22 20:08:48.668163,0 days 00:00:01.169623,goss,0.5690048150354203,0.24244282442664905,42,4,20,88,9.492061931230087e-05,0.00035578847241206986,,1,COMPLETE
343,343,0.2084841540289436,2023-06-22 19:57:08.164336,2023-06-22 19:57:19.446637,0 days 00:00:11.282301,goss,0.481351640846794,0.0062604992356147145,77,9,18,48,4.259335245160363e-07,1.0890511286744596e-06,,2,COMPLETE
834,834,0.20848513602206392,2023-06-22 20:44:47.099602,2023-06-22 20:44:48.457767,0 days 00:00:01.358165,goss,0.6783053764625959,0.18504221667549575,38,4,35,96,2.436947045931291e-07,1.651887458692475e-08,,1,COMPLETE
69,69,0.20855875516539488,2023-06-22 19:42:05.983464,2023-06-22 19:42:14.543645,0 days 00:00:08.560181,goss,0.5545549341081957,0.01220234267376852,165,7,14,62,0.0012025466584997745,3.7366242612696734e-06,,4,COMPLETE
890,890,0.208567893594982,2023-06-22 20:51:25.720474,2023-06-22 20:51:27.405839,0 days 00:00:01.685365,goss,0.5444610514805992,0.11712455113377156,55,4,16,103,0.00033750950861706296,0.0027141242425022688,,3,COMPLETE
347,347,0.20857618370642056,2023-06-22 19:57:28.307613,2023-06-22 19:57:31.000212,0 days 00:00:02.692599,goss,0.5251359253885723,0.058735670505093145,65,9,13,89,0.07580584618590408,6.4532770894408e-07,,2,COMPLETE
340,340,0.2085852443007642,2023-06-22 19:56:49.186294,2023-06-22 19:56:52.483771,0 days 00:00:03.297477,goss,0.5789672354781161,0.0365431165483203,40,9,13,75,7.026311291557096e-08,0.0001676178853473703,,2,COMPLETE
54,54,0.2086490020789734,2023-06-22 19:41:13.725548,2023-06-22 19:41:16.346212,0 days 00:00:02.620664,goss,0.6368034806991467,0.08186438871015002,98,6,9,106,0.00031509000770013206,9.069256078694565e-07,,4,COMPLETE
669,669,0.20881008429131875,2023-06-22 20:26:25.349980,2023-06-22 20:26:27.503065,0 days 00:00:02.153085,goss,0.5305775514100783,0.09095568796785816,36,4,10,63,1.5597747360752945e-07,1.4570454487431581e-08,,2,COMPLETE
149,149,0.20881135765757464,2023-06-22 19:45:59.110238,2023-06-22 19:46:03.079792,0 days 00:00:03.969554,goss,0.5024422633231654,0.031226998668215433,86,9,15,82,8.647699951440963e-07,2.261099658607243e-08,,4,COMPLETE
761,761,0.2088489091425248,2023-06-22 20:34:50.710758,2023-06-22 20:35:02.270600,0 days 00:00:11.559842,goss,0.5689004920282611,0.006099444086911684,49,4,5,90,4.625330338605829e-08,0.00027753274014935173,,1,COMPLETE
839,839,0.2089171443200853,2023-06-22 20:45:18.371572,2023-06-22 20:45:33.898020,0 days 00:00:15.526448,goss,0.5566940264907854,0.004296590655311806,41,4,8,38,9.535370524371902e-05,0.00041280480491987746,,1,COMPLETE
663,663,0.2089340980967152,2023-06-22 20:25:39.131879,2023-06-22 20:25:42.389818,0 days 00:00:03.257939,goss,0.603468193549443,0.036010128521456075,46,4,10,19,8.240940706669271e-06,0.12658500724203828,,2,COMPLETE
138,138,0.20898782228587195,2023-06-22 19:45:21.371904,2023-06-22 19:45:23.970070,0 days 00:00:02.598166,goss,0.5736281813534923,0.07790425435353651,111,9,10,97,2.5594001111256367e-06,2.2063643112406298e-08,,3,COMPLETE
996,996,0.20900106098300625,2023-06-22 21:05:18.531817,2023-06-22 21:05:20.243818,0 days 00:00:01.712001,goss,0.5212273796977918,0.14052390456213631,41,10,15,87,4.468939164887734e-08,0.10556418931060502,,1,COMPLETE
305,305,0.20903515006586215,2023-06-22 19:54:23.073835,2023-06-22 19:54:24.351707,0 days 00:00:01.277872,goss,0.4792323795382355,0.21173201814329531,75,9,15,6,3.854847527456425e-07,9.887249004862035e-06,,2,COMPLETE
489,489,0.2090933562198058,2023-06-22 20:07:27.954137,2023-06-22 20:07:29.912088,0 days 00:00:01.957951,goss,0.6171020465484025,0.08529928350467518,250,5,15,72,2.9698114422575055e-08,6.504054259283403e-05,,1,COMPLETE
622,622,0.20909623734306798,2023-06-22 20:20:16.976512,2023-06-22 20:20:22.813709,0 days 00:00:05.837197,goss,0.5911890871980519,0.023982734838293805,36,9,11,77,7.100735026022885e-07,1.8631875753739704,,5,COMPLETE
654,654,0.2091756213122456,2023-06-22 20:24:16.033491,2023-06-22 20:24:24.436053,0 days 00:00:08.402562,goss,0.5635278169418524,0.009676515052596766,43,9,14,81,2.7242158414133695e-08,0.0018907371914039935,,2,COMPLETE
133,133,0.20927345416423362,2023-06-22 19:45:08.424658,2023-06-22 19:45:10.884829,0 days 00:00:02.460171,goss,0.5372544651780852,0.06651559671807242,82,9,29,86,1.3725888339091857e-05,5.165155993201633e-08,,2,COMPLETE
496,496,0.20930674460332177,2023-06-22 20:07:53.357148,2023-06-22 20:07:54.645149,0 days 00:00:01.288001,goss,0.4816201102710895,0.22840981422823037,224,4,13,100,0.011808382726446305,0.0001769112533910877,,1,COMPLETE
894,894,0.20931361737490517,2023-06-22 20:51:39.640112,2023-06-22 20:51:40.898483,0 days 00:00:01.258371,goss,0.6918960631695564,0.2050563183761374,39,4,43,85,0.02033785044470046,2.337196731771425e-08,,1,COMPLETE
97,97,0.20933112179146343,2023-06-22 19:43:27.628646,2023-06-22 19:43:30.078756,0 days 00:00:02.450110,goss,0.5795598167963947,0.059803259575293526,52,7,27,64,2.8155816850669747e-05,6.52204066010147e-07,,2,COMPLETE
794,794,0.20936110874273395,2023-06-22 20:39:16.803847,2023-06-22 20:39:18.759897,0 days 00:00:01.956050,goss,0.6243348480442721,0.12673816176047656,53,4,32,95,0.0039404778977794605,0.0006302772955082675,,1,COMPLETE
636,636,0.2093712579105475,2023-06-22 20:21:52.234496,2023-06-22 20:21:55.236119,0 days 00:00:03.001623,goss,0.6264824255246623,0.044223011209016734,36,7,17,79,0.002989030200991328,0.028682544095296296,,4,COMPLETE
810,810,0.20944997145492697,2023-06-22 20:41:39.564234,2023-06-22 20:41:41.751651,0 days 00:00:02.187417,goss,0.5843094910506755,0.12473188767602256,121,4,12,95,1.714208052933655e-08,1.1776097133068613e-06,,1,COMPLETE
906,906,0.20946707916313861,2023-06-22 20:53:31.325218,2023-06-22 20:53:33.391326,0 days 00:00:02.066108,goss,0.33622774179567366,0.1103051267479843,154,4,20,77,2.5701463641243718e-06,0.08550876019006892,,4,COMPLETE
548,548,0.20948290578408957,2023-06-22 20:12:26.420232,2023-06-22 20:12:34.823016,0 days 00:00:08.402784,goss,0.49121990237722063,0.008188297424015322,36,4,16,76,0.0006467985809054701,3.7615756647027387e-06,,1,COMPLETE
563,563,0.2094858836919946,2023-06-22 20:13:37.075708,2023-06-22 20:13:46.082156,0 days 00:00:09.006448,goss,0.4932151143089763,0.008480059250808915,161,4,17,78,0.0026691601424410866,4.2445638128266615e-07,,1,COMPLETE
53,53,0.20949673099600008,2023-06-22 19:41:08.782467,2023-06-22 19:41:13.724814,0 days 00:00:04.942347,goss,0.5662205430374455,0.034220830822438986,253,4,18,117,0.005144897090826351,1.915845283197588e-06,,5,COMPLETE
938,938,0.20954841072113173,2023-06-22 20:58:38.247988,2023-06-22 20:58:41.265329,0 days 00:00:03.017341,goss,0.30502398945452824,0.037473792510732434,36,4,8,98,1.3199075939231096e-06,2.264834865252024e-08,,2,COMPLETE
870,870,0.2096163680939327,2023-06-22 20:49:30.676652,2023-06-22 20:49:32.232814,0 days 00:00:01.556162,goss,0.3835544500622488,0.13387333457694228,38,4,11,88,1.9172170087135167e-06,0.0009246161136747417,,1,COMPLETE
660,660,0.20963372757376697,2023-06-22 20:25:11.022674,2023-06-22 20:25:12.943333,0 days 00:00:01.920659,goss,0.5876598036036648,0.10358285057600224,52,4,18,82,0.907746886248243,0.039257679648616664,,2,COMPLETE
686,686,0.2096886237527979,2023-06-22 20:27:53.853028,2023-06-22 20:27:55.977158,0 days 00:00:02.124130,goss,0.4819366108735377,0.06959786772020782,168,4,18,69,5.639182664122762e-06,3.199336907558949e-08,,1,COMPLETE
771,771,0.20970560208470496,2023-06-22 20:36:03.222362,2023-06-22 20:36:05.332469,0 days 00:00:02.110107,goss,0.6521860753516935,0.06366742170440234,49,4,8,95,3.276436322235078e-08,2.7097819001162827e-06,,1,COMPLETE
57,57,0.20970948123813543,2023-06-22 19:41:20.945680,2023-06-22 19:41:27.553414,0 days 00:00:06.607734,goss,0.5597217229274132,0.013625958194963726,37,5,31,112,5.986289396591862e-05,2.6433774634357353e-07,,4,COMPLETE
175,175,0.209725249372968,2023-06-22 19:47:33.075395,2023-06-22 19:47:36.657445,0 days 00:00:03.582050,goss,0.5218278539157284,0.04550244984130678,37,9,8,84,1.729420962479542e-06,1.0650316970993265e-08,,4,COMPLETE
713,713,0.20985189209008903,2023-06-22 20:31:00.748378,2023-06-22 20:31:16.838329,0 days 00:00:16.089951,goss,0.5696928191499708,0.004161200948337026,63,7,14,81,1.443666239474302e-08,0.00014986499924996488,,1,COMPLETE
504,504,0.2099327057655902,2023-06-22 20:08:22.804951,2023-06-22 20:08:24.005693,0 days 00:00:01.200742,goss,0.47270994576596326,0.2977279143819525,42,4,13,84,1.508410480574364e-08,0.0021005462785525183,,1,COMPLETE
705,705,0.20998181552063166,2023-06-22 20:30:02.222594,2023-06-22 20:30:03.668819,0 days 00:00:01.446225,goss,0.5796839794074319,0.13715862989110336,49,4,19,103,8.439049101870833e-07,6.7911618119292535e-06,,2,COMPLETE
511,511,0.21011287698111064,2023-06-22 20:08:45.780963,2023-06-22 20:08:47.497679,0 days 00:00:01.716716,goss,0.577515851027586,0.15663273787967946,32,4,18,87,2.519714752547007e-07,0.0013093579421760183,,1,COMPLETE
620,620,0.21012858666299727,2023-06-22 20:20:04.165547,2023-06-22 20:20:14.973103,0 days 00:00:10.807556,goss,0.5419625102117825,0.0067021757601406756,47,5,16,83,6.385280530093948e-05,2.9605831918989607e-08,,2,COMPLETE
935,935,0.2101831957790996,2023-06-22 20:58:12.278105,2023-06-22 20:58:26.320873,0 days 00:00:14.042768,goss,0.6311861092402129,0.005574360842907402,39,9,12,106,9.345364048369429e-07,1.7124814891521917e-08,,2,COMPLETE
300,300,0.2102031052487561,2023-06-22 19:54:11.301426,2023-06-22 19:54:12.763238,0 days 00:00:01.461812,goss,0.6265628919563393,0.15607526710387007,62,9,16,70,1.238888044634489e-05,0.0003036607503998594,,2,COMPLETE
904,904,0.21022405964484914,2023-06-22 20:52:58.499354,2023-06-22 20:53:09.373257,0 days 00:00:10.873903,goss,0.4773163304685239,0.007675414261673082,48,9,14,89,5.791620290896443e-07,0.9862868093544747,,6,COMPLETE
997,997,0.21046073620317635,2023-06-22 21:05:20.244808,2023-06-22 21:05:22.709951,0 days 00:00:02.465143,goss,0.5367434895793579,0.0897131453098912,50,9,12,100,9.69805831524552e-06,3.927639734576312e-06,,1,COMPLETE
949,949,0.210646911529141,2023-06-22 21:01:04.849068,2023-06-22 21:01:09.065777,0 days 00:00:04.216709,goss,0.5543842601264743,0.025826925106774326,41,4,30,91,1.4140303292022837e-07,0.0055197094807536064,,2,COMPLETE
391,391,0.2106643796505183,2023-06-22 20:01:02.150340,2023-06-22 20:01:18.419855,0 days 00:00:16.269515,goss,0.5914197063811917,0.005872175070009634,91,9,22,56,4.929128548482391e-07,6.483703065631645e-06,,2,COMPLETE
348,348,0.21067675135095895,2023-06-22 19:57:31.001040,2023-06-22 19:57:38.444017,0 days 00:00:07.442977,goss,0.5343032255586181,0.014484246651426731,85,9,10,74,4.027583260590957e-08,1.6570255199212884e-06,,2,COMPLETE
248,248,0.2107578294766972,2023-06-22 19:51:33.765648,2023-06-22 19:51:36.150961,0 days 00:00:02.385313,goss,0.47103016614582327,0.06905146999845521,39,9,12,74,1.97264687810294e-06,4.760081555250094e-08,,2,COMPLETE
629,629,0.21076900568960324,2023-06-22 20:20:50.993930,2023-06-22 20:20:52.585902,0 days 00:00:01.591972,goss,0.5594223619152446,0.11081903812384117,39,4,20,74,1.3155542446603213e-06,0.00016427827765434712,,1,COMPLETE
741,741,0.21083291849638303,2023-06-22 20:33:23.663124,2023-06-22 20:33:28.814610,0 days 00:00:05.151486,goss,0.6916750851639809,0.020534890679979663,36,9,11,70,5.6167488753575324e-05,0.0004126638599329804,,2,COMPLETE
858,858,0.210896533261692,2023-06-22 20:48:02.965594,2023-06-22 20:48:04.871694,0 days 00:00:01.906100,goss,0.46981314583186756,0.11019931317958744,41,8,10,113,0.28638324333262344,0.0002085412125920043,,4,COMPLETE
499,499,0.21090354519956309,2023-06-22 20:08:00.849134,2023-06-22 20:08:02.255920,0 days 00:00:01.406786,goss,0.4759605350572439,0.1771862352245077,39,4,15,78,2.193869983786951e-08,0.00012798611528511367,,1,COMPLETE
137,137,0.2109858000970589,2023-06-22 19:45:19.209823,2023-06-22 19:45:21.371139,0 days 00:00:02.161316,goss,0.5486687217408782,0.0678162090980349,89,4,27,88,3.895370493464381e-06,4.585829142735582e-08,,2,COMPLETE
619,619,0.21105985708432506,2023-06-22 20:20:00.539905,2023-06-22 20:20:04.164603,0 days 00:00:03.624698,goss,0.611638501408333,0.03242834427790437,88,4,34,88,2.8763243131811273e-06,5.1909596129007615e-06,,2,COMPLETE
74,74,0.21112431166900353,2023-06-22 19:42:28.234723,2023-06-22 19:42:30.601420,0 days 00:00:02.366697,goss,0.599921721142051,0.06060477871881079,71,6,25,53,4.130960925946729e-05,2.817467063815024e-07,,5,COMPLETE
790,790,0.211144236194661,2023-06-22 20:38:46.253843,2023-06-22 20:38:48.218216,0 days 00:00:01.964373,goss,0.6429808433330187,0.20955343413100647,107,4,11,101,4.43099308024843e-08,0.000968240121765555,,1,COMPLETE
681,681,0.2112084280987243,2023-06-22 20:27:43.759667,2023-06-22 20:27:45.286244,0 days 00:00:01.526577,goss,0.5155621972215768,0.16348193166828254,39,5,12,89,2.4142915376101914e-05,1.8981727736155874e-08,,2,COMPLETE
341,341,0.21122524517052865,2023-06-22 19:56:52.484644,2023-06-22 19:56:54.799810,0 days 00:00:02.315166,goss,0.5433448969674421,0.0790339579613393,46,9,9,82,1.3288571484986242e-05,3.221440440891485e-08,,2,COMPLETE
435,435,0.21124222893496317,2023-06-22 20:04:30.112685,2023-06-22 20:04:31.669734,0 days 00:00:01.557049,goss,0.46979320691482995,0.13432053267391442,42,4,8,76,1.819250669224107e-08,0.00023254170468206038,,1,COMPLETE
36,36,0.21134993589194595,2023-06-22 19:40:08.269872,2023-06-22 19:40:11.585605,0 days 00:00:03.315733,goss,0.6278355033389066,0.05428919819072401,41,7,28,109,0.008608524588975848,8.186179469133237e-05,,7,COMPLETE
930,930,0.21140180543825782,2023-06-22 20:57:43.088574,2023-06-22 20:57:45.868587,0 days 00:00:02.780013,goss,0.6396909923617964,0.04752141776191153,36,5,21,100,1.5061373953267738e-06,2.056318079999163e-08,,2,COMPLETE
251,251,0.21140345290709872,2023-06-22 19:51:41.986485,2023-06-22 19:51:44.572303,0 days 00:00:02.585818,goss,0.4899141488168379,0.05942861978811916,83,9,10,76,3.890720531594726e-07,1.8093246469804215e-08,,2,COMPLETE
124,124,0.21140953622300057,2023-06-22 19:44:45.590777,2023-06-22 19:44:48.332946,0 days 00:00:02.742169,goss,0.596042362234534,0.07240526976036481,64,10,8,78,6.256577985593744e-05,1.0225076262860497e-08,,1,COMPLETE
721,721,0.21151207687554674,2023-06-22 20:31:47.433019,2023-06-22 20:31:48.893734,0 days 00:00:01.460715,goss,0.45263612160637884,0.17973156025024015,244,9,18,70,9.081679907203656e-08,4.443799059599963e-08,,2,COMPLETE
