,number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_colsample_bytree,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state
368,368,0.1987525815383115,2023-06-22 19:59:11.924312,2023-06-22 19:59:17.329655,0 days 00:00:05.405343,goss,0.5308477008087221,0.03114099287146915,63,9,14,74,1.387361857862566e-06,1.4693504533899457e-07,,2,COMPLETE
344,344,0.19886337094673678,2023-06-22 19:57:19.447486,2023-06-22 19:57:21.283528,0 days 00:00:01.836042,goss,0.5592209625617417,0.10683778138923243,82,9,15,69,8.334897226617294e-07,3.7198637473765475e-07,,2,COMPLETE
852,852,0.19889561766363428,2023-06-22 20:47:19.056293,2023-06-22 20:47:20.985594,0 days 00:00:01.929301,goss,0.5758407769709357,0.08217667762605298,50,4,17,78,9.871529685182184e-06,8.776796253965375e-08,,1,COMPLETE
191,191,0.19894666201522643,2023-06-22 19:48:12.671452,2023-06-22 19:48:14.843436,0 days 00:00:02.171984,goss,0.5150522949177491,0.06849529489425595,48,5,9,59,1.0353553193743275e-06,2.3464253410336087e-08,,2,COMPLETE
700,700,0.19897452866775417,2023-06-22 20:29:28.656542,2023-06-22 20:29:32.320951,0 days 00:00:03.664409,goss,0.5345729771738783,0.026370941441004336,41,4,13,77,1.1441180650218147e-05,1.369339630349545e-08,,2,COMPLETE
188,188,0.19897583505960448,2023-06-22 19:48:07.473233,2023-06-22 19:48:08.874511,0 days 00:00:01.401278,goss,0.4757243881612433,0.16056987709264425,34,4,11,46,1.5245710486445618e-07,1.6560178073830956e-08,,2,COMPLETE
634,634,0.19900379863364132,2023-06-22 20:21:28.474594,2023-06-22 20:21:30.673842,0 days 00:00:02.199248,goss,0.6503724588563671,0.0754299301927723,40,5,15,92,5.604705335178852e-07,6.63896240379203e-08,,2,COMPLETE
472,472,0.19905530573045266,2023-06-22 20:06:15.103794,2023-06-22 20:06:17.214790,0 days 00:00:02.110996,goss,0.5823173673776142,0.0808839868084836,39,4,9,80,2.9238389126783298e-08,0.00031380877669757713,,1,COMPLETE
623,623,0.19909746855759322,2023-06-22 20:20:22.814666,2023-06-22 20:20:25.324178,0 days 00:00:02.509512,goss,0.5034755692314761,0.05305452847453938,73,4,13,75,3.863658521569245e-07,1.6992471441609255e-08,,2,COMPLETE
838,838,0.19912627564618773,2023-06-22 20:45:16.889925,2023-06-22 20:45:18.370628,0 days 00:00:01.480703,goss,0.6233346079695362,0.1484843435084628,48,4,14,86,0.01548747262538538,5.374641387770556e-07,,1,COMPLETE
655,655,0.1991374369935283,2023-06-22 20:24:24.436952,2023-06-22 20:24:25.935650,0 days 00:00:01.498698,goss,0.4823904850282634,0.1199104656427296,32,4,20,67,3.427078507681401e-06,0.013889997012535718,,1,COMPLETE
381,381,0.19913747561473605,2023-06-22 20:00:20.098878,2023-06-22 20:00:32.610773,0 days 00:00:12.511895,goss,0.5516943822495983,0.009645910792570257,62,5,15,79,3.571034444434746e-07,3.6240345010695135e-05,,1,COMPLETE
566,566,0.19914380966566547,2023-06-22 20:13:53.215321,2023-06-22 20:13:59.447823,0 days 00:00:06.232502,goss,0.5757065526931108,0.01550332897795824,69,4,13,86,8.225519133846768e-07,1.0988532607058148e-06,,1,COMPLETE
945,945,0.19917665069543006,2023-06-22 21:00:12.606276,2023-06-22 21:00:14.811714,0 days 00:00:02.205438,goss,0.3711831137869924,0.08566800477614524,35,4,11,99,2.3856871999057693e-07,5.031489243231494e-08,,2,COMPLETE
519,519,0.19918850039769986,2023-06-22 20:09:20.301224,2023-06-22 20:09:24.707122,0 days 00:00:04.405898,goss,0.5550852526836869,0.021233614088190855,40,4,15,94,0.026304632169994496,0.009058340992097132,,1,COMPLETE
829,829,0.19918875932028623,2023-06-22 20:44:17.985665,2023-06-22 20:44:19.674097,0 days 00:00:01.688432,goss,0.5326091949895931,0.1121563326269971,52,4,9,89,3.143545853095163e-08,6.310664944388608e-08,,1,COMPLETE
93,93,0.19918878939604895,2023-06-22 19:43:19.695635,2023-06-22 19:43:21.387515,0 days 00:00:01.691880,goss,0.5563641766271982,0.12895621557758333,68,8,17,106,0.0007963602607271553,1.2903099647546431e-07,,2,COMPLETE
349,349,0.19919028539629696,2023-06-22 19:57:38.444836,2023-06-22 19:57:41.652061,0 days 00:00:03.207225,goss,0.5472627358921403,0.04125510199610078,77,9,17,71,1.0450485365303987e-06,4.21872775841365e-08,,2,COMPLETE
240,240,0.1992499441875357,2023-06-22 19:50:58.270128,2023-06-22 19:51:02.197971,0 days 00:00:03.927843,goss,0.48897906678962505,0.034064242796526825,75,9,12,66,7.338850838413849e-07,1.0561138426427197e-08,,2,COMPLETE
735,735,0.19932686620348938,2023-06-22 20:32:55.045069,2023-06-22 20:32:57.549185,0 days 00:00:02.504116,goss,0.510474746853683,0.06865906470314784,42,9,10,73,6.6066536449136e-07,1.4617986173228683e-08,,2,COMPLETE
105,105,0.19936649920800026,2023-06-22 19:43:47.452518,2023-06-22 19:43:50.169384,0 days 00:00:02.716866,goss,0.5485058173724837,0.05383657470941779,62,9,16,70,2.026067228167497e-05,3.86842260203916e-08,,2,COMPLETE
449,449,0.19945174846035624,2023-06-22 20:04:54.058219,2023-06-22 20:04:55.741856,0 days 00:00:01.683637,goss,0.4455592935934373,0.11221304038518068,49,4,11,78,3.009189883358105e-08,0.0006841447835253097,,1,COMPLETE
461,461,0.1994718401121119,2023-06-22 20:05:45.027065,2023-06-22 20:05:47.065846,0 days 00:00:02.038781,goss,0.48515748456437646,0.07879117358103231,32,4,5,81,2.5751267452767442e-08,0.00044147798266919825,,1,COMPLETE
266,266,0.19949241735453704,2023-06-22 19:52:42.026941,2023-06-22 19:52:44.565391,0 days 00:00:02.538450,goss,0.4889612147700837,0.058767697668274305,78,9,12,70,3.4901423571239807e-06,1.4901241470988498e-08,,1,COMPLETE
276,276,0.19949859742152337,2023-06-22 19:53:11.140886,2023-06-22 19:53:14.020645,0 days 00:00:02.879759,goss,0.487497804403902,0.05299902054126824,36,9,10,41,1.7931454310397152e-06,2.0395118467041192e-08,,2,COMPLETE
397,397,0.19950622421879216,2023-06-22 20:01:40.615686,2023-06-22 20:01:44.476109,0 days 00:00:03.860423,goss,0.6506492582856135,0.04433997143975785,35,9,20,67,6.102449725520307e-08,2.849544270839762e-08,,2,COMPLETE
802,802,0.19958064437491208,2023-06-22 20:40:43.816949,2023-06-22 20:40:45.879126,0 days 00:00:02.062177,goss,0.6553033340077183,0.11365971532727925,43,4,18,90,8.613436878425581e-08,0.028558711680731232,,1,COMPLETE
215,215,0.19958211855380392,2023-06-22 19:49:35.548721,2023-06-22 19:49:40.021018,0 days 00:00:04.472297,goss,0.5230578934668277,0.024473561165970187,81,9,16,85,5.285370762628614e-07,2.08418477828388e-08,,2,COMPLETE
312,312,0.19958582017827686,2023-06-22 19:54:41.627904,2023-06-22 19:54:43.883131,0 days 00:00:02.255227,goss,0.4938107846306652,0.07953163507551725,76,9,15,70,6.276179947962263e-07,3.829999225496939e-08,,2,COMPLETE
230,230,0.19959451310609366,2023-06-22 19:50:24.729651,2023-06-22 19:50:28.397934,0 days 00:00:03.668283,goss,0.5032825168642134,0.06589285970876675,74,9,18,72,2.1270193839465195e-07,1.5120426093292446e-08,,2,COMPLETE
869,869,0.19959997742787125,2023-06-22 20:49:28.123048,2023-06-22 20:49:30.675674,0 days 00:00:02.552626,goss,0.32387340232643325,0.05655392291504765,43,4,13,81,1.0141059401118436e-08,5.83160504190962e-05,,1,COMPLETE
916,916,0.19962301406367977,2023-06-22 20:56:09.309080,2023-06-22 20:56:11.417072,0 days 00:00:02.107992,goss,0.4683610881898224,0.092107123535556,43,4,16,79,0.0001829148152411305,0.0037622600687048746,,1,COMPLETE
241,241,0.1996267547314745,2023-06-22 19:51:02.198756,2023-06-22 19:51:04.788420,0 days 00:00:02.589664,goss,0.5003999846136957,0.05163046233522046,80,9,14,72,1.2347329210742542e-06,2.039970308611316e-08,,2,COMPLETE
750,750,0.19964760833483255,2023-06-22 20:34:05.129303,2023-06-22 20:34:06.850701,0 days 00:00:01.721398,goss,0.552708501400077,0.1177760850160575,49,4,7,97,1.509244707091774e-07,1.0293584416572547e-07,,1,COMPLETE
360,360,0.19965187410188778,2023-06-22 19:58:16.631855,2023-06-22 19:58:19.824847,0 days 00:00:03.192992,goss,0.5877281493147835,0.0590686126793717,71,9,14,83,1.100904761741011e-06,2.1871644775757938e-07,,2,COMPLETE
773,773,0.19965729126508475,2023-06-22 20:36:07.087641,2023-06-22 20:36:08.670964,0 days 00:00:01.583323,goss,0.6350496865455857,0.13531903841316098,54,4,14,103,1.8068348561810553e-07,3.8646772847023056e-08,,1,COMPLETE
395,395,0.19967056739735867,2023-06-22 20:01:33.377369,2023-06-22 20:01:36.840745,0 days 00:00:03.463376,goss,0.5482013023108688,0.06205755978267803,69,7,13,80,1.3698430814159437e-06,1.3414638227615506e-08,,2,COMPLETE
460,460,0.1997575278251591,2023-06-22 20:05:43.303819,2023-06-22 20:05:45.026218,0 days 00:00:01.722399,goss,0.47671066473937235,0.10668849086236448,35,4,12,84,1.675434542687644e-08,0.0001921317121456876,,1,COMPLETE
795,795,0.19977513642486758,2023-06-22 20:39:18.760857,2023-06-22 20:39:20.784086,0 days 00:00:02.023229,goss,0.6399412580547256,0.23126027039311034,44,4,16,98,1.0445062957162455e-05,0.043355352056594694,,1,COMPLETE
594,594,0.19977761788394258,2023-06-22 20:17:19.661860,2023-06-22 20:17:22.198713,0 days 00:00:02.536853,goss,0.40581501235208256,0.05808157738766066,49,5,14,89,1.529624698600419e-06,0.00047742718640748493,,2,COMPLETE
970,970,0.19977896667171147,2023-06-22 21:03:01.928245,2023-06-22 21:03:03.452158,0 days 00:00:01.523913,goss,0.6789799538578841,0.13913338923019838,37,9,22,87,3.226011324906337e-06,3.5043145078778584e-05,,1,COMPLETE
725,725,0.19979337971782363,2023-06-22 20:32:01.204516,2023-06-22 20:32:03.564296,0 days 00:00:02.359780,goss,0.4845453001668185,0.06293213956893857,102,10,16,87,6.157572496391913e-06,0.0005100558883884737,,1,COMPLETE
139,139,0.1998264645661733,2023-06-22 19:45:23.970829,2023-06-22 19:45:28.313586,0 days 00:00:04.342757,goss,0.5542163731448465,0.047629715174976266,85,9,19,87,2.0834648837497587e-06,1.0377278756100578e-07,,3,COMPLETE
718,718,0.19982675887527113,2023-06-22 20:31:40.858982,2023-06-22 20:31:43.505194,0 days 00:00:02.646212,goss,0.4337757749597864,0.04727287227008068,41,4,9,44,0.025719994278055856,5.246566817232392e-05,,1,COMPLETE
169,169,0.1998428239837562,2023-06-22 19:47:16.549494,2023-06-22 19:47:19.742080,0 days 00:00:03.192586,goss,0.49342601748248194,0.039684812128830786,57,10,13,83,5.297587332587878e-07,4.900464719430288e-07,,2,COMPLETE
64,64,0.19986148156764272,2023-06-22 19:41:43.368819,2023-06-22 19:41:49.060040,0 days 00:00:05.691221,goss,0.5733867530352189,0.01897565247577149,66,10,22,67,0.00010343312570774478,8.017133718779687e-07,,5,COMPLETE
286,286,0.19989935355387006,2023-06-22 19:53:42.134767,2023-06-22 19:53:44.402063,0 days 00:00:02.267296,goss,0.6057780398986585,0.06924841858538885,68,9,15,74,1.3141517575057625e-05,1.4927630278385934e-05,,2,COMPLETE
726,726,0.19992221536100613,2023-06-22 20:32:03.565935,2023-06-22 20:32:07.028156,0 days 00:00:03.462221,goss,0.49534665852026344,0.039863285458551695,114,5,13,74,9.693558517231046e-07,8.307285219887877e-07,,7,COMPLETE
992,992,0.19996739016541398,2023-06-22 21:05:11.538852,2023-06-22 21:05:13.634407,0 days 00:00:02.095555,goss,0.5622628585611192,0.07689042360248464,35,9,24,91,0.007573054728350223,0.0024500033454929525,,1,COMPLETE
311,311,0.2000085275787738,2023-06-22 19:54:39.396604,2023-06-22 19:54:41.627100,0 days 00:00:02.230496,goss,0.556187055977048,0.06258738738132252,84,9,18,74,2.3627670860874416e-06,1.2080017257487421e-06,,1,COMPLETE
899,899,0.20004420716103544,2023-06-22 20:52:05.415373,2023-06-22 20:52:07.559423,0 days 00:00:02.144050,goss,0.521024866319914,0.07981905284596448,42,4,15,78,0.00011577328791244956,0.0005762244574659789,,1,COMPLETE
439,439,0.20004754473126665,2023-06-22 20:04:36.981768,2023-06-22 20:04:38.781112,0 days 00:00:01.799344,goss,0.44120901020885295,0.08253786617216682,51,4,12,79,1.4705377485368682e-08,0.0008712575070609326,,1,COMPLETE
102,102,0.20005131234806983,2023-06-22 19:43:38.972268,2023-06-22 19:43:41.369804,0 days 00:00:02.397536,goss,0.5929219544258413,0.07599848891385522,81,9,19,50,0.0002295745676621005,2.153172646620752e-07,,3,COMPLETE
492,492,0.20005781589566698,2023-06-22 20:07:33.564467,2023-06-22 20:07:43.455219,0 days 00:00:09.890752,goss,0.5720068567502492,0.008538295234807675,32,5,11,81,6.030495266171854e-08,6.207775483696918e-07,,1,COMPLETE
153,153,0.20017564871495344,2023-06-22 19:46:15.307395,2023-06-22 19:46:20.048089,0 days 00:00:04.740694,goss,0.5246702736710721,0.03593839877012613,80,9,12,80,2.603160493868808e-07,1.872946771490888e-08,,2,COMPLETE
294,294,0.2002009127831649,2023-06-22 19:54:03.074748,2023-06-22 19:54:04.503311,0 days 00:00:01.428563,goss,0.6359608602757076,0.19383079083438262,81,9,14,82,7.6004109913794e-08,3.5878649914847374e-05,,2,COMPLETE
233,233,0.20021687434643315,2023-06-22 19:50:35.387288,2023-06-22 19:50:38.235736,0 days 00:00:02.848448,goss,0.4986469136970676,0.043854342777666436,71,9,14,70,8.129669662372273e-07,2.851989999326619e-08,,2,COMPLETE
953,953,0.20027265968060837,2023-06-22 21:01:30.053791,2023-06-22 21:01:31.705672,0 days 00:00:01.651881,goss,0.6814978958822862,0.14187541302866552,39,4,12,97,0.00013888673642649946,1.650062784090155e-08,,5,COMPLETE
279,279,0.20028148434939896,2023-06-22 19:53:20.863898,2023-06-22 19:53:24.282611,0 days 00:00:03.418713,goss,0.5830444226833489,0.039154097320010274,74,9,11,50,2.5291911985319946e-06,1.5359598390503852e-08,,2,COMPLETE
161,161,0.20029354383998016,2023-06-22 19:46:47.701697,2023-06-22 19:46:51.030623,0 days 00:00:03.328926,goss,0.5458990647969043,0.04683842999449158,60,9,11,77,7.199201462908456e-07,5.19326333465403e-08,,2,COMPLETE
365,365,0.20029836208307564,2023-06-22 19:59:00.292978,2023-06-22 19:59:06.018365,0 days 00:00:05.725387,goss,0.5151390160332403,0.024663539901794214,72,4,11,81,5.606262030838887e-05,1.700244429324288e-08,,1,COMPLETE
559,559,0.20048907718388737,2023-06-22 20:13:28.176520,2023-06-22 20:13:29.485668,0 days 00:00:01.309148,goss,0.607834836363402,0.2324628111563071,57,5,16,67,0.00012342955490770837,1.0200726725022146e-08,,1,COMPLETE
82,82,0.2005199594768463,2023-06-22 19:42:53.662173,2023-06-22 19:42:56.733414,0 days 00:00:03.071241,goss,0.5923684176393113,0.04787639479833559,32,7,13,128,0.002782958814873945,4.1946356894690665e-07,,1,COMPLETE
784,784,0.20054594030074258,2023-06-22 20:38:32.964165,2023-06-22 20:38:35.166512,0 days 00:00:02.202347,goss,0.38394335879445507,0.12311427555609798,50,4,15,100,5.849366528598176e-08,0.002530319242918707,,1,COMPLETE
552,552,0.2005583090872226,2023-06-22 20:12:58.808634,2023-06-22 20:13:00.200072,0 days 00:00:01.391438,goss,0.6235544925960036,0.19017369689787786,41,4,11,74,5.613309731677911e-07,1.6260395135695404e-08,,1,COMPLETE
114,114,0.20056899462100247,2023-06-22 19:44:07.617260,2023-06-22 19:44:09.900987,0 days 00:00:02.283727,goss,0.5996080199829017,0.09530529108167708,56,6,14,66,0.0008003806750511872,1.819556014128352e-08,,2,COMPLETE
109,109,0.20058976787101995,2023-06-22 19:43:56.690223,2023-06-22 19:43:58.147491,0 days 00:00:01.457268,goss,0.5253518128029017,0.2311867262199394,76,9,14,75,4.5483272458210945e-05,1.49029981826623e-08,,2,COMPLETE
616,616,0.20059841308142418,2023-06-22 20:19:50.489391,2023-06-22 20:19:53.744393,0 days 00:00:03.255002,goss,0.45950356334699366,0.04276001764536299,39,9,15,75,5.306815899174651e-06,4.225163275326324e-08,,1,COMPLETE
202,202,0.20060678333535825,2023-06-22 19:48:41.526091,2023-06-22 19:48:44.504923,0 days 00:00:02.978832,goss,0.5075285140949487,0.045891526558313835,166,7,16,61,8.487573520116731e-07,1.268343502318218e-06,,2,COMPLETE
422,422,0.20062852071201215,2023-06-22 20:04:07.644119,2023-06-22 20:04:09.723588,0 days 00:00:02.079469,goss,0.4769536852942561,0.06903867516922235,46,4,10,77,4.306465257685743e-08,2.6331465114600804e-05,,1,COMPLETE
418,418,0.20066492295466612,2023-06-22 20:03:46.102580,2023-06-22 20:03:48.247141,0 days 00:00:02.144561,goss,0.4593280980166742,0.07340082047920814,40,4,11,73,1.2023436208328445e-06,4.1542018663354066e-08,,1,COMPLETE
382,382,0.20066596344330268,2023-06-22 20:00:32.611640,2023-06-22 20:00:35.033010,0 days 00:00:02.421370,goss,0.5407819270730844,0.10439301529549065,97,4,16,70,9.573713274614773e-08,6.3600273906214e-05,,2,COMPLETE
254,254,0.200719352658991,2023-06-22 19:51:50.136106,2023-06-22 19:51:52.774176,0 days 00:00:02.638070,goss,0.5161387399352382,0.05326694045177372,37,9,17,78,1.3251393379541906e-06,5.127003904489294e-08,,2,COMPLETE
122,122,0.2007746088829031,2023-06-22 19:44:38.283038,2023-06-22 19:44:42.073048,0 days 00:00:03.790010,goss,0.5874709784201696,0.03328700110262209,82,9,16,68,3.115688356390671e-05,1.970087954211253e-08,,1,COMPLETE
306,306,0.20083730524311444,2023-06-22 19:54:24.352493,2023-06-22 19:54:29.468875,0 days 00:00:05.116382,goss,0.678370970627997,0.02064305929349176,81,9,12,69,2.8367842847474976e-07,1.572934387799108e-08,,2,COMPLETE
561,561,0.2008464479616836,2023-06-22 20:13:32.790765,2023-06-22 20:13:35.252603,0 days 00:00:02.461838,goss,0.5520390683759172,0.061498675898431,45,4,12,70,3.763576583152975e-05,3.5849101062928025e-08,,3,COMPLETE
527,527,0.2008511719874534,2023-06-22 20:10:11.098340,2023-06-22 20:10:12.381491,0 days 00:00:01.283151,goss,0.45622108521134946,0.21274824380512836,43,4,14,72,0.01941705261087051,2.154633021312677e-06,,1,COMPLETE
570,570,0.2008600285048064,2023-06-22 20:14:10.117700,2023-06-22 20:14:15.952947,0 days 00:00:05.835247,goss,0.4769713535863753,0.014327527780311683,50,4,13,77,0.0011106313906505709,0.00030221638432724945,,1,COMPLETE
585,585,0.20086086168955286,2023-06-22 20:16:10.578704,2023-06-22 20:16:13.615013,0 days 00:00:03.036309,goss,0.5039220346377864,0.040897324002511476,47,4,16,82,9.055647860758837e-08,1.0944678502913953e-06,,1,COMPLETE
214,214,0.20086861002676432,2023-06-22 19:49:32.041581,2023-06-22 19:49:35.547903,0 days 00:00:03.506322,goss,0.5380634147436834,0.03428219209545821,77,9,18,75,1.0575665362428327e-06,3.0241174665103983e-08,,2,COMPLETE
984,984,0.20087620637431003,2023-06-22 21:04:35.355135,2023-06-22 21:04:36.679676,0 days 00:00:01.324541,goss,0.6624545778960581,0.22223690093435153,42,4,14,104,0.00024208363710047487,1.5761338953139306e-05,,2,COMPLETE
197,197,0.20089237078293629,2023-06-22 19:48:25.911359,2023-06-22 19:48:28.973546,0 days 00:00:03.062187,goss,0.5044536118423706,0.03350109944141807,32,4,19,58,1.76784071993459e-06,7.207212086242912e-08,,3,COMPLETE
239,239,0.20089618617095112,2023-06-22 19:50:54.716829,2023-06-22 19:50:58.269320,0 days 00:00:03.552491,goss,0.48321631185317865,0.04275150904665066,72,9,11,69,4.666272645411435e-07,1.557620558386607e-08,,2,COMPLETE
329,329,0.20090533938548144,2023-06-22 19:56:01.735412,2023-06-22 19:56:04.005330,0 days 00:00:02.269918,goss,0.5103181569923417,0.0682647404687715,69,9,14,61,1.2581912717850373e-07,6.337328890646327e-08,,2,COMPLETE
678,678,0.2009062100261816,2023-06-22 20:27:19.631018,2023-06-22 20:27:21.870657,0 days 00:00:02.239639,goss,0.49081195660640403,0.07989311662961664,35,4,14,71,1.414850038485752e-08,2.970879058733329e-08,,1,COMPLETE
399,399,0.20091034941252855,2023-06-22 20:01:47.447848,2023-06-22 20:01:49.563199,0 days 00:00:02.115351,goss,0.6683967331228154,0.13790916173244286,32,9,16,60,8.399883249147028e-07,0.0003178174243585106,,2,COMPLETE
907,907,0.20091729416514476,2023-06-22 20:53:33.392286,2023-06-22 20:53:38.356983,0 days 00:00:04.964697,goss,0.40120932705896056,0.01900659378399953,39,4,17,101,0.001998438547378513,8.340950641611906e-08,,1,COMPLETE
165,165,0.20102268740985796,2023-06-22 19:47:01.574848,2023-06-22 19:47:07.921632,0 days 00:00:06.346784,goss,0.5326447053420974,0.015701541656696932,62,5,17,65,3.191860349794477e-06,6.249510391871592e-08,,2,COMPLETE
565,565,0.2010272253565278,2023-06-22 20:13:47.995689,2023-06-22 20:13:53.214399,0 days 00:00:05.218710,goss,0.47234119092072996,0.016660252150476944,73,4,19,75,5.871764731781765e-08,3.311961047465544e-05,,1,COMPLETE
637,637,0.20103992924901373,2023-06-22 20:21:55.237024,2023-06-22 20:21:57.718712,0 days 00:00:02.481688,goss,0.549883381705533,0.06606960897339346,84,9,11,76,0.00030226360850055137,1.0427218237804787e-06,,2,COMPLETE
283,283,0.20105586526088098,2023-06-22 19:53:32.041361,2023-06-22 19:53:37.505690,0 days 00:00:05.464329,goss,0.6409446043009757,0.017197515450601913,64,9,20,63,8.451078755557442e-06,4.6932841481461846e-05,,2,COMPLETE
989,989,0.20111343073494925,2023-06-22 21:04:43.225945,2023-06-22 21:04:48.078221,0 days 00:00:04.852276,goss,0.5452966544142521,0.02317915240730069,44,9,13,96,0.12966541407040913,0.00012253428323897892,,1,COMPLETE
445,445,0.2011223389359197,2023-06-22 20:04:47.587776,2023-06-22 20:04:49.240770,0 days 00:00:01.652994,goss,0.47272304666351767,0.13170262154374734,43,4,10,78,3.4658134459934657e-08,0.000362426498340752,,1,COMPLETE
231,231,0.20114060024493996,2023-06-22 19:50:28.398717,2023-06-22 19:50:31.659434,0 days 00:00:03.260717,goss,0.4771615581564361,0.03725700652428387,78,9,16,77,1.4442070641450886e-06,2.1563456390787308e-08,,2,COMPLETE
497,497,0.20119242708861312,2023-06-22 20:07:54.646003,2023-06-22 20:07:59.619107,0 days 00:00:04.973104,goss,0.4896304764343753,0.017246048411829966,32,4,17,100,5.057470559636374e-08,0.00025533828111061225,,1,COMPLETE
826,826,0.20120190087542889,2023-06-22 20:43:59.859605,2023-06-22 20:44:08.840200,0 days 00:00:08.980595,goss,0.5172243890028554,0.008565233063036418,44,4,15,57,1.6164911810919415e-05,0.0008227349848086681,,1,COMPLETE
328,328,0.2012254338761447,2023-06-22 19:55:52.058943,2023-06-22 19:56:01.734687,0 days 00:00:09.675744,goss,0.6968975981913723,0.008630371491128644,74,9,18,73,3.996934464120301e-05,1.5875413314986047e-08,,2,COMPLETE
297,297,0.20123627211506578,2023-06-22 19:54:07.321312,2023-06-22 19:54:08.954003,0 days 00:00:01.632691,goss,0.6331657154287962,0.15025658442423556,87,9,12,73,2.310048540810181e-06,8.521501613731603e-05,,2,COMPLETE
134,134,0.20123632209508702,2023-06-22 19:45:10.885586,2023-06-22 19:45:13.521493,0 days 00:00:02.635907,goss,0.560594192884313,0.05470341149451197,95,9,24,94,5.3869044532936324e-06,3.184443243834718e-08,,2,COMPLETE
601,601,0.20125118385291674,2023-06-22 20:17:54.079837,2023-06-22 20:17:55.360964,0 days 00:00:01.281127,goss,0.5515660300744503,0.20988190955041308,44,4,15,79,0.027135631394928306,1.7429564715262534e-07,,1,COMPLETE
580,580,0.20134846635845774,2023-06-22 20:15:59.816066,2023-06-22 20:16:01.105179,0 days 00:00:01.289113,goss,0.5499950024807251,0.20300198400879185,71,4,18,87,0.021269023435476497,2.343241376022921e-06,,1,COMPLETE
415,415,0.20136175568463321,2023-06-22 20:03:39.400419,2023-06-22 20:03:42.177304,0 days 00:00:02.776885,goss,0.6361865054997071,0.048253638953854386,77,4,21,71,6.555081708972408e-06,1.0008276043360955e-08,,1,COMPLETE
155,155,0.2013757455939607,2023-06-22 19:46:24.167369,2023-06-22 19:46:28.602296,0 days 00:00:04.434927,goss,0.508210598453396,0.027971616740589074,72,9,15,75,7.729125106265992e-07,5.649759030210166e-08,,2,COMPLETE
448,448,0.20137854796932855,2023-06-22 20:04:52.531934,2023-06-22 20:04:54.057404,0 days 00:00:01.525470,goss,0.46503289683846155,0.16521491333735552,44,4,5,75,1.9680755898336843e-08,0.00025390016085707765,,1,COMPLETE
331,331,0.201385864075599,2023-06-22 19:56:05.538413,2023-06-22 19:56:09.314780,0 days 00:00:03.776367,goss,0.6682855183868481,0.03244468559334393,80,9,20,77,3.433312353151682e-06,0.000559750621284818,,2,COMPLETE
532,532,0.20140026068599315,2023-06-22 20:10:26.166715,2023-06-22 20:10:29.001100,0 days 00:00:02.834385,goss,0.6013148243982599,0.17233070198533623,54,4,13,103,8.192251757062738e-05,2.0433093004938035e-08,,1,COMPLETE
383,383,0.2014219053633738,2023-06-22 20:00:35.034559,2023-06-22 20:00:39.858679,0 days 00:00:04.824120,goss,0.4886414500643357,0.03567431410919483,73,9,11,83,3.24417998735007e-06,2.1190774651867264e-08,,2,COMPLETE
543,543,0.20142245291350774,2023-06-22 20:11:31.557532,2023-06-22 20:11:33.096774,0 days 00:00:01.539242,goss,0.559763354463022,0.1279183531923136,35,4,18,78,0.00039578398680891743,7.404961229065359e-05,,1,COMPLETE
832,832,0.20148582469518383,2023-06-22 20:44:41.132699,2023-06-22 20:44:45.854318,0 days 00:00:04.721619,goss,0.411381564846872,0.02120908606516536,45,4,15,99,2.0507140448826577e-08,0.0027105067975480884,,1,COMPLETE
975,975,0.2014881997917497,2023-06-22 21:03:27.203165,2023-06-22 21:03:37.806796,0 days 00:00:10.603631,goss,0.6700162192830387,0.007457883999727633,32,9,18,93,2.1088020589993457e-05,9.657801294822974e-06,,1,COMPLETE
644,644,0.20150516948366298,2023-06-22 20:23:08.146967,2023-06-22 20:23:09.831191,0 days 00:00:01.684224,goss,0.4391620700499335,0.0958511563468168,40,4,16,67,4.100279703414851e-08,0.07573104602010974,,2,COMPLETE
24,24,0.20152608331869415,2023-06-22 19:39:24.017492,2023-06-22 19:39:27.313671,0 days 00:00:03.296179,goss,0.587604187307017,0.03950003565506261,51,6,27,71,3.6915198482433595e-05,5.610339128275238e-06,,6,COMPLETE
774,774,0.20163710157792306,2023-06-22 20:36:08.671864,2023-06-22 20:36:10.315050,0 days 00:00:01.643186,goss,0.6946993146659819,0.10778979510098606,41,4,14,98,1.2853022908146137e-07,2.941544828542322e-08,,1,COMPLETE
639,639,0.20165469201300013,2023-06-22 20:21:59.319856,2023-06-22 20:22:05.143383,0 days 00:00:05.823527,goss,0.3992986545662217,0.029479364522092773,65,4,16,82,2.913731065690634e-05,5.939697692957277,,1,COMPLETE
83,83,0.20165659860410554,2023-06-22 19:42:56.734186,2023-06-22 19:42:59.750346,0 days 00:00:03.016160,goss,0.555375707289271,0.04229641722401411,48,8,18,125,0.004191235466335592,1.1875701486271189e-07,,1,COMPLETE
13,13,0.20170866477410557,2023-06-22 19:38:01.372777,2023-06-22 19:38:11.089958,0 days 00:00:09.717181,goss,0.547520273735397,0.014400408461195318,178,4,16,51,3.262822604287981e-06,5.157090027635623e-07,,5,COMPLETE
