,number,value,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_gamma,params_grow_policy,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,state,params_n_estimators
808,808,0.27803161868937876,2023-07-17 16:12:35.429044,2023-07-17 16:12:40.545493,0 days 00:00:05.116449,0.006427983480346135,gbtree,0.8222150119260808,1.0502144404761674e-05,depthwise,1.0919923370752985e-05,0.01547185899336625,7,6,0.5812124365927184,COMPLETE,464
802,802,0.27803211009373463,2023-07-17 16:11:09.853014,2023-07-17 16:11:19.895962,0 days 00:00:10.042948,1.1748963015779976e-07,gbtree,0.5486555699092017,2.4023621285782222e-08,lossguide,4.027774076120961e-06,0.006577653817313561,9,5,0.4613547950638512,COMPLETE,501
855,855,0.27803284161922925,2023-07-17 16:17:20.616037,2023-07-17 16:17:27.084313,0 days 00:00:06.468276,0.4265075420829037,gbtree,0.8788140330663374,4.9339601458846144e-08,lossguide,0.0025750007913972264,0.014130772215219406,7,4,0.5591170415558933,COMPLETE,357
785,785,0.2780393815346133,2023-07-17 16:08:30.567345,2023-07-17 16:08:32.876117,0 days 00:00:02.308772,0.0003286170914206618,gbtree,0.9294998244312035,2.7552238089030912e-08,depthwise,1.3123447924491523e-06,0.049238905242605616,4,7,0.6363847302920965,COMPLETE,404
993,993,0.27805416374438485,2023-07-17 16:40:33.626701,2023-07-17 16:40:35.795895,0 days 00:00:02.169194,0.13544076361939839,gbtree,0.8478989984933815,0.12110698673158742,depthwise,1.0255224482808953e-05,0.05145467982104617,9,5,0.5562692119410511,COMPLETE,200
164,164,0.2780600206395332,2023-07-17 14:28:35.494196,2023-07-17 14:29:00.771075,0 days 00:00:25.276879,0.01257770673494151,gbtree,0.8601014502378662,4.7448120988322815e-08,depthwise,7.433873048698279e-06,0.005945880956846826,6,5,0.5332815945463881,COMPLETE,311
76,76,0.27806632475145143,2023-07-17 14:17:06.773225,2023-07-17 14:17:11.329021,0 days 00:00:04.555796,0.0007340413166893137,gbtree,0.8001052011446642,4.2984870250212e-07,lossguide,1.2293247940535492e-06,0.08472704510311616,3,6,0.6596180698710585,COMPLETE,368
955,955,0.27809961637536573,2023-07-17 16:35:10.829992,2023-07-17 16:35:15.368001,0 days 00:00:04.538009,0.013352041078552116,gbtree,0.772206126283786,0.00016296041508381159,lossguide,1.2570002557119625e-05,0.022907653961003666,8,6,0.8263347347949028,COMPLETE,2999
745,745,0.27812584010380015,2023-07-17 16:01:32.923963,2023-07-17 16:01:36.053940,0 days 00:00:03.129977,0.11375307198899931,gbtree,0.9907556893514664,0.00011201534194464995,depthwise,1.3256855539478081e-06,0.08531394545314415,6,6,0.5982678057947868,COMPLETE,367
946,946,0.27812758269725746,2023-07-17 16:34:24.807164,2023-07-17 16:34:28.117504,0 days 00:00:03.310340,2.601452574804286e-05,gbtree,0.7082421029815542,0.04853401508306927,depthwise,0.6533209274618239,0.037552199817696724,6,4,0.7310210376161845,COMPLETE,411
816,816,0.2781303726796709,2023-07-17 16:13:38.810552,2023-07-17 16:13:46.554074,0 days 00:00:07.743522,0.358005861761765,gbtree,0.8019659243341609,1.4751878333356493e-08,depthwise,7.078644063266088e-05,0.011579693877393264,8,4,0.7096368656808212,COMPLETE,2536
419,419,0.2781327597707684,2023-07-17 15:20:57.443888,2023-07-17 15:21:03.956976,0 days 00:00:06.513088,0.022283648001611884,gbtree,0.6176080243962466,1.600985965663317e-08,depthwise,1.7717313163467055e-05,0.04027342301166586,9,5,0.7289333918444971,COMPLETE,425
674,674,0.2781616089558463,2023-07-17 15:51:52.162356,2023-07-17 15:51:54.537772,0 days 00:00:02.375416,1.0937988156428515e-06,gbtree,0.8838277011960526,3.2515386883228227e-06,depthwise,1.6245598215028757e-05,0.05101789088241928,6,6,0.6270901912964111,COMPLETE,514
436,436,0.27816697276655633,2023-07-17 15:24:21.254524,2023-07-17 15:24:25.243883,0 days 00:00:03.989359,0.3354259557718279,gbtree,0.7538002601784055,1.3586303408372558e-07,depthwise,1.5439981808078277e-06,0.031082001954130606,7,4,0.5691718746650907,COMPLETE,2999
919,919,0.27817793079570097,2023-07-17 16:29:16.910055,2023-07-17 16:29:21.666970,0 days 00:00:04.756915,0.000887553545968997,gbtree,0.856320208179526,0.0025009837836412682,depthwise,1.6810957718803307e-05,0.06435578875914529,3,5,0.7415447606280565,COMPLETE,2886
234,234,0.2781823246442273,2023-07-17 14:39:42.194544,2023-07-17 14:39:51.715023,0 days 00:00:09.520479,0.9937444772114431,gbtree,0.9100106960832566,4.936174147314485e-06,depthwise,0.00366290597501205,0.02961664621590862,7,5,0.7284523918065191,COMPLETE,2998
72,72,0.27823764427654996,2023-07-17 14:16:42.854352,2023-07-17 14:16:48.663650,0 days 00:00:05.809298,0.010472631598906192,gbtree,0.8750444993862545,2.530753434657192e-07,lossguide,1.3775429824114454e-06,0.05240560613715066,4,5,0.6384546114148963,COMPLETE,900
478,478,0.27823962765016186,2023-07-17 15:28:56.040779,2023-07-17 15:28:59.231284,0 days 00:00:03.190505,0.014711418748015617,gbtree,0.785542617902864,2.69462550091785e-07,depthwise,0.00014060119208473832,0.0279024532612464,7,6,0.5990611703510549,COMPLETE,855
82,82,0.2782507684771748,2023-07-17 14:17:51.159014,2023-07-17 14:17:57.155423,0 days 00:00:05.996409,0.0016449376022742873,gbtree,0.8397978111524311,1.1435432988704526e-07,lossguide,1.8883055949033538e-07,0.03996040246519386,3,7,0.6836125611894045,COMPLETE,382
853,853,0.27825100672358016,2023-07-17 16:17:14.285640,2023-07-17 16:17:17.896085,0 days 00:00:03.610445,2.5476843754952982e-06,gbtree,0.7206832285481107,5.1777066276994136e-05,depthwise,0.0012713962338716767,0.03270956739280423,4,6,0.7954940008216737,COMPLETE,910
873,873,0.27825159939301575,2023-07-17 16:20:59.022242,2023-07-17 16:21:00.744587,0 days 00:00:01.722345,1.6668810135734868e-05,gbtree,0.7294245112832688,1.0284632051292253e-08,lossguide,0.0669003279115349,0.07130745233849324,6,5,0.5893520294347707,COMPLETE,843
281,281,0.278258756892941,2023-07-17 14:46:34.124512,2023-07-17 14:46:39.484887,0 days 00:00:05.360375,0.3096726324005601,gbtree,0.7693208813189116,1.586898765747421e-06,depthwise,0.35718367116062616,0.053258070087652556,8,6,0.5831705756184706,COMPLETE,2999
369,369,0.27825990679146023,2023-07-17 15:08:45.855702,2023-07-17 15:08:55.447451,0 days 00:00:09.591749,0.024906842498379232,gbtree,0.4272975980069997,4.0335892876068764e-08,lossguide,3.3518041570645274e-06,0.025264877280367595,7,6,0.5915624837576673,COMPLETE,774
421,421,0.27831229602686225,2023-07-17 15:21:08.829947,2023-07-17 15:21:22.116856,0 days 00:00:13.286909,0.0011502043792091042,gbtree,0.7335656095987159,0.00043295801944607577,lossguide,0.009964385436097027,0.01961475278546377,8,4,0.6201927024236025,COMPLETE,741
14,14,0.2783204183753197,2023-07-17 14:11:53.609506,2023-07-17 14:11:56.739751,0 days 00:00:03.130245,0.002456221401226595,gbtree,0.992674699292172,4.833504340079441e-08,lossguide,2.16610905200925e-05,0.030209229768389016,5,8,0.5524725934786464,COMPLETE,1131
812,812,0.27833824755860587,2023-07-17 16:13:08.725112,2023-07-17 16:13:13.405662,0 days 00:00:04.680550,0.9994298933921495,gbtree,0.8605354639838103,0.0006273098939163295,depthwise,0.00020954873584274984,0.02181846749109676,10,5,0.5010298850467327,COMPLETE,447
335,335,0.2783482018265885,2023-07-17 14:57:54.853885,2023-07-17 14:58:25.209061,0 days 00:00:30.355176,0.25012903268730946,gbtree,0.6746162328380557,7.881692209037451e-05,depthwise,7.79618075878008e-07,0.005539597694623195,6,7,0.5987841848859996,COMPLETE,240
61,61,0.2783552422084272,2023-07-17 14:15:27.765612,2023-07-17 14:15:31.732583,0 days 00:00:03.966971,0.033592612648670084,gbtree,0.8714641300763084,2.844767972436339e-07,lossguide,4.37086228439539e-06,0.07558950019284674,4,5,0.6448316335589586,COMPLETE,250
559,559,0.27835922443437544,2023-07-17 15:36:57.062490,2023-07-17 15:37:00.193820,0 days 00:00:03.131330,1.203225115421973e-05,gbtree,0.6794394468975835,0.009734184987825984,lossguide,6.11810155723496e-05,0.028285714981359265,3,4,0.5416915985886351,COMPLETE,2998
715,715,0.27836413552527384,2023-07-17 15:56:33.621510,2023-07-17 15:56:38.395488,0 days 00:00:04.773978,1.8355032887358192e-08,gbtree,0.8739282020331519,0.07161493350812029,depthwise,4.287397504865781e-06,0.01825500333852913,7,5,0.5639155716897445,COMPLETE,765
468,468,0.2783741831548552,2023-07-17 15:27:55.752772,2023-07-17 15:27:58.442260,0 days 00:00:02.689488,2.4743947834246284e-05,gbtree,0.8694060981140385,4.369322189482879e-05,depthwise,7.539592855218735e-06,0.054784947500550824,8,6,0.5816422813492721,COMPLETE,522
440,440,0.2783794445925948,2023-07-17 15:24:50.165341,2023-07-17 15:24:53.671094,0 days 00:00:03.505753,0.05489112728857156,gbtree,0.526476248093471,9.606158212646602e-07,depthwise,1.635916202831596e-07,0.037356199127025536,5,6,0.837012966480635,COMPLETE,2999
306,306,0.2784051656172844,2023-07-17 14:51:21.105756,2023-07-17 14:51:56.285443,0 days 00:00:35.179687,0.4398872613113895,gbtree,0.9197709124609026,4.4700307745880764e-07,depthwise,0.2576171692575485,0.004838713016908664,7,6,0.6072074034697945,COMPLETE,371
25,25,0.2784107650201044,2023-07-17 14:12:47.855933,2023-07-17 14:12:49.444528,0 days 00:00:01.588595,0.0005517615880775077,gbtree,0.9110286680611788,4.926266722653831e-06,lossguide,2.017258000020191e-05,0.05900002910907048,4,7,0.40132571234308134,COMPLETE,618
352,352,0.2784269446880939,2023-07-17 15:05:15.326448,2023-07-17 15:05:30.647738,0 days 00:00:15.321290,0.06398407600098349,gbtree,0.4934836662074023,4.892762180184062e-07,depthwise,0.31527198278481827,0.0166867305336445,7,5,0.9302087177682851,COMPLETE,648
705,705,0.2784296873697445,2023-07-17 15:55:23.723831,2023-07-17 15:55:27.490688,0 days 00:00:03.766857,0.002464815982587196,gbtree,0.8515437300792759,5.103489890707805e-06,lossguide,7.580561061304927e-05,0.02951953715371969,7,6,0.7386513306366805,COMPLETE,2999
940,940,0.278438527850762,2023-07-17 16:33:46.302740,2023-07-17 16:33:50.070922,0 days 00:00:03.768182,0.6749277754861747,gbtree,0.9596759508071907,5.200316333409827e-06,depthwise,0.9969364378317018,0.04738145099844689,8,6,0.6927820481543463,COMPLETE,517
272,272,0.2784689244855234,2023-07-17 14:45:02.974336,2023-07-17 14:45:10.393676,0 days 00:00:07.419340,0.76575171267553,gbtree,0.43950022033282654,1.7014948955996153e-05,depthwise,0.5264159795113276,0.050455735161511014,10,7,0.6110761022459923,COMPLETE,781
97,97,0.27847867033958545,2023-07-17 14:19:59.831704,2023-07-17 14:20:11.770921,0 days 00:00:11.939217,0.0004896204632387956,gbtree,0.7880079146482991,1.02637404414165e-08,lossguide,1.572541674907524e-07,0.021602778077925582,3,7,0.6100700328440637,COMPLETE,526
962,962,0.27855023456343186,2023-07-17 16:36:22.692782,2023-07-17 16:36:25.886942,0 days 00:00:03.194160,0.0009870375889639291,gbtree,0.817949811214255,6.080342840594884e-05,depthwise,2.024716397933715e-05,0.028931367752953626,7,6,0.464195108485536,COMPLETE,758
64,64,0.2785532515602085,2023-07-17 14:15:42.115501,2023-07-17 14:15:50.065616,0 days 00:00:07.950115,0.1955197762420785,gbtree,0.9375292066671862,7.712177728538607e-07,lossguide,7.020410305158395e-06,0.03205891634579855,5,10,0.6740111761602955,COMPLETE,2999
359,359,0.27856980232430506,2023-07-17 15:06:47.447872,2023-07-17 15:06:52.404696,0 days 00:00:04.956824,0.0010053628674457481,gbtree,0.8136782718434302,6.404316425819301e-07,depthwise,0.9933726852803122,0.06125812492354958,6,6,0.6137025840876109,COMPLETE,1188
56,56,0.2786057619164383,2023-07-17 14:14:49.474282,2023-07-17 14:14:56.089759,0 days 00:00:06.615477,0.2899935232809585,gbtree,0.8136375265980246,1.8408579492409104e-06,lossguide,1.626085293436002e-05,0.03949740502494588,5,6,0.5806519877919646,COMPLETE,2999
194,194,0.2786059073793865,2023-07-17 14:33:51.380042,2023-07-17 14:33:59.716636,0 days 00:00:08.336594,0.03535098641482462,gbtree,0.7831626838694578,2.825565633796939e-07,depthwise,1.773169729359701e-06,0.024433242930512168,6,5,0.5476420131130938,COMPLETE,655
365,365,0.27863590435282837,2023-07-17 15:07:40.504892,2023-07-17 15:07:49.950543,0 days 00:00:09.445651,0.9883689446121304,gbtree,0.6602228128084786,6.517162982072894e-06,depthwise,3.190326678732391e-05,0.033568635928182586,6,5,0.5359136494230541,COMPLETE,794
898,898,0.2786368346857313,2023-07-17 16:24:59.297446,2023-07-17 16:25:04.384499,0 days 00:00:05.087053,0.3949894904634333,gbtree,0.7333600521053538,5.8346703931720096e-08,depthwise,2.0224624657865853e-08,0.02126173744931324,4,6,0.6895583153439717,COMPLETE,979
980,980,0.27865480396023046,2023-07-17 16:38:49.362354,2023-07-17 16:38:53.512680,0 days 00:00:04.150326,0.0016628009902150732,gbtree,0.9010204877202715,4.30737478566874e-05,depthwise,0.2443378397492622,0.031090505251117437,6,5,0.8387016148668612,COMPLETE,2999
263,263,0.2786782108303607,2023-07-17 14:43:15.531123,2023-07-17 14:43:21.746621,0 days 00:00:06.215498,0.16845970742864458,gbtree,0.8870694598602721,2.7975276663220437e-06,depthwise,0.28478800225123746,0.04767654929701216,10,6,0.6898304468181486,COMPLETE,2982
330,330,0.27868918035984047,2023-07-17 14:57:15.710654,2023-07-17 14:57:24.793182,0 days 00:00:09.082528,0.5504125893995665,gbtree,0.41541074503049785,1.4827549201779883e-06,lossguide,7.458920675313007e-06,0.024235476655119537,8,6,0.5839450012069025,COMPLETE,1228
179,179,0.27869155344355345,2023-07-17 14:30:55.783905,2023-07-17 14:31:10.634301,0 days 00:00:14.850396,0.00477446504756332,gbtree,0.7597490079841329,4.866672697290958e-08,depthwise,1.3104556759404815e-05,0.015465552969694579,5,5,0.6118785240293434,COMPLETE,1073
994,994,0.2787024636974915,2023-07-17 16:40:35.796855,2023-07-17 16:40:38.206309,0 days 00:00:02.409454,0.18574396106826893,gbtree,0.618767614193044,0.024837285887558177,depthwise,1.7981028345830575e-05,0.04235593619948759,9,4,0.5337048382110012,COMPLETE,1106
756,756,0.27870411779144344,2023-07-17 16:03:26.269777,2023-07-17 16:03:32.065191,0 days 00:00:05.795414,0.015790934630355066,gbtree,0.7172652461263811,8.128039670606986e-08,depthwise,1.5655525302944057e-07,0.02441514786823117,3,5,0.5604158593193572,COMPLETE,772
800,800,0.2787103480762324,2023-07-17 16:11:06.016436,2023-07-17 16:11:07.731314,0 days 00:00:01.714878,6.408385524768759e-05,gbtree,0.4937579883007186,1.8072277208375646e-07,depthwise,0.17831531199442005,0.08640525217033694,8,6,0.5877291466202392,COMPLETE,535
158,158,0.2787108582640978,2023-07-17 14:27:16.305363,2023-07-17 14:27:20.804207,0 days 00:00:04.498844,0.0833280617011876,gbtree,0.8843954320047889,5.3067184640068395e-08,depthwise,2.850089062730143e-06,0.08006307159832866,6,4,0.5405645108974242,COMPLETE,2999
542,542,0.2787273965192615,2023-07-17 15:35:17.158067,2023-07-17 15:35:18.922551,0 days 00:00:01.764484,5.398823156296095e-06,gbtree,0.8166394582123301,3.5957792477734756e-05,depthwise,3.9628835274974874e-07,0.07313650235703587,4,4,0.5051281190176355,COMPLETE,668
571,571,0.2787604634640527,2023-07-17 15:38:16.370584,2023-07-17 15:38:18.606672,0 days 00:00:02.236088,0.022846072011677612,gbtree,0.714993333014405,0.5865874928255929,depthwise,1.915615548112618e-06,0.05142252808993474,6,4,0.4951839600281296,COMPLETE,808
832,832,0.27876488515622955,2023-07-17 16:15:06.682378,2023-07-17 16:15:20.144350,0 days 00:00:13.461972,0.09404751108195117,gbtree,0.8821627081092476,8.597691583486654e-05,lossguide,1.3479534816542138e-05,0.004066485215294195,8,6,0.5802289055028237,COMPLETE,2976
703,703,0.2788046161402373,2023-07-17 15:55:14.700200,2023-07-17 15:55:21.074836,0 days 00:00:06.374636,6.4348290416195694e-06,gbtree,0.8656450613497584,3.267519679086096e-05,depthwise,8.160450557666056e-06,0.014645251771501272,8,4,0.6853118220269163,COMPLETE,2999
820,820,0.2788257525001595,2023-07-17 16:14:11.326004,2023-07-17 16:14:13.456750,0 days 00:00:02.130746,9.036973870240143e-05,gbtree,0.7085594762069249,1.8402502238813225e-06,depthwise,0.005110142209370128,0.05147741174672722,9,5,0.5544940687504466,COMPLETE,2998
950,950,0.2788426980580092,2023-07-17 16:34:52.194532,2023-07-17 16:34:54.260968,0 days 00:00:02.066436,0.0006696396691284152,gbtree,0.6473787104084897,1.3514952894487955e-08,depthwise,2.4733117762369065e-07,0.06198950512737744,4,3,0.6527727797167927,COMPLETE,1003
661,661,0.2788597052519364,2023-07-17 15:49:44.105660,2023-07-17 15:49:47.906966,0 days 00:00:03.801306,0.012978277356427793,gbtree,0.8504316044223106,3.79960379591773e-05,depthwise,0.08658665599360103,0.028403599018925096,6,10,0.6718614815813373,COMPLETE,2918
60,60,0.27887955877000326,2023-07-17 14:15:18.370351,2023-07-17 14:15:27.764749,0 days 00:00:09.394398,0.08798420957005851,gbtree,0.7479588855200308,9.763200307495967e-06,lossguide,0.00010008489027441903,0.02642834848449749,9,5,0.7338443312079763,COMPLETE,434
11,11,0.2789225758216093,2023-07-17 14:11:38.433397,2023-07-17 14:11:47.087079,0 days 00:00:08.653682,1.1487799976900842e-08,gbtree,0.995740467000445,4.477392265838866e-05,depthwise,0.1823058994005107,0.009633302434026464,5,7,0.594518189304369,COMPLETE,896
494,494,0.27894781029504145,2023-07-17 15:31:02.557423,2023-07-17 15:31:06.974736,0 days 00:00:04.417313,0.25354031874052024,gbtree,0.4559869631573202,7.280222059454824e-06,lossguide,0.35050126163739376,0.019536281117549688,7,6,0.5250201587939254,COMPLETE,2981
4,4,0.27896859606150537,2023-07-17 14:08:38.495129,2023-07-17 14:09:00.265376,0 days 00:00:21.770247,1.709137188924627e-08,gbtree,0.8271196503266198,3.6399035039848574e-05,depthwise,0.001522629661075186,0.009719679120613552,6,7,0.8256922593231341,COMPLETE,1376
186,186,0.27898746429462884,2023-07-17 14:32:03.450219,2023-07-17 14:32:11.099706,0 days 00:00:07.649487,0.04686855963290675,gbtree,0.7084152340632005,3.955589401604666e-08,depthwise,2.284293382336465e-05,0.0289764698875717,7,5,0.5748860924867665,COMPLETE,1088
781,781,0.2790445114363801,2023-07-17 16:07:55.247483,2023-07-17 16:07:59.800253,0 days 00:00:04.552770,0.02619432814032169,gbtree,0.9781416459822123,0.06399931540114304,depthwise,0.268914861920497,0.03875332157363153,5,5,0.6738771280979364,COMPLETE,514
307,307,0.2790448522023756,2023-07-17 14:51:56.286162,2023-07-17 14:52:04.268257,0 days 00:00:07.982095,0.004593080395656388,gbtree,0.7347585772651783,7.989205990359388e-08,depthwise,5.3061892351436585e-05,0.029431167950075842,9,5,0.5326626934199942,COMPLETE,2998
846,846,0.2790501073616146,2023-07-17 16:16:39.206647,2023-07-17 16:16:42.164340,0 days 00:00:02.957693,0.00011568989682566681,gbtree,0.48011668919739503,0.0008044577994458576,depthwise,9.657698772494057e-06,0.034027979690059065,7,4,0.664770540859012,COMPLETE,841
442,442,0.2790511295131725,2023-07-17 15:25:15.929135,2023-07-17 15:25:19.197445,0 days 00:00:03.268310,0.7207440177057651,gbtree,0.8721652134701566,3.6220299933108146e-06,lossguide,8.500395382684638e-06,0.04548898429124919,8,9,0.5902626471421245,COMPLETE,2999
903,903,0.2790594112398446,2023-07-17 16:25:45.932839,2023-07-17 16:25:59.515555,0 days 00:00:13.582716,0.00652479469454593,gbtree,0.7661387353046548,5.096681335235665e-07,lossguide,5.65157096790274e-06,0.0037772751404930587,3,5,0.6102950767516181,COMPLETE,582
947,947,0.27908973782092616,2023-07-17 16:34:28.118361,2023-07-17 16:34:32.900101,0 days 00:00:04.781740,0.1644747331716591,gbtree,0.8676362309100759,1.0895876964298419e-07,depthwise,4.464491105763958e-06,0.01885213164422608,10,6,0.49358583993499144,COMPLETE,2996
184,184,0.2790908565790338,2023-07-17 14:31:46.802287,2023-07-17 14:31:56.485799,0 days 00:00:09.683512,0.10003343206573827,gbtree,0.7418617253631478,2.094861080687796e-07,depthwise,6.472732215235502e-06,0.025813686753135782,7,5,0.5926621140351948,COMPLETE,548
797,797,0.2790921694585071,2023-07-17 16:10:42.658444,2023-07-17 16:10:46.134887,0 days 00:00:03.476443,0.48113365006170206,gbtree,0.4699015654821497,3.606482450181086e-07,depthwise,5.259641940568444e-05,0.03182488236309775,3,4,0.5966904604355726,COMPLETE,1114
767,767,0.2790927655157486,2023-07-17 16:05:41.859934,2023-07-17 16:05:46.524169,0 days 00:00:04.664235,5.908402590750058e-07,gbtree,0.8688026843836911,1.5379170809924347e-06,depthwise,4.087682926307194e-06,0.04749980088811086,8,4,0.6014346412893518,COMPLETE,507
348,348,0.27910728828836656,2023-07-17 15:03:36.171502,2023-07-17 15:03:56.764012,0 days 00:00:20.592510,0.9978258063444289,gbtree,0.8757833154091006,5.275125835133264e-08,depthwise,1.271927805763657e-05,0.011074655733750315,6,8,0.6419122260892308,COMPLETE,1450
859,859,0.27912534567994013,2023-07-17 16:18:06.125731,2023-07-17 16:18:08.289988,0 days 00:00:02.164257,8.533213209218147e-08,gbtree,0.8490470657447563,6.051395070051839e-06,depthwise,5.5308156040355037e-08,0.058677658051015734,7,4,0.622119828893085,COMPLETE,2995
876,876,0.27919360483969513,2023-07-17 16:21:27.351898,2023-07-17 16:21:30.067090,0 days 00:00:02.715192,9.278838759129126e-05,gbtree,0.8834821153508456,1.1538661238593096e-07,depthwise,4.561108172643711e-06,0.04228620455146,7,5,0.6018071612109192,COMPLETE,2999
723,723,0.2792137244441051,2023-07-17 15:57:15.880928,2023-07-17 15:57:18.697394,0 days 00:00:02.816466,0.022141117132420587,gbtree,0.6101354157648244,6.514213903025413e-06,depthwise,1.2025790622098771e-05,0.04453050408562435,7,4,0.8530406634623107,COMPLETE,674
180,180,0.2792178719122182,2023-07-17 14:31:10.635092,2023-07-17 14:31:21.967540,0 days 00:00:11.332448,0.019812065450908183,gbtree,0.7626806440962617,1.7960485987292595e-05,depthwise,1.3281754183546445e-06,0.02205857443398541,6,5,0.5845572962886603,COMPLETE,2999
356,356,0.27921817256179327,2023-07-17 15:06:23.005879,2023-07-17 15:06:31.207557,0 days 00:00:08.201678,0.6168034520002625,gbtree,0.6476681083914956,1.0711793220790102e-07,lossguide,0.0012706638018578121,0.03015450008240597,8,5,0.585249364081736,COMPLETE,804
340,340,0.2793940392190586,2023-07-17 14:59:55.654413,2023-07-17 15:00:00.314948,0 days 00:00:04.660535,0.7356348650469822,gbtree,0.8047036141475338,2.9552613096404832e-08,depthwise,0.0002818409851670089,0.08235877801162136,8,6,0.6856311301669226,COMPLETE,419
119,119,0.2794001029384825,2023-07-17 14:22:15.448983,2023-07-17 14:22:19.767575,0 days 00:00:04.318592,0.0008956766425226169,gbtree,0.8684408065566099,1.0190686615847954e-07,lossguide,3.98223373981866e-05,0.06934837051037218,9,9,0.6462135303020836,COMPLETE,610
402,402,0.27942235249530406,2023-07-17 15:17:16.464330,2023-07-17 15:17:21.982383,0 days 00:00:05.518053,0.00011440641780349956,gbtree,0.7923128519575217,2.2416759931829863e-06,depthwise,0.0003511120295007718,0.0469820943053506,7,7,0.5546889034745347,COMPLETE,1777
63,63,0.2794523677544549,2023-07-17 14:15:37.394880,2023-07-17 14:15:42.114717,0 days 00:00:04.719837,0.006474661180151424,gbtree,0.8510331389357286,1.506443414183623e-07,lossguide,1.7122752912803003e-05,0.057981379691131305,3,5,0.6512159839097875,COMPLETE,549
501,501,0.2794693166269223,2023-07-17 15:31:53.665853,2023-07-17 15:31:55.945041,0 days 00:00:02.279188,0.7088811055736939,gbtree,0.5809816415154465,2.0299695085332257e-07,depthwise,4.438680358291176e-05,0.0533310258475804,3,5,0.5901157809986668,COMPLETE,490
430,430,0.2794908610656384,2023-07-17 15:22:48.605669,2023-07-17 15:22:55.311219,0 days 00:00:06.705550,9.464008294580452e-06,gbtree,0.6775754199435253,3.148856171038047e-06,lossguide,0.08623249547451145,0.01658510886002751,8,5,0.551702747849485,COMPLETE,862
384,384,0.2795132540553864,2023-07-17 15:12:04.498348,2023-07-17 15:12:43.988101,0 days 00:00:39.489753,0.0012184696984528238,gbtree,0.5417261613188458,1.3697450488402166e-06,depthwise,0.023487969119904792,0.0034452053188519433,7,5,0.7150332943017063,COMPLETE,890
223,223,0.2795171572954722,2023-07-17 14:37:49.789024,2023-07-17 14:37:57.590496,0 days 00:00:07.801472,0.0012976434432941304,gbtree,0.7135731686048933,1.0552509036569146e-05,depthwise,1.5594439913835103e-05,0.02675239560832011,5,5,0.5974732723445476,COMPLETE,291
669,669,0.279530368924838,2023-07-17 15:51:02.066130,2023-07-17 15:51:03.488638,0 days 00:00:01.422508,0.10638263407952568,gbtree,0.6580380665307409,1.0259280020219223e-08,depthwise,2.8534753081337224e-05,0.09704987717666802,6,6,0.5827644438460705,COMPLETE,577
123,123,0.27954688889838897,2023-07-17 14:22:39.900836,2023-07-17 14:22:45.365969,0 days 00:00:05.465133,0.0016788343696885364,gbtree,0.8224852697095872,1.4875636857539337e-08,lossguide,3.3300530546851246e-06,0.056862401871285044,7,6,0.6531816861107439,COMPLETE,508
212,212,0.2795997780484935,2023-07-17 14:36:13.485055,2023-07-17 14:36:17.995004,0 days 00:00:04.509949,0.0022619811263938686,gbtree,0.712046967745609,5.189057555258262e-07,depthwise,9.705513362796326e-07,0.0696630733060923,6,5,0.6597466381824632,COMPLETE,521
689,689,0.27960057832666607,2023-07-17 15:53:46.233422,2023-07-17 15:53:55.811816,0 days 00:00:09.578394,8.406409151215702e-05,gbtree,0.9439133379683621,0.0036424836828569717,depthwise,4.412117002230312e-07,0.008877025231779356,9,8,0.6641368213317099,COMPLETE,713
631,631,0.2796170719379242,2023-07-17 15:45:35.709037,2023-07-17 15:45:38.834652,0 days 00:00:03.125615,0.0020161481718894967,gbtree,0.7468180503087618,1.884939151286222e-08,depthwise,0.0023804415060428774,0.0259059952984297,3,6,0.4747058615119074,COMPLETE,821
630,630,0.2796222362641443,2023-07-17 15:45:32.835367,2023-07-17 15:45:35.708146,0 days 00:00:02.872779,0.007144167987452998,gbtree,0.6219747265242587,3.4035625820371384e-05,lossguide,2.4231520349027125e-06,0.039719253006900414,6,5,0.615501492424592,COMPLETE,685
87,87,0.2796370601061652,2023-07-17 14:18:33.392385,2023-07-17 14:18:37.634124,0 days 00:00:04.241739,8.30511596162193e-05,gbtree,0.9168999183401664,2.1195866864956032e-08,lossguide,4.567762634586867e-07,0.09933939256462557,10,5,0.69408817721435,COMPLETE,2999
905,905,0.27964670412096665,2023-07-17 16:26:02.644862,2023-07-17 16:26:04.897840,0 days 00:00:02.252978,6.956216496327091e-07,gbtree,0.9319051844214487,0.0014000833366119363,depthwise,8.94482491735943e-08,0.048123313596318426,6,6,0.6445417597330664,COMPLETE,913
511,511,0.2796691225449864,2023-07-17 15:32:56.718562,2023-07-17 15:33:00.269271,0 days 00:00:03.550709,0.0014230816316252474,gbtree,0.8385165363444932,5.76298033413421e-07,lossguide,0.00042986707318185485,0.025669581149759094,10,6,0.5117272987832749,COMPLETE,587
602,602,0.27967937613531,2023-07-17 15:42:27.661135,2023-07-17 15:42:41.230345,0 days 00:00:13.569210,0.05221824047945049,gbtree,0.7453584006552149,1.0756040752057626e-05,depthwise,3.90856214468635e-06,0.003963689528204438,6,6,0.6049504401561832,COMPLETE,373
