,number,value,datetime_start,datetime_complete,duration,params_bagging_freq,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_num_leaves,state
379,379,0.3936496113753399,2023-06-11 15:16:44.140748,2023-06-11 15:16:44.226482,0 days 00:00:00.085734,1,0.6549878467758445,0.00020743252015649892,5.3953804630077156e-05,0.14281204183083013,186,6,20,49,PRUNED
607,607,0.39477872113861123,2023-06-11 15:17:35.343230,2023-06-11 15:17:35.455721,0 days 00:00:00.112491,4,0.3045038989513358,9.797897408170247e-06,2.219933409668969e-07,0.1546868639328776,49,4,23,36,PRUNED
647,647,0.39553332151619514,2023-06-11 15:17:39.921550,2023-06-11 15:17:40.031915,0 days 00:00:00.110365,4,0.3169485058682329,1.6556454847518447e-05,0.014042919548999956,0.20106784067711572,80,4,25,55,PRUNED
837,837,0.3958168190375587,2023-06-11 15:18:18.244969,2023-06-11 15:18:18.364830,0 days 00:00:00.119861,6,0.6999381674393522,2.8954837997479223e-06,6.88877309067302e-07,0.21417809970271906,82,4,31,56,PRUNED
954,954,0.3958738628686908,2023-06-11 15:18:37.753135,2023-06-11 15:18:37.886697,0 days 00:00:00.133562,7,0.6319207632658475,4.56974531511019e-06,0.00034002193741426885,0.1275388104377678,131,6,19,58,PRUNED
821,821,0.3961034303017613,2023-06-11 15:18:16.215308,2023-06-11 15:18:16.336378,0 days 00:00:00.121070,5,0.514582504912712,1.5870149979015798e-08,0.0008461079310631574,0.15156541096673404,70,4,20,57,PRUNED
297,297,0.396850487494969,2023-06-11 15:16:19.260179,2023-06-11 15:16:19.339396,0 days 00:00:00.079217,1,0.6709222649926967,1.3589203456529544e-05,1.3920946210270441e-06,0.22369420699424208,58,9,33,32,PRUNED
388,388,0.39699601785478567,2023-06-11 15:16:44.958877,2023-06-11 15:16:45.046978,0 days 00:00:00.088101,4,0.6272451824261096,0.00016898387522524738,2.9491464405196277e-07,0.17476689496398706,227,6,17,37,PRUNED
744,744,0.3991783974246685,2023-06-11 15:17:56.272158,2023-06-11 15:17:56.414247,0 days 00:00:00.142089,6,0.6911639751516055,0.01664456423794529,2.8754391643216438e-08,0.18167954448834756,158,7,10,61,PRUNED
620,620,0.3992610527104574,2023-06-11 15:17:36.819429,2023-06-11 15:17:36.928113,0 days 00:00:00.108684,3,0.3735171625107899,3.40666925828801e-07,6.156953966326852e-06,0.21811386618453932,142,5,36,20,PRUNED
358,358,0.39944732665546856,2023-06-11 15:16:37.738968,2023-06-11 15:16:37.831046,0 days 00:00:00.092078,1,0.541367600008511,0.0011063345434739929,3.1061701628935676e-07,0.14974232437987178,199,6,27,28,PRUNED
595,595,0.3999022499356988,2023-06-11 15:17:34.032423,2023-06-11 15:17:34.135793,0 days 00:00:00.103370,6,0.5253533689917297,0.0025436379944382198,6.670902366412803e-05,0.1785321327891331,156,4,6,22,PRUNED
376,376,0.40003843534489014,2023-06-11 15:16:43.860115,2023-06-11 15:16:43.949325,0 days 00:00:00.089210,1,0.6943619840672505,1.008527383354037e-08,8.718525880333815e-05,0.10776281075481826,165,7,19,31,PRUNED
556,556,0.4001262933256222,2023-06-11 15:17:26.875211,2023-06-11 15:17:26.982507,0 days 00:00:00.107296,6,0.4375883204754231,4.557282539673348e-06,2.0336111778166058e-07,0.16503519399763478,75,4,16,56,PRUNED
849,849,0.40029985885585184,2023-06-11 15:18:19.936411,2023-06-11 15:18:20.070680,0 days 00:00:00.134269,6,0.6655795319897216,0.0009208258099993799,1.5009334344659658e-07,0.10757341292045969,119,4,17,32,PRUNED
606,606,0.40030662120103994,2023-06-11 15:17:35.234074,2023-06-11 15:17:35.342628,0 days 00:00:00.108554,6,0.5711151981822751,0.025731504492295644,2.057939669088854e-08,0.12205386429742532,72,6,18,38,PRUNED
445,445,0.40102363380118855,2023-06-11 15:16:54.897325,2023-06-11 15:16:54.993740,0 days 00:00:00.096415,5,0.5595132303434223,0.02314196276724417,0.06622350288252808,0.20892746449815802,146,4,29,38,PRUNED
926,926,0.4014050903484301,2023-06-11 15:18:32.105338,2023-06-11 15:18:32.234288,0 days 00:00:00.128950,5,0.6199130854824557,4.7356108507511465e-06,2.665542405660868e-06,0.11587632773642276,118,7,16,22,PRUNED
728,728,0.4016510229723092,2023-06-11 15:17:54.241094,2023-06-11 15:17:54.360449,0 days 00:00:00.119355,7,0.45018927837742395,0.005786619570337277,1.2456762341050625e-06,0.2375144592174058,185,6,42,62,PRUNED
649,649,0.4027015669529521,2023-06-11 15:17:40.156437,2023-06-11 15:17:40.270187,0 days 00:00:00.113750,5,0.6291403088347004,3.6060808110105935e-06,3.0228861815814873e-07,0.13979577298319562,92,4,14,42,PRUNED
481,481,0.40339279514955334,2023-06-11 15:17:14.338175,2023-06-11 15:17:14.430938,0 days 00:00:00.092763,6,0.621438526559973,1.8922945537492975e-08,2.0008653921770545e-07,0.13325877672501252,182,5,26,38,PRUNED
222,222,0.40431947264426404,2023-06-11 15:15:47.386860,2023-06-11 15:15:47.463614,0 days 00:00:00.076754,5,0.6241643078458119,0.001861175048243272,2.493142363859729e-07,0.1754748784288046,81,4,48,60,PRUNED
904,904,0.40455438238822183,2023-06-11 15:18:29.137721,2023-06-11 15:18:29.286190,0 days 00:00:00.148469,6,0.5898226984580203,3.298980150861958e-06,4.779481594822251e-06,0.13649335502084878,192,4,24,37,PRUNED
547,547,0.4047955646096221,2023-06-11 15:17:25.853583,2023-06-11 15:17:25.980035,0 days 00:00:00.126452,6,0.6799528301662541,0.007999264054001927,8.893807475798546e-07,0.1484622470132246,163,4,11,58,PRUNED
483,483,0.40486855326411314,2023-06-11 15:17:14.537530,2023-06-11 15:17:14.632319,0 days 00:00:00.094789,6,0.6389344581787276,1.261357497172775e-05,0.0001964651549477757,0.11551381237855164,100,4,20,50,PRUNED
395,395,0.4051257004256653,2023-06-11 15:16:47.749152,2023-06-11 15:16:47.838145,0 days 00:00:00.088993,6,0.5138224659903102,0.0011016121183519995,1.1271512319126161e-05,0.11696203531447848,160,4,12,58,PRUNED
414,414,0.40636632109468085,2023-06-11 15:16:49.535198,2023-06-11 15:16:49.630614,0 days 00:00:00.095416,2,0.6557452505164723,1.8921418059882476e-05,2.3361598211153664e-07,0.10099465654819358,87,4,19,23,PRUNED
451,451,0.4065869785201687,2023-06-11 15:16:57.739013,2023-06-11 15:16:57.831576,0 days 00:00:00.092563,3,0.4840696990937411,2.364524655737564e-05,1.9929848882295925e-07,0.11036484699457509,87,7,21,46,PRUNED
422,422,0.40674967601988476,2023-06-11 15:16:50.353730,2023-06-11 15:16:50.442955,0 days 00:00:00.089225,7,0.6120829757927742,0.0001654651852222271,0.9261380531496576,0.13500200544960897,83,6,28,34,PRUNED
899,899,0.407130033826685,2023-06-11 15:18:28.461352,2023-06-11 15:18:28.590886,0 days 00:00:00.129534,6,0.6581148561875294,4.537067182857022e-05,7.479052414455854e-08,0.11847508655164518,96,4,17,59,PRUNED
75,75,0.40722260612170785,2023-06-11 15:14:13.531052,2023-06-11 15:14:13.600437,0 days 00:00:00.069385,6,0.6217278818181863,6.0614034819604156e-05,5.315435021497328e-08,0.07386124791996229,220,5,36,60,PRUNED
387,387,0.4075061214051043,2023-06-11 15:16:44.868421,2023-06-11 15:16:44.958154,0 days 00:00:00.089733,7,0.6611066828959548,0.004014026701282715,1.7400859675892067e-08,0.1278182890985146,100,4,14,20,PRUNED
950,950,0.40869938257761856,2023-06-11 15:18:37.219609,2023-06-11 15:18:37.349883,0 days 00:00:00.130274,7,0.6469820937726186,0.0002763848288179305,2.531810490981947e-07,0.15505129206643734,171,4,20,35,PRUNED
836,836,0.4087111309149079,2023-06-11 15:18:18.120044,2023-06-11 15:18:18.244296,0 days 00:00:00.124252,1,0.36791430253544843,0.05190437667501157,0.004171392267902473,0.1555861377467175,154,5,16,58,PRUNED
853,853,0.4087115499277144,2023-06-11 15:18:20.467334,2023-06-11 15:18:20.592353,0 days 00:00:00.125019,6,0.5178470705021032,1.929531308196118e-05,1.0849198322142224e-06,0.13932801370138548,96,7,16,58,PRUNED
709,709,0.40913897894383394,2023-06-11 15:17:51.840171,2023-06-11 15:17:51.959299,0 days 00:00:00.119128,6,0.6677532448535622,1.842747190144473e-06,1.6523915303370527e-06,0.10835580368404314,164,4,19,59,PRUNED
369,369,0.4095321466136816,2023-06-11 15:16:43.189911,2023-06-11 15:16:43.283163,0 days 00:00:00.093252,6,0.5623299668588599,5.291611024212639e-08,4.504738311660306e-06,0.1348503588857426,146,6,13,41,PRUNED
636,636,0.40968251798306493,2023-06-11 15:17:38.646907,2023-06-11 15:17:38.759537,0 days 00:00:00.112630,5,0.5368328764393812,0.005080332376614383,4.070725093544562e-07,0.1253072601835403,102,10,20,58,PRUNED
314,314,0.41083816558267416,2023-06-11 15:16:29.500240,2023-06-11 15:16:29.581238,0 days 00:00:00.080998,7,0.6921270202421097,2.049125525270097e-06,1.1669340354385687e-07,0.1286311008410955,129,4,30,60,PRUNED
896,896,0.4114334744705451,2023-06-11 15:18:28.070754,2023-06-11 15:18:28.195339,0 days 00:00:00.124585,3,0.6308591902345544,0.012115802126647767,1.7114224741892225e-08,0.16125763742995108,170,4,28,38,PRUNED
842,842,0.41174403209735855,2023-06-11 15:18:18.881714,2023-06-11 15:18:19.007479,0 days 00:00:00.125765,1,0.6572501759720654,4.075868748408638,5.692069507682318e-08,0.17686582764881179,167,4,26,54,PRUNED
778,778,0.4120082046852689,2023-06-11 15:18:08.220879,2023-06-11 15:18:08.342760,0 days 00:00:00.121881,3,0.6345719852352057,5.6448380047022235,4.67734750978915e-07,0.14569086413330107,93,4,20,63,PRUNED
162,162,0.4120573390075929,2023-06-11 15:15:22.463238,2023-06-11 15:15:22.534411,0 days 00:00:00.071173,5,0.6220736437201925,7.200017909272819e-06,1.4383861122709858e-06,0.09437245719315847,91,4,20,60,PRUNED
553,553,0.4124489630493109,2023-06-11 15:17:26.539708,2023-06-11 15:17:26.647260,0 days 00:00:00.107552,5,0.6905762638807098,2.0851114592931026e-08,1.0047290017405055e-08,0.11145599238068839,153,5,14,53,PRUNED
871,871,0.4126303222761612,2023-06-11 15:18:22.845904,2023-06-11 15:18:22.974289,0 days 00:00:00.128385,6,0.6224704747455639,0.010112449869702257,3.473723928081602e-05,0.20447455131564535,190,4,13,49,PRUNED
840,840,0.4126363163894139,2023-06-11 15:18:18.627162,2023-06-11 15:18:18.758100,0 days 00:00:00.130938,6,0.647008728626093,0.0035453420745236303,2.0781967895408305e-06,0.1266729163092805,62,4,23,35,PRUNED
586,586,0.4128533713747118,2023-06-11 15:17:32.983389,2023-06-11 15:17:33.093732,0 days 00:00:00.110343,5,0.4415626390584071,0.0008869268338427699,2.7163992557050677e-07,0.16121557413269083,104,4,24,35,PRUNED
235,235,0.41285860977474753,2023-06-11 15:15:57.549405,2023-06-11 15:15:57.623427,0 days 00:00:00.074022,6,0.5844577005882413,0.005993359807592321,2.2392411617658713e-06,0.11900245690426911,113,4,19,60,PRUNED
362,362,0.41334939164323725,2023-06-11 15:16:38.139379,2023-06-11 15:16:38.224891,0 days 00:00:00.085512,6,0.6228084743687428,5.494505695687077e-06,0.009439875927222632,0.11838543317017207,110,4,30,21,PRUNED
743,743,0.41408864106228993,2023-06-11 15:17:56.150610,2023-06-11 15:17:56.271363,0 days 00:00:00.120753,7,0.6579367322540696,0.0020966542151748435,1.0189736140083043e-07,0.1299265180466859,70,4,28,58,PRUNED
591,591,0.41472911071245727,2023-06-11 15:17:33.593779,2023-06-11 15:17:33.699241,0 days 00:00:00.105462,6,0.6270061579418804,0.0002952105308674372,4.612087721375429e-06,0.13603550254524693,161,4,11,52,PRUNED
404,404,0.4148751248944763,2023-06-11 15:16:48.576286,2023-06-11 15:16:48.669680,0 days 00:00:00.093394,6,0.6104392929519891,9.661200839742775e-07,6.342804433309297e-06,0.13131340204800018,106,4,13,54,PRUNED
683,683,0.4148972928125506,2023-06-11 15:17:46.526148,2023-06-11 15:17:46.637367,0 days 00:00:00.111219,6,0.6520416386245163,0.0001439397496101628,0.46068815887113546,0.12581105957734692,121,5,14,49,PRUNED
626,626,0.41519755487752347,2023-06-11 15:17:37.490263,2023-06-11 15:17:37.601386,0 days 00:00:00.111123,5,0.6530724369250409,6.737952431476565e-06,1.7430149375374637e-08,0.1082189412387106,124,6,22,54,PRUNED
868,868,0.4152978797323061,2023-06-11 15:18:22.454014,2023-06-11 15:18:22.576671,0 days 00:00:00.122657,6,0.6579160843704102,5.822701529277169e-06,8.024764551224607e-07,0.18439811232657327,36,4,40,40,PRUNED
535,535,0.41532718554465897,2023-06-11 15:17:24.489810,2023-06-11 15:17:24.595922,0 days 00:00:00.106112,6,0.6489112768480624,1.2290619359161921e-08,1.4390224574238083e-05,0.12864910289019002,175,6,20,29,PRUNED
349,349,0.4156084278111038,2023-06-11 15:16:36.965463,2023-06-11 15:16:37.048956,0 days 00:00:00.083493,6,0.5204003312838053,0.00012498534917719056,4.743776579761988e-08,0.12356759554751204,114,6,22,31,PRUNED
767,767,0.41677322412528967,2023-06-11 15:18:04.084631,2023-06-11 15:18:04.200779,0 days 00:00:00.116148,5,0.5999079380864393,0.0002467906172261073,1.5846600534632003e-06,0.11261594546863993,96,4,22,43,PRUNED
963,963,0.4170912267064835,2023-06-11 15:18:38.938776,2023-06-11 15:18:39.074772,0 days 00:00:00.135996,6,0.665885032164339,5.121207280077533e-08,0.027779913852274216,0.10485226125113009,59,7,20,25,PRUNED
211,211,0.417144853673535,2023-06-11 15:15:42.203101,2023-06-11 15:15:42.280334,0 days 00:00:00.077233,5,0.5590061784999188,2.15985918892499e-06,1.1457995641431036e-07,0.12760453178055486,90,4,13,57,PRUNED
645,645,0.417360664344491,2023-06-11 15:17:39.673112,2023-06-11 15:17:39.790004,0 days 00:00:00.116892,7,0.5562245659060389,0.002896999335805579,1.3585650222295224e-07,0.12147034601590717,144,6,15,30,PRUNED
454,454,0.4180446653504809,2023-06-11 15:17:00.079707,2023-06-11 15:17:00.171948,0 days 00:00:00.092241,2,0.6504731911892555,4.182743982522037e-06,2.9292507262927474e-05,0.12804385631410808,171,6,17,56,PRUNED
89,89,0.41818995682073345,2023-06-11 15:14:20.182980,2023-06-11 15:14:20.260494,0 days 00:00:00.077514,6,0.6692401230722672,0.00038793942692471185,1.5406359783889504e-08,0.06794826698627857,226,6,20,35,PRUNED
412,412,0.4182468712207311,2023-06-11 15:16:49.333656,2023-06-11 15:16:49.441225,0 days 00:00:00.107569,1,0.6905044834118345,3.6770583670265555e-06,2.289645861998939e-08,0.12038068235486345,34,4,32,33,PRUNED
948,948,0.4183177759155434,2023-06-11 15:18:36.959070,2023-06-11 15:18:37.087926,0 days 00:00:00.128856,4,0.640250967191456,0.0015917252069253289,0.01960056349724395,0.10168883574942107,44,5,23,57,PRUNED
308,308,0.41948588063802356,2023-06-11 15:16:26.857998,2023-06-11 15:16:26.945420,0 days 00:00:00.087422,3,0.6434622414950077,1.6249927293367512e-05,7.547985488541853e-07,0.10334836977535915,42,4,22,34,PRUNED
268,268,0.41969119738980354,2023-06-11 15:16:05.188106,2023-06-11 15:16:05.276466,0 days 00:00:00.088360,5,0.5631893433122133,1.4560790530153674e-06,2.5894866557704596e-07,0.11483768395648757,138,6,17,53,PRUNED
921,921,0.41974675394359484,2023-06-11 15:18:31.427088,2023-06-11 15:18:31.568771,0 days 00:00:00.141683,7,0.6663267583204175,3.6177417170995505e-05,6.252477460250399e-07,0.13567623696541337,74,4,32,43,PRUNED
68,68,0.4201520257876576,2023-06-11 15:14:04.659056,2023-06-11 15:14:04.729038,0 days 00:00:00.069982,6,0.6705519088776937,0.0016897517098009862,2.1306161397285446e-08,0.05643937673421324,142,6,40,31,PRUNED
793,793,0.42042139714820037,2023-06-11 15:18:10.081478,2023-06-11 15:18:10.209883,0 days 00:00:00.128405,5,0.6140421349757667,6.703083130414341e-07,3.997060624852838e-06,0.12579858146872358,123,4,18,57,PRUNED
291,291,0.4206540055824368,2023-06-11 15:16:16.450914,2023-06-11 15:16:16.554812,0 days 00:00:00.103898,6,0.6502916149932655,0.004064675669426381,3.4315384621945245e-07,0.11467384532620908,77,4,11,59,PRUNED
103,103,0.4211359895601209,2023-06-11 15:14:25.745864,2023-06-11 15:14:25.816024,0 days 00:00:00.070160,6,0.6346912567935451,0.00020611031899361084,1.7373387387080247e-06,0.07857980468792146,203,4,21,59,PRUNED
672,672,0.42128505631936664,2023-06-11 15:17:45.264132,2023-06-11 15:17:45.377860,0 days 00:00:00.113728,5,0.48527436095797527,1.2199357700150825e-07,0.00021473337653423252,0.1210998366551071,199,7,29,21,PRUNED
884,884,0.4213766482277638,2023-06-11 15:18:24.537507,2023-06-11 15:18:24.666345,0 days 00:00:00.128838,1,0.5699669036832795,2.8748168217362608e-08,1.243190858806496e-07,0.1323958294299932,53,4,8,31,PRUNED
701,701,0.4222493910386581,2023-06-11 15:17:48.658370,2023-06-11 15:17:48.778497,0 days 00:00:00.120127,6,0.6349960151998529,1.3991995776017622e-05,7.720334482731684e-07,0.09890932187342306,137,7,23,57,PRUNED
263,263,0.4224697420266294,2023-06-11 15:16:02.699998,2023-06-11 15:16:02.799817,0 days 00:00:00.099819,1,0.5760124831136232,0.00024125919752300198,5.086235804551545e-07,0.1250815588487619,90,7,11,59,PRUNED
725,725,0.42269467177317377,2023-06-11 15:17:53.856533,2023-06-11 15:17:53.982107,0 days 00:00:00.125574,7,0.5661566140323009,0.012247043514902207,0.0090745521083174,0.12205377560211297,120,5,13,58,PRUNED
330,330,0.42304096333315855,2023-06-11 15:16:33.163123,2023-06-11 15:16:33.256954,0 days 00:00:00.093831,1,0.6845323941248556,6.806049849029962e-06,6.486197433731723e-07,0.11985921596869224,175,7,18,57,PRUNED
500,500,0.4231280415576122,2023-06-11 15:17:18.592788,2023-06-11 15:17:18.685967,0 days 00:00:00.093179,5,0.6914346585472378,4.084437572076213e-08,3.570693396737981e-07,0.10214158868599298,169,4,16,53,PRUNED
972,972,0.42345907989392295,2023-06-11 15:18:42.364792,2023-06-11 15:18:42.494310,0 days 00:00:00.129518,6,0.6045096985200895,3.3820485846686326e-05,6.721215843303031e-06,0.16473436202764477,206,6,28,32,PRUNED
447,447,0.4242719345871863,2023-06-11 15:16:57.365931,2023-06-11 15:16:57.456255,0 days 00:00:00.090324,5,0.6396535064016875,0.0002678362340828849,1.7964820957522796e-06,0.09516386669298371,41,6,22,24,PRUNED
801,801,0.4263078864094543,2023-06-11 15:18:13.585053,2023-06-11 15:18:13.713537,0 days 00:00:00.128484,7,0.6774975195816307,0.002723312829211747,2.8387816321069577e-07,0.10992079486642417,173,7,19,24,PRUNED
503,503,0.42636986918859265,2023-06-11 15:17:18.926061,2023-06-11 15:17:19.022260,0 days 00:00:00.096199,5,0.651997973494046,1.8480399607323712e-06,5.28135762362195e-07,0.1245657627758612,243,4,28,39,PRUNED
520,520,0.4264179300441311,2023-06-11 15:17:20.663415,2023-06-11 15:17:20.774943,0 days 00:00:00.111528,7,0.5191188274077735,9.553654307815048e-06,1.103907128851515e-06,0.11289021704918065,172,6,17,31,PRUNED
908,908,0.4266866303237594,2023-06-11 15:18:29.683265,2023-06-11 15:18:29.813237,0 days 00:00:00.129972,5,0.48691570532066575,0.025439694004772282,1.3562715891919563e-08,0.1050423036911879,244,6,27,30,PRUNED
147,147,0.42699410532674903,2023-06-11 15:15:11.439438,2023-06-11 15:15:11.507637,0 days 00:00:00.068199,2,0.6046291967990776,0.005492346340715275,4.430199689984724e-07,0.19176088943018577,220,5,55,59,PRUNED
874,874,0.42724716816284825,2023-06-11 15:18:23.226075,2023-06-11 15:18:23.350516,0 days 00:00:00.124441,7,0.6853286601676484,0.019247817525257897,7.851623874273727e-08,0.12661265184831158,83,4,28,10,PRUNED
760,760,0.4275692336913783,2023-06-11 15:18:00.694055,2023-06-11 15:18:00.814916,0 days 00:00:00.120861,7,0.6283960755977092,0.3884942104644175,0.0005364313002580406,0.09943283926203117,169,6,18,41,PRUNED
213,213,0.42763558210102626,2023-06-11 15:15:44.364706,2023-06-11 15:15:44.456963,0 days 00:00:00.092257,5,0.6982178225645079,4.141267475270927e-06,2.3774469725463078e-07,0.114335868597881,79,4,26,57,PRUNED
495,495,0.42823762354645306,2023-06-11 15:17:18.089075,2023-06-11 15:17:18.187393,0 days 00:00:00.098318,7,0.557764116315293,7.670371623403544e-07,1.9609188517038715e-05,0.12215246323225065,148,4,31,17,PRUNED
577,577,0.42866224234111056,2023-06-11 15:17:31.971079,2023-06-11 15:17:32.084355,0 days 00:00:00.113276,6,0.5324577942301005,2.738953849512528e-05,1.6060146313358464e-06,0.10282239625683898,112,7,13,16,PRUNED
692,692,0.4288722189301987,2023-06-11 15:17:47.578667,2023-06-11 15:17:47.697519,0 days 00:00:00.118852,6,0.543064355905538,2.563510648042255e-06,5.3161864010212564e-06,0.11199649074054045,69,4,24,40,PRUNED
619,619,0.42887457100263193,2023-06-11 15:17:36.712064,2023-06-11 15:17:36.818500,0 days 00:00:00.106436,6,0.6457275967876293,1.2666933059325426e-05,6.502464808248532e-08,0.09196473622230962,134,4,23,64,PRUNED
981,981,0.4292387385692209,2023-06-11 15:18:43.551828,2023-06-11 15:18:43.686840,0 days 00:00:00.135012,5,0.5652125639577231,0.0004428611407917568,3.832608485889729e-07,0.12838671425748585,167,8,11,40,PRUNED
355,355,0.4295734058301004,2023-06-11 15:16:37.482572,2023-06-11 15:16:37.569962,0 days 00:00:00.087390,7,0.5675357815738896,0.020204751546291033,1.2881593176217096e-07,0.10289131248754085,172,6,23,36,PRUNED
594,594,0.42968964341858024,2023-06-11 15:17:33.918954,2023-06-11 15:17:34.031682,0 days 00:00:00.112728,5,0.5030829946208617,0.016800757858384245,2.049007269382889e-06,0.11219689947501768,125,5,25,40,PRUNED
799,799,0.4304335247014476,2023-06-11 15:18:13.217092,2023-06-11 15:18:13.369692,0 days 00:00:00.152600,5,0.358640662918258,5.314303433840596e-06,1.9753723730442824e-07,0.14479578475334517,208,6,22,30,PRUNED
471,471,0.43145281837228744,2023-06-11 15:17:11.635687,2023-06-11 15:17:11.729841,0 days 00:00:00.094154,7,0.5123565365107158,3.7526512435592276e-07,9.761836804543743e-07,0.1069578253859263,139,5,16,39,PRUNED
978,978,0.43145565941888026,2023-06-11 15:18:43.155219,2023-06-11 15:18:43.285326,0 days 00:00:00.130107,7,0.4092072567803712,6.025484110488487e-06,1.8348226866747644e-07,0.0948508884671212,51,4,20,37,PRUNED
151,151,0.43150320835998024,2023-06-11 15:15:14.001436,2023-06-11 15:15:14.069466,0 days 00:00:00.068030,5,0.6114049074267985,4.567650111485236e-06,2.0082922177352702e-07,0.09634193942910405,85,4,23,58,PRUNED
933,933,0.43199440792157795,2023-06-11 15:18:34.979350,2023-06-11 15:18:35.107646,0 days 00:00:00.128296,6,0.5806625153220445,0.03309274615447765,0.040046115163065756,0.0996843551060889,168,4,16,34,PRUNED
660,660,0.4321571634174238,2023-06-11 15:17:43.846686,2023-06-11 15:17:43.964474,0 days 00:00:00.117788,5,0.5201728867070231,1.8811571118934072,2.2475231866516662e-08,0.11196080730040259,132,4,17,55,PRUNED
498,498,0.4323295947227196,2023-06-11 15:17:18.393028,2023-06-11 15:17:18.487280,0 days 00:00:00.094252,6,0.32778272648300466,0.34774366931466705,3.3892588525251105e-08,0.14517505791158425,102,4,22,22,PRUNED
402,402,0.43240841242280986,2023-06-11 15:16:48.384898,2023-06-11 15:16:48.476750,0 days 00:00:00.091852,6,0.6608896451814417,0.006283710275235055,3.0488815796507033e-07,0.16224475414998665,110,7,25,30,PRUNED
264,264,0.4325489040191309,2023-06-11 15:16:02.800576,2023-06-11 15:16:02.895078,0 days 00:00:00.094502,2,0.645485250598463,3.04824375418459e-08,6.235542483986234e-08,0.09673692639816345,155,4,19,62,PRUNED
674,674,0.43285282830418714,2023-06-11 15:17:45.496579,2023-06-11 15:17:45.612414,0 days 00:00:00.115835,7,0.4646524584779643,0.0011787277107837358,0.0003161416296838146,0.1029132495774246,147,6,21,54,PRUNED
890,890,0.43299967505160697,2023-06-11 15:18:27.293403,2023-06-11 15:18:27.420971,0 days 00:00:00.127568,7,0.6386956809944451,0.00018493258599352276,8.761835892946492e-07,0.114273484820591,155,7,21,20,PRUNED
482,482,0.43300917573502873,2023-06-11 15:17:14.431664,2023-06-11 15:17:14.536801,0 days 00:00:00.105137,7,0.5660949261326628,5.7722085344307165e-06,7.594842306399805e-08,0.09692651978905181,195,6,16,21,PRUNED
338,338,0.433144293080205,2023-06-11 15:16:33.884775,2023-06-11 15:16:33.967689,0 days 00:00:00.082914,4,0.6506751315043039,3.1225041520447843e-06,7.558506495882346e-08,0.11442054487974808,206,4,21,58,PRUNED
140,140,0.43420582737203317,2023-06-11 15:15:10.947996,2023-06-11 15:15:11.015619,0 days 00:00:00.067623,5,0.631252726261258,6.192544617062328e-06,1.0276840550481047e-07,0.10634971275784298,73,4,10,28,PRUNED
971,971,0.43458235298553344,2023-06-11 15:18:42.230276,2023-06-11 15:18:42.364192,0 days 00:00:00.133916,6,0.3186168938240663,2.906752311473649e-06,5.287726758333093e-07,0.11720159089825351,134,4,21,53,PRUNED
444,444,0.43517116447390125,2023-06-11 15:16:54.801346,2023-06-11 15:16:54.896731,0 days 00:00:00.095385,6,0.6710435494828914,0.00011886854100372354,0.01937141761081454,0.12236002605068812,98,6,46,55,PRUNED
246,246,0.4357071537805485,2023-06-11 15:15:58.471972,2023-06-11 15:15:58.553414,0 days 00:00:00.081442,7,0.6760819459356165,1.5084764076937542e-06,1.9751298491075923e-07,0.12033620911740338,100,6,23,45,PRUNED
523,523,0.43693279853353045,2023-06-11 15:17:20.993482,2023-06-11 15:17:21.107219,0 days 00:00:00.113737,3,0.45869907146231564,0.00018284052285888106,1.3116586626919346e-07,0.14949389884464795,125,7,28,48,PRUNED
698,698,0.43717537582073984,2023-06-11 15:17:48.285378,2023-06-11 15:17:48.400852,0 days 00:00:00.115474,6,0.5927340170021553,0.022255057145645143,5.881111915440824,0.13698490874263014,166,7,15,4,PRUNED
323,323,0.4379849170764448,2023-06-11 15:16:30.293059,2023-06-11 15:16:30.377044,0 days 00:00:00.083985,7,0.621090188325993,0.014083577128494262,8.699184723136852e-07,0.112655648002604,77,4,11,60,PRUNED
305,305,0.43808289090957453,2023-06-11 15:16:26.589165,2023-06-11 15:16:26.676653,0 days 00:00:00.087488,6,0.5177054908661718,1.19920922758038e-06,2.1576469636081445e-08,0.1419405715580037,230,7,9,63,PRUNED
490,490,0.438247210909073,2023-06-11 15:17:17.593227,2023-06-11 15:17:17.692103,0 days 00:00:00.098876,6,0.6744633956841583,3.154820839144221e-06,5.993008056947176e-07,0.08949509586945575,106,6,24,25,PRUNED
615,615,0.438700724680868,2023-06-11 15:17:36.252373,2023-06-11 15:17:36.357276,0 days 00:00:00.104903,7,0.6630526361242668,2.5554374736685483e-06,4.37326501612195e-05,0.11812116979740205,182,4,29,23,PRUNED
343,343,0.4389915022944414,2023-06-11 15:16:34.308011,2023-06-11 15:16:34.391264,0 days 00:00:00.083253,6,0.5920182875411844,1.8775163993880043e-06,5.072101623318734e-06,0.10503728487630581,181,6,23,24,PRUNED
432,432,0.43901211745384183,2023-06-11 15:16:51.321605,2023-06-11 15:16:51.418510,0 days 00:00:00.096905,6,0.47131385256960706,0.00021309281776527188,2.1335925797333883e-07,0.11755996800050478,122,4,34,55,PRUNED
796,796,0.4394521398257634,2023-06-11 15:18:10.468724,2023-06-11 15:18:10.592626,0 days 00:00:00.123902,6,0.6410723772374646,0.01826938254986691,6.493463666846888e-08,0.095010388708114,131,7,23,38,PRUNED
