,number,value,datetime_start,datetime_complete,duration,params_bagging_freq,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_num_leaves,state
817,817,0.49395741914833097,2023-06-11 15:18:15.713375,2023-06-11 15:18:15.834479,0 days 00:00:00.121104,6,0.4178023838912994,3.7782783252235893e-07,3.498868451260242e-07,0.09611565393070565,166,4,29,34,PRUNED
689,689,0.4954953981653366,2023-06-11 15:17:47.222577,2023-06-11 15:17:47.340577,0 days 00:00:00.118000,6,0.3713283155795646,0.0035728742091927584,4.4628931671651625e-07,0.08059365108065047,226,7,20,30,PRUNED
598,598,0.49600036538777953,2023-06-11 15:17:34.353154,2023-06-11 15:17:34.458397,0 days 00:00:00.105243,7,0.6455428019661639,1.8105607727326463e-08,0.00628960924595739,0.07156741678406987,108,4,20,58,PRUNED
571,571,0.497580740475442,2023-06-11 15:17:31.319479,2023-06-11 15:17:31.423708,0 days 00:00:00.104229,1,0.6194130096882866,0.09260457541531258,9.647713463593142e-07,0.11419179642453177,204,7,91,57,PRUNED
957,957,0.49834886707437387,2023-06-11 15:18:38.154874,2023-06-11 15:18:38.285387,0 days 00:00:00.130513,3,0.47882495676489123,0.03954588397876218,0.021295550573267825,0.08140136710717656,103,4,12,64,PRUNED
92,92,0.4983904884411205,2023-06-11 15:14:20.462155,2023-06-11 15:14:20.529026,0 days 00:00:00.066871,7,0.6622446523024702,6.972377912254908e-05,3.06719943615943e-06,0.06655889514111343,150,6,24,33,PRUNED
943,943,0.49883044579831226,2023-06-11 15:18:36.284702,2023-06-11 15:18:36.417958,0 days 00:00:00.133256,7,0.620619130128989,7.506420597870273e-07,0.10293935101892118,0.07191866792572287,138,4,20,38,PRUNED
10,10,0.4991782382048605,2023-06-11 15:12:27.924853,2023-06-11 15:12:30.145323,0 days 00:00:02.220470,7,0.6959227445349427,0.0017802768473882049,2.2715632135773063e-08,0.008863766620061818,169,6,100,46,COMPLETE
705,705,0.5001698809973238,2023-06-11 15:17:51.369129,2023-06-11 15:17:51.484330,0 days 00:00:00.115201,7,0.4743708265571278,5.5225241941507e-07,3.0556845451182343e-06,0.07375904318695144,94,4,21,61,PRUNED
171,171,0.500252185256576,2023-06-11 15:15:25.028334,2023-06-11 15:15:25.101098,0 days 00:00:00.072764,7,0.692427856421222,6.264043478151794e-06,3.580845383788238e-07,0.07033555989133988,144,6,32,35,PRUNED
56,56,0.5013491263842873,2023-06-11 15:14:00.505453,2023-06-11 15:14:00.566509,0 days 00:00:00.061056,7,0.679708977924355,0.0011513399028681174,3.240383128832889e-08,0.12714327760678734,199,8,98,56,PRUNED
827,827,0.5035454147877111,2023-06-11 15:18:16.993155,2023-06-11 15:18:17.120261,0 days 00:00:00.127106,5,0.4273233381355678,0.010898634161737726,0.4088389531941381,0.08148133246114637,159,4,25,37,PRUNED
124,124,0.5035856890535528,2023-06-11 15:14:55.313265,2023-06-11 15:14:55.386615,0 days 00:00:00.073350,3,0.6315528011573164,0.009215085843365507,7.79460218819232e-08,0.07319188496423656,92,10,19,56,PRUNED
923,923,0.50363908286711,2023-06-11 15:18:31.707240,2023-06-11 15:18:31.841842,0 days 00:00:00.134602,2,0.5986675769894363,0.0003736285691739355,1.189907453112226e-06,0.07283535526955509,109,7,14,19,PRUNED
882,882,0.5043239617873599,2023-06-11 15:18:24.261088,2023-06-11 15:18:24.405002,0 days 00:00:00.143914,5,0.45743062088836195,1.9182006929256165e-06,0.004203798661342062,0.07194862046431008,92,4,13,39,PRUNED
393,393,0.5044403726434755,2023-06-11 15:16:47.570484,2023-06-11 15:16:47.660067,0 days 00:00:00.089583,7,0.619754284676754,1.391022545725558e-08,3.535160942784447e-05,0.06911633452468553,130,4,15,55,PRUNED
99,99,0.5049763121006506,2023-06-11 15:14:23.571781,2023-06-11 15:14:23.635651,0 days 00:00:00.063870,5,0.6922052918335301,0.0022795225176969456,1.5048177972981218e-06,0.12335015606246359,165,5,80,49,PRUNED
287,287,0.505430116029396,2023-06-11 15:16:13.966584,2023-06-11 15:16:14.046377,0 days 00:00:00.079793,6,0.5992520781400532,8.568663156153426e-05,4.394362798256424e-08,0.06944122506661231,218,4,18,57,PRUNED
253,253,0.506489358689627,2023-06-11 15:16:01.820934,2023-06-11 15:16:01.903547,0 days 00:00:00.082613,7,0.6208106732213293,7.862079735293438e-06,1.1918204183987067e-05,0.08223555252354788,98,7,93,58,PRUNED
850,850,0.5064950379958902,2023-06-11 15:18:20.071310,2023-06-11 15:18:20.197382,0 days 00:00:00.126072,5,0.6254807092149965,5.593877135083497e-07,3.815061426704346e-07,0.06937304702776785,111,5,22,55,PRUNED
565,565,0.5075555209637905,2023-06-11 15:17:30.587905,2023-06-11 15:17:30.695585,0 days 00:00:00.107680,7,0.4067100049436383,8.961010858070578e-07,1.1114469126111312e-07,0.09532918839997184,68,4,26,24,PRUNED
321,321,0.5095309799175971,2023-06-11 15:16:30.121963,2023-06-11 15:16:30.210786,0 days 00:00:00.088823,6,0.639608210148292,0.0016229563572024135,2.718329078703461e-06,0.06848438593708558,96,6,14,57,PRUNED
487,487,0.5097156440507727,2023-06-11 15:17:14.927422,2023-06-11 15:17:15.037262,0 days 00:00:00.109840,6,0.6164571411625712,0.0014064029978841847,4.1713314062284687e-07,0.07233772336892372,166,8,22,61,PRUNED
806,806,0.5102338757218421,2023-06-11 15:18:14.238437,2023-06-11 15:18:14.364813,0 days 00:00:00.126376,7,0.6296319208196817,0.748349648533896,3.59316305131156e-05,0.06862342165820147,80,4,35,56,PRUNED
900,900,0.5120112222021922,2023-06-11 15:18:28.591476,2023-06-11 15:18:28.728520,0 days 00:00:00.137044,7,0.3463028649514168,0.0018999424737133161,1.5319498991027105,0.08148604236977754,107,7,23,50,PRUNED
690,690,0.5127947426063458,2023-06-11 15:17:47.341285,2023-06-11 15:17:47.459835,0 days 00:00:00.118550,6,0.6422874834691206,0.00022227724897002662,2.112987686312783e-06,0.29976577336870264,181,4,66,63,PRUNED
507,507,0.5137016189201612,2023-06-11 15:17:19.327597,2023-06-11 15:17:19.439098,0 days 00:00:00.111501,6,0.5894427878145526,1.3889361898166157e-07,2.092205870753926e-08,0.06626214528774953,109,5,17,62,PRUNED
684,684,0.5138800086396172,2023-06-11 15:17:46.638105,2023-06-11 15:17:46.748351,0 days 00:00:00.110246,5,0.6901677332934669,4.27404741676374e-06,2.3499547347315646e-07,0.06526871406521242,104,4,22,58,PRUNED
967,967,0.5140570193446652,2023-06-11 15:18:41.706897,2023-06-11 15:18:41.839800,0 days 00:00:00.132903,1,0.6999055151785865,1.7082577726514816e-08,1.2473140583662417e-06,0.06963191523154799,107,6,14,18,PRUNED
165,165,0.5147631720610661,2023-06-11 15:15:24.576344,2023-06-11 15:15:24.646306,0 days 00:00:00.069962,4,0.6113928940211002,1.2798396361410224e-05,2.2983619157215857e-08,0.06722117454364757,140,4,17,57,PRUNED
347,347,0.5148988616802611,2023-06-11 15:16:36.789044,2023-06-11 15:16:36.872385,0 days 00:00:00.083341,6,0.6396470200779322,1.8306543245488396e-05,2.2088097663101622e-07,0.06760691186294515,114,4,20,29,PRUNED
442,442,0.5158254302012841,2023-06-11 15:16:54.604674,2023-06-11 15:16:54.701275,0 days 00:00:00.096601,7,0.49922706031639624,3.86467933741047e-05,5.212141083618921e-07,0.06839771460265448,163,7,17,60,PRUNED
146,146,0.5171332866842643,2023-06-11 15:15:11.367446,2023-06-11 15:15:11.438911,0 days 00:00:00.071465,6,0.693525694914749,8.631357866117972e-07,2.3804299279515976e-07,0.06463029218904627,90,7,20,26,PRUNED
47,47,0.520877335113382,2023-06-11 15:13:52.890635,2023-06-11 15:13:52.949464,0 days 00:00:00.058829,5,0.6357357608371955,0.0016264144543972543,6.909682383660464e-08,0.17173949486182288,242,6,72,4,PRUNED
123,123,0.5214903217298739,2023-06-11 15:14:55.245883,2023-06-11 15:14:55.312722,0 days 00:00:00.066839,5,0.6534019417301065,0.00033081085143022153,1.92353493280465e-08,0.06186584732421575,141,4,23,60,PRUNED
465,465,0.5217999106102614,2023-06-11 15:17:08.833201,2023-06-11 15:17:08.934921,0 days 00:00:00.101720,7,0.4963195075457775,7.489605473675374e-06,5.2820651677503e-06,0.06070656714489408,69,7,19,27,PRUNED
902,902,0.5239693672648361,2023-06-11 15:18:28.874361,2023-06-11 15:18:29.003149,0 days 00:00:00.128788,5,0.6691759229856162,0.6367124403042023,0.38723213345408536,0.06474481894065358,91,6,21,47,PRUNED
541,541,0.5247526653154164,2023-06-11 15:17:25.171663,2023-06-11 15:17:25.284250,0 days 00:00:00.112587,7,0.6679226892161524,9.627811330764633,5.940274301807835,0.10507827030104623,128,7,22,20,PRUNED
740,740,0.5249163032091788,2023-06-11 15:17:55.788848,2023-06-11 15:17:55.910191,0 days 00:00:00.121343,5,0.6413189238414624,7.084317009429436e-07,4.003615619719734e-06,0.06833686390849883,165,5,25,27,PRUNED
763,763,0.5255888586341703,2023-06-11 15:18:01.083470,2023-06-11 15:18:01.213812,0 days 00:00:00.130342,1,0.6071826189847666,4.9885576679529515e-05,0.0013818721028133892,0.06660948086185296,85,4,25,56,PRUNED
375,375,0.5256886281226065,2023-06-11 15:16:43.773862,2023-06-11 15:16:43.859572,0 days 00:00:00.085710,6,0.617359722889239,2.0853348168002225e-08,1.0740132121013918e-06,0.06392782293324421,102,5,22,35,PRUNED
242,242,0.5257403095523916,2023-06-11 15:15:58.143112,2023-06-11 15:15:58.221596,0 days 00:00:00.078484,7,0.6281344642818778,0.00017858201960402234,1.2431390508612248e-06,0.06306298786518645,93,7,22,52,PRUNED
549,549,0.5267154513085509,2023-06-11 15:17:26.088464,2023-06-11 15:17:26.202009,0 days 00:00:00.113545,1,0.6214292406417764,0.0233700844718115,1.0194045135884608e-07,0.06281181873969753,214,6,24,54,PRUNED
587,587,0.5270045880083218,2023-06-11 15:17:33.094386,2023-06-11 15:17:33.203705,0 days 00:00:00.109319,7,0.5855922715667109,3.545166200022153e-06,8.613520138824728e-08,0.059941460206898466,130,6,21,28,PRUNED
830,830,0.5276438260872873,2023-06-11 15:18:17.369014,2023-06-11 15:18:17.494185,0 days 00:00:00.125171,6,0.6626513484330391,7.874104334023779e-07,4.0881214265240104e-07,0.06271354736699873,187,4,19,36,PRUNED
622,622,0.5305450532296714,2023-06-11 15:17:37.036756,2023-06-11 15:17:37.149246,0 days 00:00:00.112490,7,0.6351303963596423,4.614325255465879,1.4354258841955483e-06,0.07188918365250346,173,6,21,47,PRUNED
455,455,0.5315984785256722,2023-06-11 15:17:00.172550,2023-06-11 15:17:00.264570,0 days 00:00:00.092020,5,0.6069541469709644,1.2398006316865824e-05,2.7715272500348114e-06,0.07551250860285251,235,4,96,33,PRUNED
354,354,0.5321472601769355,2023-06-11 15:16:37.396438,2023-06-11 15:16:37.482016,0 days 00:00:00.085578,6,0.5334823445195039,2.468851307333537e-05,0.0008417842615583976,0.05938200648983741,114,4,19,57,PRUNED
57,57,0.5330700280804543,2023-06-11 15:14:00.567094,2023-06-11 15:14:00.631525,0 days 00:00:00.064431,6,0.6497703622518857,0.0002980181846001278,1.0120438039757589e-06,0.05036122337731836,137,7,20,37,PRUNED
193,193,0.5336007393865292,2023-06-11 15:15:31.169411,2023-06-11 15:15:31.245307,0 days 00:00:00.075896,6,0.6662995410110912,0.0002060180364584512,3.6249400102110946e-07,0.058865770688900955,118,7,23,42,PRUNED
651,651,0.5343105116293169,2023-06-11 15:17:40.388015,2023-06-11 15:17:40.503829,0 days 00:00:00.115814,6,0.6121554310012447,0.022984665129851662,6.427849113334283e-07,0.063108470047919,184,4,20,59,PRUNED
269,269,0.5345380460867639,2023-06-11 15:16:05.277034,2023-06-11 15:16:05.357765,0 days 00:00:00.080731,6,0.4753622236381482,1.3115436155136956e-07,1.5023806301092208e-08,0.060253032031935994,94,4,24,31,PRUNED
783,783,0.5347255548388393,2023-06-11 15:18:08.831352,2023-06-11 15:18:08.954726,0 days 00:00:00.123374,1,0.6265041993166962,0.0015429857736139673,2.3975092568796098e-08,0.06301812093601775,158,4,32,56,PRUNED
888,888,0.535782745487373,2023-06-11 15:18:27.027833,2023-06-11 15:18:27.158338,0 days 00:00:00.130505,5,0.47562481848131505,0.00011201438840969505,1.9458309143474578e-06,0.06139764535259584,128,6,23,33,PRUNED
91,91,0.5358026824722362,2023-06-11 15:14:20.394458,2023-06-11 15:14:20.461610,0 days 00:00:00.067152,7,0.6890680892338464,8.509501408155478e-06,4.915156001800431e-07,0.05437427007215011,159,6,32,38,PRUNED
713,713,0.5371296720812968,2023-06-11 15:17:52.326652,2023-06-11 15:17:52.452542,0 days 00:00:00.125890,5,0.5014617769696539,0.02954713439758684,4.318632583435261e-08,0.06024021312471058,210,4,20,29,PRUNED
403,403,0.5377162809409355,2023-06-11 15:16:48.477386,2023-06-11 15:16:48.575663,0 days 00:00:00.098277,5,0.6275395036564452,7.882474403471903e-06,8.033020195073446e-08,0.05822098657295015,97,4,17,36,PRUNED
486,486,0.5381310947524428,2023-06-11 15:17:14.826773,2023-06-11 15:17:14.926671,0 days 00:00:00.099898,4,0.6847405163745851,1.0240884070206035e-06,1.2195472939758957e-07,0.06064198160501493,128,4,14,31,PRUNED
401,401,0.5393867602180219,2023-06-11 15:16:48.298189,2023-06-11 15:16:48.384336,0 days 00:00:00.086147,7,0.5825939163188111,2.4778539354890585e-06,1.4606261674480511e-08,0.21222697701111798,147,4,75,64,PRUNED
521,521,0.5422180821059188,2023-06-11 15:17:20.775675,2023-06-11 15:17:20.884453,0 days 00:00:00.108778,6,0.668489148503968,0.001068694944551355,0.002900123458210195,0.057081775444327625,76,4,15,52,PRUNED
790,790,0.5428020062110244,2023-06-11 15:18:09.702776,2023-06-11 15:18:09.820960,0 days 00:00:00.118184,6,0.6342376922926378,2.38379204647378e-07,2.778398101484507e-07,0.053329591690037155,108,4,16,34,PRUNED
237,237,0.5453474491488461,2023-06-11 15:15:57.709272,2023-06-11 15:15:57.790748,0 days 00:00:00.081476,1,0.6999116825298664,0.027158727361412376,1.1842198192189059e-07,0.05632035151534926,140,4,22,39,PRUNED
0,0,0.5455805906278977,2023-06-11 15:02:33.444770,2023-06-11 15:04:58.818793,0 days 00:02:25.374023,1,0.5547430540323867,4.818858099641424e-07,4.228678608837984e-05,0.0002252582464465664,111,8,31,63,COMPLETE
410,410,0.5475869531498988,2023-06-11 15:16:49.152546,2023-06-11 15:16:49.242509,0 days 00:00:00.089963,5,0.6189562615466194,0.012116894106556194,1.0022892967976984e-08,0.0763402908999657,98,4,5,45,PRUNED
631,631,0.5484813045389251,2023-06-11 15:17:38.066747,2023-06-11 15:17:38.180282,0 days 00:00:00.113535,5,0.3530783545179088,3.395167301809421e-06,2.824954324563514e-06,0.06375174950746224,108,7,20,39,PRUNED
420,420,0.5487388410122872,2023-06-11 15:16:50.159539,2023-06-11 15:16:50.253624,0 days 00:00:00.094085,1,0.4402138626889869,5.844293454096385e-06,4.4466658196892814e-06,0.06351037445290746,175,6,16,18,PRUNED
329,329,0.5488666309391264,2023-06-11 15:16:33.070829,2023-06-11 15:16:33.162510,0 days 00:00:00.091681,1,0.5947892931307412,2.391226742172242e-07,1.1223716133849448e-06,0.05831684695688172,123,4,13,53,PRUNED
979,979,0.5497751591162939,2023-06-11 15:18:43.285917,2023-06-11 15:18:43.419357,0 days 00:00:00.133440,1,0.6843569770240456,3.855567231834296e-06,0.0022844108394305,0.0621105852792359,121,6,14,35,PRUNED
249,249,0.5499506127649549,2023-06-11 15:15:58.764671,2023-06-11 15:15:58.851348,0 days 00:00:00.086677,5,0.6517933515977186,0.00014342810396511464,3.4517070156858576e-07,0.06302955096382071,133,4,68,56,PRUNED
676,676,0.5501340436569829,2023-06-11 15:17:45.728613,2023-06-11 15:17:45.844374,0 days 00:00:00.115761,5,0.6407956426551416,6.603977742785462e-06,3.2473742867877196e-06,0.05585540669620844,156,4,12,44,PRUNED
216,216,0.5506067876011751,2023-06-11 15:15:44.619979,2023-06-11 15:15:44.695419,0 days 00:00:00.075440,6,0.6446996785297705,4.490474983757849e-05,1.6652787653764057e-06,0.04894288837985319,96,4,15,36,PRUNED
173,173,0.5514602055569344,2023-06-11 15:15:25.175122,2023-06-11 15:15:25.248793,0 days 00:00:00.073671,7,0.682790839793053,3.211597602163579e-06,9.639056472381599e-07,0.06197116841549323,159,6,27,20,PRUNED
856,856,0.5524866961906159,2023-06-11 15:18:20.855943,2023-06-11 15:18:20.977199,0 days 00:00:00.121256,5,0.6804175538852224,3.3343233039029942e-06,2.7043977694064083e-05,0.05844977325607815,126,4,79,60,PRUNED
824,824,0.5535326704766754,2023-06-11 15:18:16.592509,2023-06-11 15:18:16.727509,0 days 00:00:00.135000,4,0.6775620099805775,1.698572042933762e-05,0.006011556864114143,0.05577043888436803,88,6,21,56,PRUNED
443,443,0.5541972579820262,2023-06-11 15:16:54.701860,2023-06-11 15:16:54.796786,0 days 00:00:00.094926,6,0.6097482857940438,2.744170035741817e-06,0.0007196784407253346,0.05721247221723832,255,4,13,52,PRUNED
657,657,0.5549063213418602,2023-06-11 15:17:43.492007,2023-06-11 15:17:43.612818,0 days 00:00:00.120811,6,0.6713478012226434,5.715193804348993e-08,9.539453861969098e-06,0.049281981198957055,46,7,10,39,PRUNED
605,605,0.5582060542028837,2023-06-11 15:17:35.127291,2023-06-11 15:17:35.233445,0 days 00:00:00.106154,5,0.5958683064883171,0.18513557825211646,0.0354273956440391,0.05768033256914288,139,4,27,60,PRUNED
290,290,0.5603150033223921,2023-06-11 15:16:16.360228,2023-06-11 15:16:16.450288,0 days 00:00:00.090060,5,0.6140774553637487,4.356473426647869e-06,1.0112827224593002e-08,0.05405559694405693,166,7,22,35,PRUNED
733,733,0.5604516821575916,2023-06-11 15:17:54.845117,2023-06-11 15:17:54.965375,0 days 00:00:00.120258,6,0.6959066737383856,3.078812501243438e-08,0.02433788898241608,0.05399273260298093,108,7,24,30,PRUNED
539,539,0.5609970110681878,2023-06-11 15:17:24.934928,2023-06-11 15:17:25.051869,0 days 00:00:00.116941,1,0.5632005450778785,0.046334929302412745,3.6843093361515397e-08,0.05191255730255696,168,4,19,51,PRUNED
838,838,0.5624220012897636,2023-06-11 15:18:18.365506,2023-06-11 15:18:18.490465,0 days 00:00:00.124959,5,0.5040223945759011,9.587566675780389,1.2045727921569803e-06,0.07631192904794458,101,6,12,51,PRUNED
566,566,0.5624339944140127,2023-06-11 15:17:30.696224,2023-06-11 15:17:30.818213,0 days 00:00:00.121989,2,0.6562673188052196,0.00020232606569953984,6.624902901576201e-07,0.050475652006348085,186,4,16,55,PRUNED
876,876,0.5626911372221794,2023-06-11 15:18:23.474807,2023-06-11 15:18:23.600212,0 days 00:00:00.125405,5,0.6743680893959998,0.0012514066084187982,5.776838838604866e-07,0.05282171540459822,174,7,15,34,PRUNED
417,417,0.5629535342686803,2023-06-11 15:16:49.866328,2023-06-11 15:16:49.960298,0 days 00:00:00.093970,5,0.5206145406863079,0.0013847442960334424,2.415534014855503e-06,0.05118380979031741,151,7,14,41,PRUNED
128,128,0.5634680017794984,2023-06-11 15:14:55.609375,2023-06-11 15:14:55.683038,0 days 00:00:00.073663,6,0.668723380551539,0.00010460857400606275,2.681724834435632e-08,0.05399786213609113,110,7,15,31,PRUNED
153,153,0.5643832419407728,2023-06-11 15:15:14.144630,2023-06-11 15:15:14.213845,0 days 00:00:00.069215,5,0.6019347918956506,1.4273507902701593e-06,1.0699667553681638e-06,0.04999752058217671,80,4,21,57,PRUNED
496,496,0.5643845972409481,2023-06-11 15:17:18.189178,2023-06-11 15:17:18.291577,0 days 00:00:00.102399,6,0.6581143815568697,9.39485078894086e-05,1.218782670800552e-06,0.053706089441717744,143,6,26,32,PRUNED
178,178,0.5648267832113679,2023-06-11 15:15:25.548421,2023-06-11 15:15:25.621344,0 days 00:00:00.072923,6,0.6356291524038491,0.01075970526736326,5.780263210933777e-07,0.052214096552352235,88,6,16,32,PRUNED
912,912,0.5653611299291095,2023-06-11 15:18:30.213101,2023-06-11 15:18:30.372936,0 days 00:00:00.159835,6,0.6476816511860005,9.685196692606028e-08,4.596633692857836e-07,0.05074372362842066,100,6,20,21,PRUNED
79,79,0.5655470309688294,2023-06-11 15:14:13.800481,2023-06-11 15:14:13.866615,0 days 00:00:00.066134,5,0.6316484387181844,0.0006746969668347532,2.1383571603779312e-05,0.052478426715441416,162,5,17,35,PRUNED
254,254,0.5658028457952149,2023-06-11 15:16:01.904205,2023-06-11 15:16:01.985016,0 days 00:00:00.080811,6,0.6439786865517054,1.8987695319172639e-06,1.2985573035227823e-06,0.052828437316505106,78,4,12,24,PRUNED
945,945,0.5658543602651258,2023-06-11 15:18:36.554965,2023-06-11 15:18:36.695588,0 days 00:00:00.140623,6,0.4223518453844256,9.420082711745714e-05,8.925283386043655e-07,0.05816687809102136,232,6,25,30,PRUNED
105,105,0.5677646653689873,2023-06-11 15:14:27.389824,2023-06-11 15:14:27.453209,0 days 00:00:00.063385,6,0.6415278157203391,0.0005710324278214205,4.045585818002005e-06,0.05743359809407733,188,4,67,54,PRUNED
159,159,0.5682312539864087,2023-06-11 15:15:22.246003,2023-06-11 15:15:22.314831,0 days 00:00:00.068828,5,0.6310527926451931,1.8661601197530223e-06,8.033834949643131e-07,0.05736572040077509,235,4,25,63,PRUNED
475,475,0.5709298523981915,2023-06-11 15:17:12.035996,2023-06-11 15:17:12.145350,0 days 00:00:00.109354,6,0.6781978296643416,1.9857283915447677e-05,1.0017144147217755e-08,0.05049286537598998,174,7,14,61,PRUNED
460,460,0.5720426807186235,2023-06-11 15:17:08.341094,2023-06-11 15:17:08.436177,0 days 00:00:00.095083,6,0.6601652652949086,5.789011338015636e-07,1.7858952448634875e-05,0.04712331620765416,81,7,24,31,PRUNED
274,274,0.5722575139517605,2023-06-11 15:16:10.472358,2023-06-11 15:16:10.558566,0 days 00:00:00.086208,7,0.603968401538481,3.180737361901737e-05,1.83178843081764e-07,0.04947348101289524,55,4,31,57,PRUNED
441,441,0.5731795022776628,2023-06-11 15:16:54.499739,2023-06-11 15:16:54.604022,0 days 00:00:00.104283,5,0.6253499384468629,0.0008916367487910025,6.4856561643031576e-06,0.046939064131509084,83,4,23,8,PRUNED
390,390,0.5740815682523945,2023-06-11 15:16:45.153898,2023-06-11 15:16:45.245365,0 days 00:00:00.091467,6,0.6745871557630242,9.294713751616666e-08,1.6996636082860351e-06,0.05269966723062643,168,7,23,42,PRUNED
100,100,0.5744892652532214,2023-06-11 15:14:23.636338,2023-06-11 15:14:23.699983,0 days 00:00:00.063645,6,0.6662182089901976,0.018044638706596138,3.4213273846671027e-07,0.049067886814187125,124,8,23,34,PRUNED
927,927,0.5771145423597286,2023-06-11 15:18:32.234944,2023-06-11 15:18:32.366795,0 days 00:00:00.131851,6,0.6719216150275445,2.617167012745183e-06,0.06355913078872695,0.05546775339607215,197,4,7,55,PRUNED
359,359,0.5776071642980922,2023-06-11 15:16:37.831667,2023-06-11 15:16:37.916086,0 days 00:00:00.084419,6,0.6460836815695025,4.8217180183920934e-05,9.272136093979233e-06,0.05018600028659767,212,4,14,59,PRUNED
617,617,0.578379727222469,2023-06-11 15:17:36.472268,2023-06-11 15:17:36.585789,0 days 00:00:00.113521,5,0.5435106842260519,0.0008073819721118604,3.5346925190779013e-07,0.052235041797943235,129,6,47,49,PRUNED
126,126,0.5807885236854667,2023-06-11 15:14:55.460273,2023-06-11 15:14:55.530445,0 days 00:00:00.070172,6,0.6168541424536463,0.003237106783939356,4.066022623558198e-08,0.04708834591897777,119,7,14,21,PRUNED
337,337,0.582871498596344,2023-06-11 15:16:33.802103,2023-06-11 15:16:33.884230,0 days 00:00:00.082127,7,0.6238122813488276,4.862110271133517e-06,1.4241153590898273e-05,0.05188726653581308,89,4,12,18,PRUNED
712,712,0.5833022500701838,2023-06-11 15:17:52.206506,2023-06-11 15:17:52.325792,0 days 00:00:00.119286,6,0.5716167238141459,0.00856136828459306,1.0338047460488305e-08,0.04377243725256758,124,5,15,35,PRUNED
638,638,0.5834864655477384,2023-06-11 15:17:38.876091,2023-06-11 15:17:38.994081,0 days 00:00:00.117990,6,0.6991438424386364,1.0057987505555025e-08,1.60944292046179e-06,0.05289339158698892,162,6,8,22,PRUNED
244,244,0.5852792894071049,2023-06-11 15:15:58.306788,2023-06-11 15:15:58.389015,0 days 00:00:00.082227,7,0.6904688930863384,9.220897673881903e-05,6.3696772423691814e-06,0.04678464777454184,94,5,20,55,PRUNED
839,839,0.5852816869619831,2023-06-11 15:18:18.491163,2023-06-11 15:18:18.626373,0 days 00:00:00.135210,6,0.47022428809119393,0.0003814050822339251,2.6632921219400663e-07,0.0475871887779145,148,7,19,20,PRUNED
765,765,0.5860443221467156,2023-06-11 15:18:01.352381,2023-06-11 15:18:01.486008,0 days 00:00:00.133627,7,0.6542939545010381,0.16173753775805103,5.243317212569644e-08,0.046892983157683345,113,5,6,38,PRUNED
742,742,0.5869162063310442,2023-06-11 15:17:56.026159,2023-06-11 15:17:56.149831,0 days 00:00:00.123672,1,0.6787982247003204,0.0471077884644483,3.988836754043724e-07,0.04529558751866816,205,6,16,48,PRUNED
599,599,0.5875544044251739,2023-06-11 15:17:34.459016,2023-06-11 15:17:34.573894,0 days 00:00:00.114878,1,0.6137707410100149,4.064971691186043e-05,3.425133033607459e-07,0.04637121403272916,56,4,32,55,PRUNED
394,394,0.587922952278444,2023-06-11 15:16:47.660674,2023-06-11 15:16:47.748520,0 days 00:00:00.087846,6,0.6050345056364863,0.02072470453242889,2.1371385681494515e-07,0.04347595332752312,50,6,22,27,PRUNED
693,693,0.5882528937615783,2023-06-11 15:17:47.698278,2023-06-11 15:17:47.814917,0 days 00:00:00.116639,4,0.6239207643798804,2.0674500276538966e-07,1.1574718922064868e-07,0.049038127543837025,81,7,13,59,PRUNED
172,172,0.5891746803331911,2023-06-11 15:15:25.101654,2023-06-11 15:15:25.174572,0 days 00:00:00.072918,7,0.6750967074281176,1.0632147757560093e-05,2.3619230370740906e-07,0.046727153820301175,154,6,24,38,PRUNED
861,861,0.589355893780847,2023-06-11 15:18:21.495373,2023-06-11 15:18:21.624765,0 days 00:00:00.129392,7,0.6333381192484447,3.175888500289514e-07,2.766624815252012e-07,0.04684752650424682,203,7,11,57,PRUNED
898,898,0.5916568185132935,2023-06-11 15:18:28.325861,2023-06-11 15:18:28.460685,0 days 00:00:00.134824,6,0.6447854048256941,2.547154032023331e-07,0.09300047633185224,0.04562933594914635,144,4,12,35,PRUNED
370,370,0.5924737902843022,2023-06-11 15:16:43.283795,2023-06-11 15:16:43.375306,0 days 00:00:00.091511,6,0.6640477116308569,3.833123006886996e-08,6.71191616806944e-06,0.04601922791813937,162,6,17,38,PRUNED
550,550,0.5927193254225546,2023-06-11 15:17:26.202647,2023-06-11 15:17:26.315080,0 days 00:00:00.112433,5,0.6515231121801688,2.2847202632107154e-06,0.0011357125593072228,0.043919166927744786,102,4,19,38,PRUNED
77,77,0.5948725146676588,2023-06-11 15:14:13.665590,2023-06-11 15:14:13.729652,0 days 00:00:00.064062,6,0.6687897206467157,0.00016388853967197437,7.752437737287447e-06,0.04356596884618702,141,6,16,51,PRUNED
49,49,0.5958032851150933,2023-06-11 15:13:53.023782,2023-06-11 15:13:53.084888,0 days 00:00:00.061106,6,0.566304421273103,0.004056390246117141,2.013640562050786e-07,0.04631812091207679,237,10,30,35,PRUNED
85,85,0.5959108399733624,2023-06-11 15:14:17.101138,2023-06-11 15:14:17.164560,0 days 00:00:00.063422,6,0.6345896465845825,0.006073512227466061,1.5255716819304235e-08,0.04627550423437534,194,7,30,31,PRUNED
